"TAZ_NG","TAZ_TRM_6.2","County","ATYPE","HH","HH_POP","MEANINC","Stud_GQ","Other_NonInst_GQ","Inst_GQ","Total_POP","StudGQ_NCSU","StudGQ_UNC","StudGQ_DUKE","StudGQ_NCCU","BuildingS_NCSU","BuildingS_UNC","BuildingS_DUKE","BuildingS_NCCU","Industry","Office","Service_RateLow","Service_RateHigh","Retail","IndOff_EarnLow","IndOff_EarnHigh","Service_EarnLow","Service_EarnHigh","Retail_EarnLow","Retail_EarnHigh","ADT","PCTCV","PCTAUTOEE","PCTCVEE","ZONEAREA","SHORTWALKA","LONGWALKAM","SHORTWALKO","LONGWALKOP","DISTGROUP","EXTERNAL","District","AVEBLOCK_P","AVEBLOCK_A","RoadwayLen","NMPathLen","ENROLLMENT","PASA","PrkRestrict","PASAYear","PrkCosW1","PrkCosW2","PrkCosW3","PrkCosO1","PrkCosO2","PrkCosO3","PrkCosU1","PrkCosU2","PrkCosU3","Campus","Campus_NCSU","Campus_UNC","Campus_DUKE","Campus_NCCU","In_ShortWalk_NCSU","In_ShortWalk_UNC","In_ShortWalk_DUKE","In_ShortWalk_NCCU","Housing_NCSU","Housing_UNC","Housing_DUKE","Housing_NCCU","NCSU_OFF","UNC_OFF","DUKE_OFF","NCCU_OFF","TOT_Area1","TOT_POP1","TOT_EMP1","EmpDen1","Density1","TRM_6.2_Fill","lehd_emp"
138,138,"Durham",2,0,0,92011,0,0,0,0,0,0,0,0,0,0,0,0,79,8,7,0,8,50.0358,36.9642,2.88889,4.11111,5.33333,2.66667,0,0.0000,0.0000,0.0000,0.128237,70.2533,29.7467,0.0000,0.0000,0.0000,0,16,0.0000,0.042668,0.00,0.766328,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.781502,1661,1252,1602.043,5155.572,,46
139,139,"Durham",2,135,277,92013,0,0,0,277,0,0,0,0,0,0,0,0,0,42,22,0,0,38.1818,3.81818,16.4447,5.55528,0.00,0.00,0,0.0000,0.0000,0.0000,0.069179,57.0388,42.9612,0.0000,0.0000,0.0000,0,16,0.0000,0.011505,0.00,1.36345,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.442574,5.71255,12.4643,4.3097,0.781487,2601,1585,2028.185,7164.472,,461
140,140,"Durham",2,86,179,92013,0,0,0,179,0,0,0,0,0,0,0,0,0,5,25,0,5,2.94118,2.05882,16.8431,8.15687,3.97959,1.02041,0,0.0000,0.0000,0.0000,0.041319,70.1489,29.8511,0.0000,0.0000,0.0000,0,16,0.0000,0.010307,0.00,0.868334,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.319948,3.28726,7.85571,2.98594,0.781484,4003,2274,2909.849,10626.129,,36
141,141,"Durham",2,163,262,57619,0,0,0,262,0,0,0,0,0,0,0,0,0,154,195,95,132,57.7739,96.2261,121.295,168.705,123.599,8.40085,0,0.0000,0.0000,0.0000,0.03326,100.0000,0.0000,0.0000,0.0000,0.0000,0,16,0.0000,0.016561,0.00,0.370334,0,2,1,2013,267,133,89,200,100,67,74,37,25,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.632819,5.91035,16.6797,5.75115,0.781486,5236,7410,9481.939,24634.633,,20
142,142,"Durham",2,548,957,57619,0,0,0,957,0,0,0,0,0,0,0,0,4,17,126,144,304,10.4462,10.5538,203.333,66.6674,286.87,17.1305,0,0.0000,0.0000,0.0000,0.043161,100.0000,0.0000,0.0000,0.0000,0.0000,0,16,0.0000,0.043119,0.00,0.525366,0,2,1,2013,267,133,89,200,100,67,74,37,25,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,2.44579,22.4547,58.8473,21.9761,0.78147,5923,4768,6101.319,19119.614,,829
143,143,"Durham",2,0,0,57619,0,0,0,0,0,0,0,0,0,0,0,0,1,1,41,0,242,1.45454,0.545455,24.6043,16.3957,238,4,0,0.0000,0.0000,0.0000,0.011911,100.0000,0.0000,0.0000,0.0000,0.0000,0,16,0.0000,0.005875,0.00,0.438938,0,2,1,2013,267,133,89,200,100,67,74,37,25,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.781485,6232,5436,6955.992,21131.447,,294
144,144,"Durham",2,0,0,39453,0,0,0,0,0,0,0,0,0,0,0,0,0,32,194,27,323,25.7241,6.27586,166.849,54.1513,303.82,19.1799,0,0.0000,0.0000,0.0000,0.14698,97.4449,2.5551,0.0000,0.0000,0.0000,0,16,0.0000,0.072791,0.00,0.877813,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.781485,3451,2151,2752.454,9622.070,,564
145,145,"Durham",1,270,509,57619,0,0,0,509,0,0,0,0,0,0,0,0,8,34,37,5,27,25.6313,16.3687,29.8519,12.1481,24.551,2.44898,0,0.0000,0.0000,0.0000,0.05467,100.0000,0.0000,0.0000,0.0000,0.0000,0,16,0.0000,0.01366,0.00,1.36712,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,1.09719,12.7892,34.0514,10.3088,0.781507,4314,11374,14553.930,33048.071,,86
146,146,"Durham",2,32,77,57619,0,0,0,77,0,0,0,0,0,0,0,0,55,21,51,5,0,55.7701,20.2299,41.5128,14.4872,0.00,0.00,0,0.0000,0.0000,0.0000,0.025187,100.0000,0.0000,0.0000,0.0000,0.0000,0,16,0.0000,0.008299,0.00,0.587599,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.175528,2.20492,5.19287,1.65446,0.781488,3461,10866,13904.236,30727.833,,96
147,147,"Durham",2,165,301,57619,0,0,0,301,0,0,0,0,0,0,0,0,0,2,5,0,0,0.928571,1.07143,3.56242,1.43758,0.00,0.00,0,0.0000,0.0000,0.0000,0.051181,67.9661,32.0339,0.0000,0.0000,0.0000,0,16,0.0000,0.00853,0.00,0.696604,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.671806,7.81176,17.5728,6.33845,0.781472,4081,3578,4578.538,13882.251,,5
148,148,"Durham",2,135,257,57619,0,0,0,257,0,0,0,0,0,0,0,0,33,93,4,0,0,79.21,46.79,2.99465,1.00535,0.00,0.00,0,0.0000,0.0000,0.0000,0.055242,66.2817,33.7183,0.0000,0.0000,0.0000,0,16,0.0000,0.011048,0.00,1.02944,513,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.621935,6.18717,15.1203,5.76491,0.781473,5156,3800,4862.609,15795.154,,8
149,149,"Durham",2,54,107,57621,0,0,0,107,0,0,0,0,0,0,0,0,28,19,32,0,65,43.0267,3.97326,21.6924,10.3076,52.9592,12.0408,0,0.0000,0.0000,0.0000,0.039943,100.0000,0.0000,0.0000,0.0000,0.0000,0,16,0.0000,0.009885,0.00,0.811605,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.225793,3.17505,6.62742,2.19566,0.781486,2937,6818,8724.409,20259.972,,126
150,150,"Durham",2,79,157,57619,0,0,0,157,0,0,0,0,0,0,0,0,13,7,127,0,22,10.7947,9.20535,80.3927,46.6073,21.5918,0.408163,0,0.0000,0.0000,0.0000,0.033862,100.0000,0.0000,0.0000,0.0000,0.0000,0,16,0.0000,0.006751,0.00,0.692085,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.407881,3.68667,9.72276,3.72327,0.781475,5436,3922,5018.713,16448.697,,118
151,151,"Durham",2,40,110,57619,0,0,0,110,0,0,0,0,0,0,0,0,5,27,47,0,77,25.34,6.66005,34.1224,12.8776,76.1837,0.816327,0,0.0000,0.0000,0.0000,0.029289,100.0000,0.0000,0.0000,0.0000,0.0000,0,16,0.0000,0.013563,0.00,0.386364,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.293678,2.68683,7.36639,2.66835,0.781498,5293,4314,5520.167,17213.984,,77
152,152,"Durham",2,232,424,57619,0,0,0,424,0,0,0,0,0,0,0,0,20,159,425,37,419,104.373,74.627,236.62,225.38,397.25,21.75,0,0.0000,0.0000,0.0000,0.039819,100.0000,0.0000,0.0000,0.0000,0.0000,0,16,0.0000,0.006535,0.00,1.15649,0,2,1,2013,267,133,89,200,100,67,74,37,25,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,1.13066,10.3323,27.3833,10.096,0.781512,6105,4914,6287.810,19704.829,,600
153,153,"Durham",2,101,170,57619,0,0,0,170,0,0,0,0,0,0,0,0,0,0,2,0,0,0.00,0.00,1.81818,0.181818,0.00,0.00,0,0.0000,0.0000,0.0000,0.027939,99.9901,0.0099,0.0000,0.0000,0.0000,0,16,0.0000,0.00931,0.00,0.251533,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.361167,4.77425,10.5332,3.45394,0.781484,3152,3519,4502.971,12550.477,,1
154,154,"Durham",2,0,0,37926,0,3,88,91,0,0,0,0,0,0,0,0,0,19,117,7,13,15.4444,3.55556,68.3577,55.6423,13,0.00,0,0.0000,0.0000,0.0000,0.020992,100.0000,0.0000,0.0000,0.0000,0.0000,0,16,0.0000,0.010427,0.00,0.227903,0,2,1,2013,267,133,89,200,100,67,74,37,25,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.781499,6090,5455,6980.171,20995.326,,201
155,155,"Durham",1,0,0,37833,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0000,0.0000,0.0000,0.052379,100.0000,0.0000,0.0000,0.0000,0.0000,0,16,0.0000,0.026136,0.00,0.282058,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.781477,4755,12466,15951.847,36256.685,,0
156,156,"Durham",1,0,0,21064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0.00,0.00,138.221,93.7786,0.00,0.00,0,0.0000,0.0000,0.0000,0.022649,100.0000,0.0000,0.0000,0.0000,0.0000,0,16,0.0000,0.011262,0.00,0.662771,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78148,4365,17666,22605.820,48343.232,,0
157,157,"Durham",2,279,500,21064,48,0,0,548,0,0,48,0,0,0,12,0,30,64,4,0,0,43.7891,50.2109,2.85714,1.14286,0.00,0.00,0,0.0000,0.0000,0.0000,0.068242,100.0000,0.0000,0.0000,0.0000,0.0000,0,16,0.0000,0.068239,0.00,0.511367,0,2,1,2013,267,133,89,200,100,67,74,37,25,1,0,0,1,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.781476,4882,3835,4907.377,15529.185,,66
158,158,"Durham",2,338,726,21064,608,0,0,1334,0,0,608,0,0,0,9,0,48,254,25,49,8,172.631,129.369,40.1708,33.8292,7.53125,0.46875,0,0.0000,0.0000,0.0000,0.107822,100.0000,0.0000,0.0000,0.0000,0.0000,0,16,0.0000,0.026754,0.00,1.75454,0,2,1,2013,267,133,89,200,100,67,74,37,25,1,0,0,1,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.781472,4266,7997,10233.249,24814.561,,150
159,159,"Durham",2,51,83,21064,74,0,0,157,0,0,74,0,0,0,18,0,0,9,0,0,0,5.36204,3.63796,0.00,0.00,0.00,0.00,0,0.0000,0.0000,0.0000,0.048594,100.0000,0.0000,0.0000,0.0000,0.0000,0,16,0.0000,0.016141,0.00,0.725673,0,2,1,2013,267,133,89,200,100,67,74,37,25,1,0,0,1,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.781488,4465,3695,4728.161,14656.520,,0
160,160,"Durham",2,0,0,21064,0,0,105,105,0,0,0,0,0,0,20,0,0,56,230,13,2,34.8943,21.1057,131.74,111.26,2,0.00,0,0.0000,0.0000,0.0000,0.029875,100.0000,0.0000,0.0000,0.0000,0.0000,0,16,0.0000,0.01491,0.00,0.264808,0,2,1,2013,267,133,89,200,100,67,74,37,25,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.781476,5507,5067,6483.886,19310.840,,281
161,161,"Durham",2,295,578,48957,0,6,0,584,0,0,0,0,0,0,13,0,26,3,86,21,8,7.56842,21.4316,52.2862,54.7138,4.29688,3.70313,0,0.0000,0.0000,0.0000,0.140686,100.0000,0.0000,0.0000,0.0000,0.0000,0,16,0.0000,0.017574,0.00,1.61846,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,2.2345,17.7551,39.0295,18.6276,0.781484,3657,2858,3657.144,11596.848,,48
162,162,"Durham",2,0,0,48957,0,0,0,0,0,0,0,0,0,0,0,0,6,671,3,0,35,351.203,325.797,3,0.00,35,0.00,0,0.0000,0.0000,0.0000,0.039319,100.0000,0.0000,0.0000,0.0000,0.0000,0,16,0.0000,0.013074,0.00,0.359079,0,2,1,2013,267,133,89,200,100,67,74,37,25,1,0,0,1,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78148,4368,4525,5790.292,16541.414,,2
163,163,"Durham",2,280,680,28677,0,0,0,680,0,0,0,0,0,0,0,0,81,44,82,0,13,94.7129,30.2871,34.0185,47.9815,11.3594,1.64063,0,0.0000,0.0000,0.0000,0.137491,100.0000,0.0000,0.0000,0.0000,0.0000,0,16,0.0000,0.012489,0.00,1.75908,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,3.08383,26.477,54.0481,25.7957,0.781477,3845,1505,1925.841,8562.794,,109
164,164,"Durham",2,411,1090,36273,0,28,0,1118,0,0,0,0,0,0,0,0,14,77,97,5,1,31.0556,59.9444,62.8275,39.1725,0.8,0.2,0,0.0000,0.0000,0.0000,0.183209,83.3673,16.6327,0.0000,0.0000,0.0000,0,16,0.0000,0.013078,0.00,1.74388,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,3.93588,43.6256,75.0219,34.3001,0.781466,3393,855,1094.098,6411.266,,50
165,165,"Durham",2,1030,2291,65675,0,128,0,2419,0,0,0,0,0,0,0,0,28,115,546,29,312,28.5132,114.487,474.457,100.543,307.215,4.78539,0,0.0000,0.0000,0.0000,0.49017,89.7449,10.2551,0.0000,0.0000,0.0000,0,16,0.0000,0.026899,0.00,0.910821,7,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,5.66677,82.7351,107.744,59.1816,0.781497,3068,1284,1643.000,7033.442,,962
166,166,"Durham",2,301,615,65675,0,3,0,618,0,0,0,0,0,0,0,0,0,41,32,150,19,28.4391,12.5609,169.328,12.6716,18.8721,0.127854,0,0.0000,0.0000,0.0000,0.200408,53.7336,46.0254,0.0000,0.0000,0.0000,0,16,0.0000,0.0182,0.00,0.804892,298,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,1.72504,19.9348,29.6964,15.238,0.781463,3363,1068,1366.668,6888.446,,138
167,167,"Durham",2,100,231,62201,0,6,0,237,0,0,0,0,0,0,0,0,4,22,25,4,6,21.4082,4.59184,9.44681,19.5532,6,0.00,0,0.0000,0.0000,0.0000,0.13985,53.3960,46.4871,0.0000,0.0000,0.0000,0,16,0.0000,0.027805,0.00,1.0409,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.461498,9.585,14.0285,5.22183,0.781477,1988,637,815.123,4085.663,,20
168,168,"Durham",3,169,403,151028,0,0,0,403,0,0,0,0,0,0,0,0,3,19,28,0,0,12.125,9.875,6.125,21.875,0.00,0.00,0,0.0000,0.0000,0.0000,0.405479,7.4119,31.4725,0.0000,0.0000,0.0000,0,16,0.0000,0.044825,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.337688,8.18925,11.8291,3.95851,0.781462,783,289,369.819,1701.461,,16
169,169,"Durham",3,199,473,62201,0,0,0,473,0,0,0,0,0,0,0,0,0,81,16,0,0,37.7121,43.2879,5.46809,10.5319,0.00,0.00,0,0.0000,0.0000,0.0000,0.280239,26.5950,72.8766,0.0000,0.0000,0.0000,0,16,0.0000,0.035016,0.00,2.01847,473,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,1.03271,17.1007,32.4899,9.56321,0.781495,1954,550,703.780,3831.498,,9
170,170,"Durham",3,3,4,151028,0,0,0,4,0,0,0,0,0,0,0,0,0,18,255,11,80,5.25,12.75,266,0.00,80,0.00,0,0.0000,0.0000,0.0000,0.607604,32.7694,34.5825,0.0000,0.0000,0.0000,0,16,0.0000,0.607523,0.00,0.759956,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0035,0.072219,0.141516,0.033636,0.781488,89,938,1200.275,2384.140,,341
171,171,"Durham",2,0,0,15983,0,0,0,0,0,0,0,0,0,0,0,0,0,181,50,0,0,103.187,77.8128,43.9394,6.06061,0.00,0.00,0,0.0000,0.0000,0.0000,0.032055,100.0000,0.0000,0.0000,0.0000,0.0000,0,16,0.0000,0.015789,0.00,0.782438,0,2,1,2013,267,133,89,200,100,67,74,37,25,1,0,0,1,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.781486,4454,7811,9995.061,24604.513,,0
172,172,"Durham",2,22,44,151028,0,0,0,44,0,0,0,0,0,0,0,0,0,5,3,0,0,2.44681,2.55319,1.46939,1.53061,0.00,0.00,0,0.0000,0.0000,0.0000,0.149414,55.0460,44.9540,0.0000,0.0000,0.0000,0,16,0.0000,0.14889,0.00,0.00,0,2,2,2013,267,133,89,200,100,67,74,37,25,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.049959,0.611833,1.44742,0.448284,0.781481,2651,3202,4097.348,11142.187,,1
173,173,"Durham",2,2,4,15983,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0000,0.0000,0.0000,0.032762,35.1139,64.8861,0.0000,0.0000,0.0000,0,16,0.0000,0.03275,0.00,0.251893,0,2,1,2013,267,133,89,200,100,67,74,37,25,1,0,0,1,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.781497,3361,5825,7453.642,18398.877,,54
174,174,"Durham",2,367,787,54624,0,0,0,787,0,0,0,0,0,0,0,0,0,44,11,0,0,35.8519,8.14815,6.41667,4.58333,0.00,0.00,0,0.0000,0.0000,0.0000,0.210914,74.8012,25.1988,0.0000,0.0000,0.0000,0,16,0.0000,0.105453,0.00,0.765812,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,2.42393,24.7025,55.2333,21.089,0.781488,3290,984,1259.136,6591.506,,2
175,175,"Durham",2,537,1518,62201,0,7,0,1525,0,0,0,0,0,0,0,0,23,126,89,38,133,34.9198,114.08,75.6952,51.3048,128.862,4.13825,0,0.0000,0.0000,0.0000,0.245971,76.4730,23.5270,0.0000,0.0000,0.0000,0,16,0.0000,0.022334,0.00,1.40924,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,3.60199,51.7227,90.9283,33.2322,0.781474,3134,774,990.436,5883.727,,1112
176,176,"Durham",2,16,36,151028,0,0,0,36,0,0,0,0,0,0,0,0,0,0,20,0,10,0.00,0.00,14.8864,5.11364,7.5,2.5,0,0.0000,0.0000,0.0000,0.055629,100.0000,0.0000,0.0000,0.0000,0.0000,0,16,0.0000,0.027805,0.00,0.910903,0,2,1,2013,267,133,89,200,100,67,74,37,25,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.048625,0.456509,1.13059,0.420659,0.781482,3802,1331,1703.173,8086.573,,69
177,177,"Durham",2,4,4,58365,0,0,0,4,0,0,0,0,0,0,0,0,20,280,239,12,120,144.908,155.092,124.021,126.979,80.4,39.6,0,0.0000,0.0000,0.0000,0.050979,100.0000,0.0000,0.0000,0.0000,0.0000,0,16,0.0000,0.025416,0.00,0.702601,0,6,1,2013,268,134,89,150,75,50,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.013233,0.089309,0.233421,0.110629,0.781496,4313,5747,7353.847,19428.307,,296
178,178,"Durham",2,0,0,44043,0,0,0,0,0,0,0,0,0,0,0,0,5,51,21,0,15,17,39,8.32701,12.673,12.5,2.5,0,0.0000,0.0000,0.0000,0.016822,100.0000,0.0000,0.0000,0.0000,0.0000,0,16,0.0000,0.005189,0.00,0.613926,0,6,2,2013,268,134,89,150,75,50,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.781494,3850,9776,12509.365,28587.242,,124
179,179,"Durham",2,14,21,44043,0,0,0,21,0,0,0,0,0,0,0,0,0,136,135,72,0,78.9299,57.0701,111.85,95.1502,0.00,0.00,0,0.0000,0.0000,0.0000,0.029242,100.0000,0.0000,0.0000,0.0000,0.0000,0,16,0.0000,0.009692,0.00,0.703831,0,6,2,2013,268,134,89,150,75,50,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.085688,0.516515,1.33021,0.697631,0.781489,3862,8842,11314.302,26342.236,,116
180,180,"Durham",2,270,329,44056,0,10,0,339,0,0,0,0,0,0,0,0,15,37,100,0,0,25.3421,26.6579,43.3523,56.6477,0.00,0.00,0,0.0000,0.0000,0.0000,0.078562,100.0000,0.0000,0.0000,0.0000,0.0000,0,16,0.0000,0.008725,0.00,1.52464,120,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,1.40977,10.8474,22.4283,11.6999,0.781467,3633,4700,6014.328,16024.722,,36
181,181,"Durham",2,249,446,44043,0,0,0,446,0,0,0,0,0,0,0,0,0,2,190,20,0,0.432027,1.56797,137.798,72.2017,0.00,0.00,0,0.0000,0.0000,0.0000,0.039314,100.0000,0.0000,0.0000,0.0000,0.0000,0,16,0.0000,0.013075,0.00,1.11975,0,6,2,2013,268,134,89,150,75,50,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,1.55522,10.5641,27.2668,13.5171,0.781481,3429,10517,13457.788,29842.499,,27
182,182,"Durham",2,121,241,44043,0,14,0,255,0,0,0,0,0,0,0,0,3,60,19,3,0,46.6574,16.3426,10.4907,11.5093,0.00,0.00,0,0.0000,0.0000,0.0000,0.067585,100.0000,0.0000,0.0000,0.0000,0.0000,0,16,0.0000,0.009633,0.00,1.44091,337,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,1.11884,7.94717,16.6463,8.98424,0.781482,3920,5177,6624.589,17546.158,,61
183,183,"Durham",2,383,701,44043,0,0,0,701,0,0,0,0,0,0,0,0,10,24,11,5,1,24,10,10.7059,5.29412,0.928571,0.071429,0,0.0000,0.0000,0.0000,0.016219,100.0000,0.0000,0.0000,0.0000,0.0000,0,16,0.0000,0.008088,0.00,0.46224,0,6,2,2013,268,134,89,150,75,50,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,2.85383,20.0156,40.7667,23.2852,0.781497,4158,7506,9604.644,23487.220,,24
184,184,"Durham",1,16,21,44043,0,0,0,21,0,0,0,0,0,0,0,0,20,124,40,0,10,68.2856,75.7144,12.4883,27.5117,8.01075,1.98925,0,0.0000,0.0000,0.0000,0.022824,100.0000,0.0000,0.0000,0.0000,0.0000,0,16,0.0000,0.011339,0.00,0.673518,0,6,2,2013,268,134,89,150,75,50,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.078553,0.512022,1.31931,0.65441,0.781496,3368,11911,15241.289,33137.756,,117
185,185,"Durham",2,4,11,44043,0,0,0,11,0,0,0,0,0,0,0,0,0,60,21,0,0,44.2857,15.7143,13.5,7.5,0.00,0.00,0,0.0000,0.0000,0.0000,0.023262,100.0000,0.0000,0.0000,0.0000,0.0000,0,16,0.0000,0.023226,0.00,0.43354,412,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.045599,0.351393,0.785148,0.378463,0.781491,4247,4515,5777.418,16362.155,,67
186,186,"Durham",2,192,454,105709,0,0,0,454,0,0,0,0,0,0,0,0,9,7,14,11,0,3.4961,12.5039,17.3818,7.61824,0.00,0.00,0,0.0000,0.0000,0.0000,0.262747,67.6809,32.3191,0.0000,0.0000,0.0000,0,16,0.0000,0.03283,0.00,0.40255,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,1.04763,8.9895,14.7329,9.16307,0.78149,2552,649,830.465,4836.335,,18
187,187,"Durham",2,2,5,105709,0,0,0,5,0,0,0,0,0,0,0,0,0,7,23,0,63,7,0.00,13.8475,9.15254,56.3793,6.62069,0,0.0000,0.0000,0.0000,0.024581,100.0000,0.0000,0.0000,0.0000,0.0000,0,16,0.0000,0.024443,0.00,0.220956,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.013374,0.104768,0.18407,0.113868,0.781471,2742,811,1037.786,5471.682,,139
