attraction_taz,attraction_district,observed_trips,emp,pop,raw_estimated_trips,estimated_trips
1184,4,0,7,56,8.724787433053168,12.268326651030362
1185,2,346.2817659974098,72,998,155.17686319186248,218.20135572676224
1186,4,0,39,158,24.729971601237242,34.773955469137675
1187,2,0,263,979,153.35790199262982,215.64363035763802
1188,2,0,301,356,56.978497272299975,80.12009713534059
1189,2,0,195,1886,293.5978839001867,412.84154730154887
1190,2,0,60,308,48.113216686809146,67.65421657258871
1191,2,0,109,469,73.36739114380714,103.16527789275403
1192,2,0,1182,498,84.19667801916859,118.39283842693175
1194,2,539.911647811532,789,531,86.99437176168047,122.32680483769488
1195,2,819.2290257811546,560,413,67.34556644087769,94.69771199987021
1196,2,0,911,1644,260.29845597450003,366.0176834287066
1197,2,0,14,378,58.69608480023418,82.53527630229694
1198,2,318.8656596839428,846,670,108.88439405820165,153.1073763980591
1199,2,0,45,629,97.7996153488771,137.52055699370473
1200,2,238.69960629940033,196,1089,170.01931783057427,239.07201684120676
1201,2,0,93,152,24.118289125587257,33.91384048346417
1202,2,0,106,259,40.78665198923631,57.3519955007939
1203,1,2676.824613928795,15,334,51.879255499036326,72.94981771856335
1204,1,0,46,485,75.47657930552592,106.1311048008598
1205,2,0,287,392,62.47810838458056,87.85335437476466
1206,1,0,165,1760,273.883013444585,385.11955722580564
1207,2,0,200,450,70.95826340961298,99.77769209608692
1208,1,309.2208062708378,43,1186,184.15738357197188,258.9522041879041
1209,2,288.8412461876869,24,466,72.40056338682525,101.80577672106921
1210,2,0,56,290,45.29849281182309,63.69630330584696
1211,1,0,63,177,27.817790850637138,39.11588075747913
1212,2,0,14,806,125.06264965665041,175.8563689492935
1213,2,0,28,648,100.64546631894277,141.52223950675358
1214,2,468.9633131623268,196,1892,294.53415797006545,414.1580855223709
1215,4,298.41739451885223,115,186,29.52023605561092,41.509767604621466
1216,4,0,17,364,56.542920852381556,79.50761300984763
1217,4,0,60,239,37.413934034723354,52.60946098230189
1218,4,0,25,158,24.64734828634263,34.657775009281664
1219,4,0,7,273,42.37325606352588,59.582992782801995
1220,4,0,39,240,37.445061129802966,52.65323022860898
1221,4,0,3,171,26.53331852513103,37.3097248844067
1222,4,0,69,326,50.957448888543276,71.65362286070761
1223,4,0,20,321,49.89295694930448,70.15679157075604
1224,4,0,81,442,69.01546869363652,97.04583869858195
1225,4,0,68,254,39.787078368843275,55.94644885787203
1226,4,0,67,314,49.08490074878565,69.02054641906341
1227,5,0,113,635,99.13130099718012,139.3931017009806
1228,5,0,102,5,1.3772802027684055,1.9366573165493375
1229,4,0,433,129,22.558427793761123,31.72044740701445
1230,5,0,435,0,2.567224427082564,3.609892859811665
1231,5,0,1056,946,152.92087438996398,215.02910565704656
1232,5,0,150,1834,285.2690814535343,401.13003343241667
1233,5,359.754434466362,151,496,77.80193690887236,109.4008975467821
1234,5,0,57,1030,160.05032436910733,225.05415461754646
1235,5,0,233,958,149.92454861628917,210.81583357146175
1236,4,0,15,10,1.6391456544595588,2.3048784250425722
1237,5,628.200732588768,2493,980,166.67367778969302,234.36755782793608
1238,5,0,428,607,96.64858769450593,135.90204383718958
1239,4,0,0,48,7.442979236233596,10.46591693237345
1240,4,0,49,1262,195.97751068810612,275.5730309564814
1241,4,0,119,937,145.99545535058084,205.29095402614942
1242,4,0,54,1019,158.3269366314216,222.6308195077179
1243,4,0,104,478,74.73344142385287,105.0861442961969
1244,4,0,37,154,24.09792000085188,33.88519851622236
1245,4,0,22,220,34.24349147042885,48.15135523410442
1246,4,0,391,167,28.20291641109555,39.65742359890874
1247,4,110.10684451460838,19,183,28.48848997978327,40.05898178590693
1248,4,24.84145760536194,31,221,34.451668525996915,48.44408260867439
1249,4,0,60,620,96.49258172232753,135.68267663301614
1250,4,0,3,190,29.479497806140163,41.45248367013786
1251,3,0,60,848,131.8467330944371,185.39578206179002
1252,3,0,46,282,43.99897961895467,61.868997774363756
1253,3,0,23,106,16.572317449723673,23.30310112399291
1254,4,93.74363607168198,28,469,72.88935625048832,102.49309094644427
1255,4,250.00348564982414,47,425,66.17875692558354,93.05700723966844
1256,4,0,12,89,13.87134398471184,19.505137563414255
1257,4,0,12,145,22.554819760317702,31.715373984516614
1258,3,0,145,790,123.35477473870546,173.45484713191692
1259,3,0,49,419,65.26018785175357,91.7653648316726
1260,3,0,55,181,28.39082579752635,39.921651667640155
1261,3,0,0,257,39.850951327334045,56.03626357541618
1262,3,0,45,376,58.56891229122918,82.35645316265301
1263,3,857.6215366721153,120,574,89.7138265419139,126.15075582935067
1264,3,0,60,462,71.99277506972527,101.23236673062021
1265,3,361.9734570980072,178,519,81.52770942400724,114.63987839231432
1266,3,0,41,767,119.17457399165022,167.57687375717668
1267,3,0,84,407,63.6060013299317,89.43933674821926
1268,4,0,8,165,25.632454447349907,36.04297828923717
1269,3,0,38,188,29.375931958533627,41.30685494759565
1270,5,0,150,703,109.89388319978013,154.5268657133672
1271,6,0,112,340,53.3820894424782,75.06302194982668
1272,5,0,9,630,97.74221746371248,137.4398471758804
1273,5,0,344,331,53.3557171967951,75.0259387169062
1274,6,0,187,436,68.71067281616651,96.61725113523073
1275,6,0,114,379,59.441313402617226,83.58317666593095
1276,6,0,3,200,31.030118480355494,43.632883031049
1277,5,2480.5495507717133,274,895,140.39760664806678,197.41956037301418
1278,5,0,495,584,93.47757172223488,131.4431317935477
1279,5,0,46,410,63.84692424891093,89.77810959402629
1280,6,0,828,247,43.18690956260001,60.72710855456035
1281,5,0,615,1910,299.7980729651418,421.5599195634158
1282,6,0,209,109,18.13521340701668,25.50076132749606
1283,5,0,215,1088,169.97638740479542,239.01165038634878
1284,5,0,48,146,22.92234178032538,32.23216367452318
1285,5,0,327,240,39.14474075049211,55.04322825993256
1286,5,0,60,368,57.416940732101146,80.73661273805553
1287,5,0,74,216,33.9301297989227,47.71072291206228
1288,5,0,15,108,16.835228261769817,23.6727921619717
1289,5,0,200,0,1.180333069923018,1.659720855085823
1290,5,0,172,1526,237.63980132539353,334.1563024104131
1291,6,0,1402,286,52.62188610271887,73.99406491621009
1292,6,0,361,0,2.130501191211047,2.99579614342991
1293,6,0,1834,365,67.42130886005371,94.80421691439345
1294,6,0,897,40,11.496276515466064,16.165445478704456
1295,5,0,53,1129,175.37786238244064,246.60691387346495
1296,5,0,734,825,132.2580279893824,185.97412281333365
1297,5,0,231,1685,262.6428683010446,369.3142699011504
1298,5,0,463,3482,542.6585898186505,763.057311248781
1299,6,0,350,354,56.957554739588055,80.09064887265438
1301,6,0,1557,0,9.188892949350693,12.92092685684313
1302,6,9250.804658949375,182,102,16.890433970626336,23.75041945942168
1303,6,0,654,186,32.70123367905345,45.98271530907776
1304,6,0,379,8,3.477227706876385,4.889490509116543
1305,6,0,518,1174,185.09992980398064,260.2775619856396
1306,6,0,346,207,34.139824167224205,48.00558385015898
1307,6,0,588,274,45.95718569907378,64.62252180291743
1308,5,0,120,361,56.68560618112732,79.7082494419435
1309,6,0,113,760,118.51405942487177,166.64809371236979
1310,6,0,174,411,64.7573994810832,91.05837087737234
1311,6,0,38,818,127.06503443409957,178.67201468499718
1312,6,0,1100,268,48.048465953547506,67.56316757539045
1313,5,0,21,340,52.84503789566322,74.3078489607626
1314,5,0,29,424,65.91746488186894,92.6895924266196
1315,5,0,216,513,80.82160030276343,113.64698573823397
1316,5,0,490,69,13.591098673397187,19.1110716852471
1317,5,0,66,708,110.17345364752013,154.9199826346867
1318,5,0,117,806,125.67052118766077,176.71112518966274
1319,5,0,16,344,53.43577783860128,75.13851568374993
1320,5,0,72,547,85.24387078475098,119.86534454967003
1321,5,0,18,803,124.62107011578426,175.2354435581219
1322,5,0,63,492,76.66234208842012,107.7984606261799
1323,5,0,265,863,135.38250550243117,190.36759497961967
1324,5,0,410,386,62.27364081805402,87.56584308409576
1325,5,0,56,403,62.82050643045635,88.3348160841428
1326,5,0,52,275,42.94895513910163,60.392509847378534
1327,5,0,443,1016,160.15749825015726,225.20485676258645
1328,5,1846.5196368992329,98,858,133.6216170519378,187.89152838516745
1329,5,0,88,767,119.45195226308213,167.96690815812187
1330,5,0,54,537,83.58702013424256,117.53557031180114
1331,5,0,8,176,27.338137188986774,38.44141758623942
1332,5,0,63,320,49.99166649191639,70.29559161850837
1333,5,0,84,269,42.20743602576012,59.349825567645595
1334,5,0,733,1123,178.46062241564968,250.94172516421
1335,5,0,393,267,43.720926483948105,61.47801441657096
1336,5,0,23,210,32.698772461563124,45.97925447746871
1337,5,0,292,767,120.6558919944036,169.65982343030936
1338,5,0,315,19,4.805203866137885,6.756819132491328
1339,5,440.7643442749977,86,1068,166.1138312262644,233.58033171299618
1340,5,0,428,3,2.991098971899858,4.2059224381570015
1341,5,0,43,16,2.7347646887779806,3.8454789613012683
1342,5,0,972,0,5.736418719825867,8.066243355717098
1343,5,0,22,399,61.9996015388833,87.18050379441374
1344,5,0,1465,631,106.4901042801736,149.74065493699632
1345,5,0,942,0,5.5593687593374135,7.817285227454224
1346,5,0,1182,0,6.975768443245035,9.80895025355721
1347,5,0,176,883,137.95849863474612,193.98981792092877
1348,5,0,58,1025,159.28091569734926,223.97225354136626
1349,5,0,852,202,36.35075649702177,51.11447793307054
1350,5,626.871705070138,53,513,79.85962885077616,112.294313241339
1351,5,0,35,295,45.949868176588836,64.61223229651851
1352,5,0,48,936,145.42137504333664,204.48371318650285
1353,5,0,165,466,73.23269820112098,102.97587992390471
1354,5,0,275,375,59.77123325421911,84.04709220991057
1355,5,0,53,348,54.27438772622317,76.31772378630525
1356,5,593.146647632122,64,9,1.773265189169165,2.493470098447485
1357,5,0,636,182,31.974755433074247,44.96118068775558
1358,5,0,210,0,1.2393497234191686,1.7427068978401137
1359,5,0,402,12,4.233214279603665,5.952518151815866
1360,5,0,300,0,1.7704996048845267,2.489581282628734
1361,5,0,32,62,9.802701471322745,13.784031374462772
1362,7,212.23729175329208,25,288,44.80541705114195,63.002966701126425
1363,7,0,24,125,19.524398396082418,27.45415851399949
1364,7,0,216,1015,158.66275814837311,223.10303365597295
1365,5,0,50,69,10.994365919566548,15.459685804058287
1366,5,0,410,107,19.011324007446245,26.73270091467509
1367,7,0,1,246,38.15117025104679,53.64612288268936
1368,7,0,251,402,63.81626910620976,89.73500398176036
1369,7,0,26,314,48.84293246945143,68.68030364377081
1370,7,0,285,1309,204.65822087942732,287.77937856176493
1371,7,594.2026031762362,213,1183,184.69548047914185,259.70884710645373
1372,7,0,99,702,109.43783619952825,153.88559695922922
1373,7,0,947,1907,301.29223965894937,423.6609363745849
1374,7,0,4,126,19.56142715651165,27.506226364582027
1375,1,782.9875646457076,25,280,43.564920511769685,61.25864721239752
1376,1,0,0,48,7.442979236233596,10.46591693237345
1377,1,0,222,145,23.79416948373687,33.458080882356725
1378,1,0,75,1215,188.84303681838404,265.54091767136015
1379,1,0,50,813,126.36054408118729,177.68139825584674
1380,1,0,1138,342,59.74732222602634,84.01346980859917
1381,1,0,27,144,22.488282673140397,31.62181311255694
1382,1,0,26,413,64.19407714418323,90.26625731679106
1383,1,0,71,689,107.25678269325908,150.81871687033268
1384,1,0,12,392,60.85515041343641,85.57123819902165
1385,1,0,18,728,112.99141505916927,158.8824483512884
1386,1,0,92,28,4.884691099967519,6.868589803890657
1418,27,0,398,0,2.3488628091468056,3.3028445016207875
1419,27,0,1907,709,121.19348162358304,170.4157530418428
1420,27,0,1089,0,6.426913565730832,9.037180055942304
1421,27,238.7676140666008,1788,30,15.204039667757776,21.37910252720066
1422,27,0,2467,293,59.99259417200966,84.35835802217989
1423,27,0,495,122,21.838896573486526,30.708681319453262
1424,27,480.181455925107,1211,168,33.19734406520146,46.680319040851735
1425,27,0,2811,0,16.589581297768014,23.327376618231238
1426,27,0,1841,0,10.864965908641379,15.277730471064997
1427,27,0,238,450,71.18252669289835,100.09303905855322
1428,27,0,2270,76,25.18149746766278,35.40886684814872
1429,27,0,840,122,23.874971119103733,33.57169979447631
1430,27,0,1022,72,17.195970841657015,24.180048968048727
1431,27,0,413,327,53.14268383623241,74.72638266754636
1432,27,0,6361,156,61.73017580666077,86.8016518262183
1433,27,0,3836,8,23.879284820495748,33.57776548927499
1434,27,0,716,0,4.225592390324404,5.941800661207245
1435,27,1223.6967618465424,2112,847,143.80188832442573,202.20647809887947
1436,27,0,340,693,109.46457894199166,153.92320116478757
1437,27,0,419,642,102.02264506611307,143.4587541618997
1438,27,699.0201572477818,3400,0,20.065662188691302,28.215254536458986
1439,26,0,256,490,77.49123936605277,108.96401137915551
1440,26,0,708,982,156.44932927547313,219.9906290684773
1441,26,0,1523,391,69.61750468928328,97.89238932310393
1442,26,512.1910897642374,1465,1430,230.38469614997865,323.954563873796
1443,26,0,790,64,14.58628794117405,20.51045328742027
1444,26,0,515,0,3.039357655051771,4.273781201845993
1445,26,423.96719217300415,1279,1761,280.61253071147775,394.58224232472475
1446,26,0,621,0,3.6649341821109704,5.153433255041479
1447,26,0,531,702,111.98735563056196,157.47059400621458
1448,26,366.673913910985,352,1304,204.27832212074387,287.2451853677631
1449,26,0,77,458,71.4728551109826,100.50128325893805
1450,26,382.85317373275757,52,294,45.895134420110764,64.53526863310971
1451,26,0,393,927,146.06189098216004,205.38437223670587
1452,26,0,533,1785,279.93137797878165,393.6244420014413
1453,26,0,241,938,146.87052059065542,206.5214236838429
1454,27,80.60457713901997,47,626,97.34623247731173,136.88303439398226
1455,26,0,107,560,87.46623594846744,122.99031486849451
1456,26,0,318,1178,184.53984500374375,259.49000087491817
1457,26,301.25667572021484,105,256,40.315564121622096,56.689577088245116
1458,26,0,955,444,74.48364834404317,104.73489870748921
1459,26,0,127,756,117.97643447008026,165.89211442786134
1460,26,0,46,189,29.57820734875208,41.5912837178902
1461,27,192.80134975910187,70,172,27.083792170976775,38.08377130695157
1462,26,155.82313311100006,800,1776,280.11156402033515,393.877809918161
1463,26,0,104,385,60.312669153650276,84.80843023972335
1464,26,0,199,1398,217.9512016598769,306.4712529061871
1465,26,0,171,1,1.1642468422057135,1.637101267189492
1466,26,0,213,893,139.72748092689721,196.4772656400308
1467,26,0,800,3,5.186518481956671,7.293003228616631
1468,26,0,49,354,55.18115346935391,77.59276898575021
1469,26,0,12,210,32.63385414271736,45.88796983043899
1470,26,0,350,1175,184.26351209266684,259.1014364034586
1471,26,318.5334787964821,58,135,21.275675692184667,29.91671042027522
1472,26,0,37,482,74.95827811511478,105.40229755410759
1473,26,0,9,105,16.334632067407526,22.968880728045782
1474,26,0,36,70,11.06680467209347,15.561545280293396
1475,26,0,162,1623,252.6218052117861,355.2231901684968
1476,26,0,83,291,45.612899843684225,64.13840555737465
1477,26,0,448,829,131.19039996907864,184.47288173492538
1478,26,0,867,602,98.46410844587929,138.45493143364737
1479,26,0,118,2,1.006520646097647,1.4153151766828624
1480,26,0,307,699,110.20019638998357,154.95758684024509
1481,26,256.88003484904766,180,259,41.22337522510782,57.96609221717564
1482,26,0,543,15,5.5305352961639915,7.7767411629247105
1483,26,0,77,96,15.340386704387553,21.570826393954942
1484,26,0,862,869,139.8361721206806,196.63010134859755
1486,26,0,598,0,3.5291958790698232,4.96256535670661
1487,26,0,201,470,74.06540642339326,104.14678942218461
1489,26,0,5,292,45.30763201383578,63.709154359982286
1492,26,0,32,474,73.68827324899445,103.61648504400155
1493,26,0,1545,577,98.58888586737999,138.63038673011047
1494,26,0,1727,768,129.2798438385228,181.7863605016413
1495,26,645.059253513813,268,470,74.46081800181747,104.70279590863836
1496,26,0,195,362,57.28329314976998,80.54868469869179
1497,26,0,283,350,55.9418948914777,78.66248264183616
1498,26,0,1308,1519,243.25865869060553,342.05723731466276
1499,26,0,15,274,42.57553145374433,59.867421553096534
1500,26,0,36,573,89.0630245851247,125.23563313412352
1501,26,649.9833496212959,273,938,147.0593738818431,206.78697902065664
1502,26,0,318,334,53.6674600999697,75.46429481401837
1503,26,0,187,928,145.00120998756088,203.89289969205862
1504,26,0,420,1862,291.2042689857332,409.4757747973336
1505,26,0,205,1037,162.00920531280107,227.8086276029477
1506,26,0,248,725,113.88361188731615,160.13700752636373
1507,26,0,7,355,55.088345592091606,77.46226754227331
1508,26,0,170,244,38.83842756028868,54.612507133054656
1509,26,0,1232,1444,231.18047706741982,325.0735481828966
1510,13,0,783,8,5.861500508120881,8.242126636389903
1511,26,0,312,1263,197.6847107424764,277.9736038170103
1512,26,0,97,611,95.31538473346947,134.027365566387
1513,26,519.5063148736954,276,789,123.9728308320835,174.32392435590702
1514,26,0,526,860,136.45765395641612,191.87941088723335
1515,26,0,107,278,43.73873293559506,61.503052890800475
1516,26,0,193,768,120.22668919221324,169.056301543133
1517,26,0,540,1034,163.52107700265753,229.93454022694314
1518,26,0,752,854,136.86105792089992,192.44665583693364
1519,26,358.50582736730576,131,326,51.32335214021941,72.16813632578423
1520,26,0,1751,477,84.29842218724738,118.53590560173754
1521,26,0,29,321,49.94607193745101,70.23147900923489
1522,26,0,36,746,115.88876224904995,162.95654207788616
1523,26,0,516,972,153.7655888541317,216.21689768668375
1524,26,0,92,560,87.37771096822321,122.86583580436306
1525,26,0,205,587,92.23127497311111,129.6906563619466
1526,26,0,93,649,101.18413663408928,142.2796887207476
1527,26,0,36,617,95.88575555167216,134.8293903221325
1528,26,0,1827,594,102.88921064213751,144.6772720493304
1529,26,0,560,357,58.66209066527182,82.48747557876783
1530,28,0,91,0,0.5370515468149731,0.7551729890640494
1531,26,0,156,1038,161.87508577809146,227.6200359295428
1532,26,0,980,0,5.783632042622787,8.132632189920532
1533,26,0,656,404,66.51656770764693,93.53201858549136
1534,26,470.8985892534256,96,1147,178.4227512060617,250.88847270694842
1535,26,0,331,455,72.50669190752022,101.9550089366237
1536,26,0,999,1727,273.6879541212534,384.8452753005068
1537,26,0,278,254,41.02642809226244,57.689155755712136
1538,26,0,178,1326,206.66279783318458,290.5981068178429
1539,26,0,160,965,150.579161517718,211.73631501199324
1540,26,0,252,40,7.689702364964333,10.812845721052678
1541,26,0,230,77,13.297162221869531,18.69775406236444
1542,26,0,166,748,116.96610287934297,164.47144050587417
1543,26,1714.1803169697523,37,625,97.13215375639403,136.58200841513684
1544,26,0,65,954,148.3128205678677,208.5495083088252
1545,26,341.367372199893,3,143,22.1915806373281,31.204606673855526
1546,26,0,558,611,98.03605245964202,137.8530221373598
1547,26,0,7176,142,64.3691641226956,90.51245520541744
1548,26,0,673,2701,422.7944648858523,594.5108280594615
1549,26,0,908,766,124.13625578234496,174.5537237278826
1550,26,367.62564450502396,23,69,10.835020955126941,15.235623488621705
1551,26,0,135,797,124.38119255716003,174.8981406418004
1552,26,0,143,1355,210.9530395011725,296.6308138148452
1553,26,0,107,322,50.56146390214252,71.09681007880947
1554,26,0,652,215,37.18623030357869,52.2892762471692
1555,26,341.6769313663244,106,525,82.03316192336415,115.3506185010301
1556,26,0,21,413,64.16456881743515,90.2247642954139
1557,26,0,76,1313,204.04502109104388,286.91713001256466
1558,26,0,27,539,83.73779930464603,117.7475878685468
1559,26,0,22,1285,199.38459327436178,280.36388717114033
1560,26,0,101,287,45.09888155029117,63.41562068996792
1561,22,0,323,914,143.63296753120707,201.9689507682414
1562,22,0,89,1269,197.29901177404145,277.4312546801363
1563,22,0,104,1798,279.4153704202767,392.8988599364667
1564,22,0,390,966,152.091606615551,213.86303393143302
1565,22,0,134,735,114.76144271167536,161.37136599987593
1566,22,0,480,781,123.93627402403271,174.27252013936567
1567,22,0,145,780,121.80415406449012,171.27444777100578
1568,26,0,8,0,0.04721332279692071,0.06638883420343292
1569,22,0,70,2015,312.86318242886256,439.93137352287386
1570,22,907.0980001688004,86,1611,250.31253383615697,351.97601701047085
1571,22,0,60,919,142.85613988136595,200.87661752425907
1572,26,0,222,563,88.61011366593777,124.59877416844219
1573,26,224.256433904171,283,0,1.6701712939410702,2.348505009946439
1574,26,0,55,0,0.3245915942288299,0.4564232351486012
1575,26,0,843,516,84.98713067923667,119.50433042720131
1576,26,0,415,241,39.819149368679774,55.99154537226144
1577,22,0,88,308,48.27846331659837,67.88657749230073
1578,22,0,2430,397,75.90068756591336,106.72746301746481
1579,22,0,1349,23,11.52777410732602,16.209735697649485
1580,22,838.6458630859852,670,227,39.15320508893016,55.055130357220285
1581,22,0,33,233,36.32421666575454,51.07715905031861
1582,22,0,26,257,40.00439462642404,56.25202728657734
1583,22,0,831,421,70.18541428999563,98.69095324724039
1584,22,0,36,373,58.050611100818045,81.6276459159008
1585,22,0,891,65,15.337418208906705,21.56665225532972
1586,26,0,0,0,0,0
1587,26,0,7,0,0.041311657447305625,0.0580902299280038
1588,22,1202.2148795127869,139,1406,218.83759827827225,307.7176561383903
1589,22,0,53,726,112.88784921156274,158.7368196287462
1590,22,0,623,3246,507.0082083631071,712.9276630153468
1591,22,0,216,768,120.3624274952544,169.2471694414679
1592,26,819.7147576212883,36,648,100.69267964173969,141.58862834095703
1593,26,0,11,219,34.02351108416155,47.84203065098359
1594,22,0,31,742,115.23900565261575,162.04288931214455
1595,22,0,36,0,0.2124599525861432,0.29874975391544806
1596,26,0,288,1483,231.65672560682296,325.74322325444496
1597,26,0,85,729,113.54188870501503,159.65649477383326
1598,26,0,2,510,79.09345771568118,111.21696461501875
1599,26,0,61,701,109.05851084882133,153.35221006067175
1600,26,0,11,376,58.36825566934227,82.0743006172884
1602,26,0,1179,136,28.04650461652471,39.43748574912237
1603,26,0,503,53,11.186827244197653,15.730314563369864
1604,22,0,74,2725,422.9808569595496,594.7729225646661
1605,22,0,307,1990,310.385325431183,436.4471443338727
1606,26,0,177,0,1.0445947668818707,1.468852956750953
1607,22,0,73,962,149.6005304300369,210.3602166317576
1608,22,0,227,1158,180.90155210849815,254.3740291640319
1612,26,608.3418619185686,622,0,3.6708358474605856,5.161731859316909
1613,19,0,2555,0,15.078754968266553,21.202933923721385
1614,19,0,202,2,1.5022605354653145,2.112397935818908
1615,13,0,1056,0,6.232158609193534,8.763326114853143
1616,13,0,27,318,49.46908240448718,69.56076199241069
1617,19,0,1026,2468,388.74829104504914,546.6369302594585
1618,19,0,2082,62,21.901115438033678,30.796170139092453
1619,19,0,0,11,1.7056827416368658,2.398439297002249
1620,19,0,277,236,38.229409213325226,53.75613830179666
1621,19,4879.631747573614,2056,1000,167.19589138034186,235.10186648139577
1622,19,0,794,5,5.461232624702047,7.679291475146285
1623,26,0,757,961,153.48220746175207,215.81842202005996
1624,19,0,1181,0,6.96986677789542,9.800651649281782
1625,19,0,245,1120,175.11542352277294,246.23788646952733
1626,19,0,251,1230,192.2076609312393,270.2720710652024
1627,19,307.64031725376844,35,251,39.12713721004137,55.018475108509506
1628,19,473.24156230688095,885,747,121.0543381982947,170.2200970438166
1629,19,0,322,246,40.04560482827324,56.309974855102105
1630,19,0,2172,255,52.35924433185495,73.624752189466
1631,19,0,165,1889,293.8860201419628,413.24670898155927
1632,19,97.74509006738663,128,1743,271.0285966804832,381.1058299540658
1633,19,369.5350388288498,122,471,73.7542369281952,103.70923962051683
1634,19,0,208,454,71.62572500209603,100.7162406746548
1635,19,0,486,249,41.47866414787471,58.32506576454582
1636,19,0,199,2,1.4845555394164693,2.0875021229926207
1637,19,0,34,506,78.66206273718274,110.61036020746803
1638,19,0,70,1305,202.76911455957395,285.1230188981832
1639,19,0,35,1021,158.524929124622,222.90922589866696
1640,26,540.2450261712074,15,251,39.009103903049066,54.85250302300093
1641,26,0,331,842,132.5157119996536,186.33646420388465
1642,26,0,15,465,72.1923863312572,101.51304934649924
1643,26,0,12,431,66.90257104287622,94.07479570657509
1644,26,0,39,1421,220.57336275463373,310.15839475221406
1645,26,0,120,767,119.64080555426982,168.2324634949356
1646,26,0,370,1135,178.17906270279784,250.54581104532264
1648,26,0,729,0,4.3023140398694,6.049682516787824
1649,26,0,60,1788,277.6050764706784,390.3533219874368
1650,26,0,71,1602,248.82845024911893,349.88917852151934
1651,26,0,31,966,149.97290875503919,210.883834996554
1652,26,537.6767444014549,676,773,123.852503893185,174.15472708862086
1653,26,0,500,413,66.99146651990078,94.19979574334445
1654,28,0,113,2043,317.4586919266989,446.39333171726844
1655,28,0,240,1400,218.50329407405417,307.24757555366193
1656,28,0,294,451,71.66808201989834,100.77580083406838
1657,28,0,967,746,121.3832126895416,170.68254265831067
1658,28,0,134,512,80.18260167667344,112.74846025155765
1659,28,0,1018,840,136.26003195999607,191.6015254689222
1660,13,1213.3372922241688,47,428,66.64394312784815,93.71112704794177
1661,13,0,1720,894,148.77635267618868,209.2013022191936
1662,13,556.3672665059566,307,1397,218.4335194502138,307.1494622318424
1663,13,0,1073,508,85.10401717027588,119.66868992182113
1664,13,0,484,974,153.8868596977871,216.3874222220523
1665,13,0,369,2,2.4878386488510342,3.4982648498155697
1666,13,0,674,57,12.816260288667966,18.02153563883269
1667,13,0,2202,110,30.052294516221085,42.257919584517396
1668,13,1035.060800731182,440,1613,252.7118475047638,355.349802796155
1669,13,0,129,1845,286.8508292228292,403.3542020396348
1670,13,0,959,1238,197.62653653813902,277.8918023809351
1671,13,0,47,619,96.260798005361,135.35675484134447
1672,13,0,1188,1401,224.2531348929108,315.33269234285984
1673,13,0,1822,430,77.42952325825799,108.87722950901066
1674,13,0,405,85,15.570450197424437,21.894329299293442
1675,13,0,3559,0,21.004026979280102,29.534732616252214
1676,13,0,164,2031,315.8989320504709,444.2000813022219
1677,13,3296.430337011814,1285,965,157.21853503603498,221.07224482185097
1678,13,0,643,592,95.5915147333502,134.41564471504014
1679,13,0,1531,1134,184.8758341062794,259.96245067300475
1681,28,1389.3118154108524,135,882,137.56146828799035,193.43153520954505
1682,28,0,201,594,93.29310278366339,131.1837414974827
1683,28,0,70,597,92.9851708251284,130.75074414567484
1685,28,0,755,1966,309.3077818896938,434.9319605830782
1686,28,0,695,1009,160.55928344630954,225.7698254873568
1687,28,0,4304,720,137.0454562082473,192.70594678704865
1688,28,1877.2927811145782,123,508,79.49743508814156,111.78501586016348
1689,26,1164.4371735453606,103,2309,358.64618520733063,504.3089686747504
1690,26,0,55,474,73.8240115520356,103.80735294233644
1691,26,0,2919,359,72.89424335985689,102.49996293668735
1692,26,0,24,466,72.40056338682525,101.80577672106921
1693,28,0,1641,891,147.84493491130448,207.89159267316134
1694,28,0,54,103,16.29008287329714,22.90623804825787
1695,28,0,1421,150,31.645576575033026,44.4983070890518
1696,28,0,1251,1,7.538045419790009,10.599593884652933
1697,28,1079.0751702338457,1532,19,11.987530596619449,16.85622053568856
1698,28,0,2569,436,82.76843967894965,116.38452651930288
1699,28,0,931,0,5.494450440491648,7.726000580424506
1700,28,0,894,1177,187.78414217770052,264.05195700147425
1701,26,464.41405695676804,466,0,2.7501760529206316,3.8671495923499672
1702,26,0,1303,646,107.85996550485893,151.6668800857435
1703,28,0,1428,504,86.5788600997031,121.74253469523401
1704,28,0,1696,1141,186.9350433609166,262.8579999310883
1705,26,0,205,385,60.9087373539614,85.64658927154169
1706,26,0,1574,0,9.28922126029415,13.062003129525426
1707,28,0,208,1171,182.8052273433354,257.0508748519832
1708,25,0,168,1993,310.0301801498511,435.94775814786135
1709,28,192.95647060871124,329,1188,186.15538399680486,261.7616848828591
1710,28,0,43,854,132.67677718802284,186.5629454056544
1711,25,484.86774399876595,914,1560,247.29094730714004,347.72722460987933
1712,28,834.5867597162724,84,751,116.94735252293914,164.4450747635623
1713,28,0,681,73,15.338565024859802,21.568264846218515
1714,28,0,101,103,16.567461144729048,23.296272449203034
1715,28,0,67,2005,311.29485675859837,437.7260783491364
1716,25,0,265,1218,190.42953943707548,267.77177229196496
1717,26,0,1276,0,7.530524986108854,10.58901905544755
1718,28,0,413,82,15.152477317956759,21.306598325223536
1719,26,0,152,0,0.8970531331414935,1.2613878498652251
1720,28,0,1024,962,155.21301417752085,218.25218929769065
