TAZ,Type,HH,HH_POP,Median_Inc,Pct_Worker,Pct_Child,Pct_Senior,Stud_GQ,Other_NonInst_GQ,Inst_GQ,Total_POP,Industry,Office,Service_RateLow,Service_RateHigh,Retail,PctHighEarn,StudGQ_NCSU,StudGQ_UNC,StudGQ_DUKE,StudGQ_NCCU,StudOff_NCSU,StudOff_UNC,StudOff_DUKE,StudOff_NCCU,BuildingS_NCSU,BuildingS_UNC,BuildingS_DUKE,BuildingS_NCCU,K12,ParkCostW,ParkCostO,ParkCostU,ADT,PCTCV,PCTAUTOEE,PCTCVEE
2693,Internal,214,550,46723,47,30.3,16.7,0,0,0,550,29,11,15,0,1,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2694,Internal,366,980,111771,47,24.3,10.6,0,0,0,980,23,34,47,1,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2695,Internal,323,943,111771,47,24.3,10.6,0,0,0,943,3,12,6,7,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2696,Internal,89,232,111771,47,24.3,10.6,0,0,0,232,0,26,5,0,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2697,Internal,165,433,49286,47,16.4,12.5,0,4,0,437,8,15,4,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2698,Internal,183,428,49286,47,16.4,12.5,0,0,0,428,19,21,17,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2699,Internal,75,205,49286,47,16.4,12.5,0,0,0,205,0,15,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2700,Internal,232,665,49286,47,16.4,12.5,0,0,0,665,9,16,2,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2701,Internal,268,725,69744,50,27,13.4,13,2,0,740,16,178,100,46,24,35,0,0,0,0,0,0,0,0,0,0,0,0,706,0,0,0,0,0,0,0
2702,Internal,51,119,69744,50,27,13.4,0,0,0,119,15,34,171,20,207,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2703,Internal,1185,2788,69744,50,27,13.4,0,0,0,2788,66,214,693,76,1230,24,0,0,0,0,0,0,0,0,0,0,0,0,1124,0,0,0,0,0,0,0
2704,Internal,118,306,69744,50,27,13.4,0,0,0,306,0,20,90,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2705,Internal,344,975,69744,50,27,13.4,0,0,0,975,16,77,60,0,33,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2706,Internal,75,213,54893,47,26.3,10.8,0,0,0,213,0,14,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2707,Internal,221,670,82386,47,32.8,9.7,0,0,0,670,8,67,31,0,114,18,0,0,0,0,0,0,0,0,0,0,0,0,307,0,0,0,0,0,0,0
2708,Internal,305,730,41875,50,27.2,6.4,0,0,0,730,0,41,133,29,670,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2709,Internal,272,794,128365,48,24.6,17.5,0,0,0,794,13,97,206,47,360,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2710,Internal,158,467,128365,48,24.6,17.5,0,0,0,467,0,14,11,0,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2711,Internal,403,1238,128365,48,24.6,17.5,0,0,0,1238,5,19,22,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2712,Internal,208,633,128365,48,24.6,17.5,0,0,0,633,23,49,38,20,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2713,Internal,65,189,128365,48,24.6,17.5,0,0,0,189,0,3,8,0,8,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2714,Internal,326,906,54893,47,26.3,10.8,0,0,0,906,1,55,13,0,5,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2715,Internal,97,252,128365,48,24.6,17.5,0,0,0,252,9,28,32,20,11,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2716,Internal,29,92,58289,44,29.7,8.5,0,0,0,92,3,2,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2717,Internal,625,1751,58289,44,29.7,8.5,0,0,0,1751,110,190,60,4,27,51,0,0,0,0,0,0,0,0,0,0,0,0,1614,0,0,0,0,0,0,0
2718,Internal,410,1176,82386,47,32.8,9.7,0,0,0,1176,2,16,18,0,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2719,Internal,128,400,82386,47,32.8,9.7,0,0,0,400,0,3,7,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2720,Internal,177,360,82386,47,32.8,9.7,0,0,0,360,6,17,38,3,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2721,Internal,0,0,54893,47,26.3,10.8,0,0,0,0,0,152,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,1920,0,0,0,0,0,0,0
2722,Internal,296,748,54893,47,26.3,10.8,0,0,0,748,19,11,23,0,19,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2723,Internal,1,1,41875,50,27.2,6.4,136,0,0,137,0,78,3,156,3,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2724,Internal,70,155,54893,47,26.3,10.8,0,0,0,155,0,7,12,18,31,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2725,Internal,204,536,58289,44,29.7,8.5,0,0,0,536,0,16,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2726,Internal,293,785,44400,44,27.4,17.7,0,0,0,785,94,36,245,0,27,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2727,Internal,320,908,58289,44,29.7,8.5,0,0,0,908,0,11,10,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2728,Internal,48,93,57724,45,24.6,14.4,0,0,0,93,48,8,16,0,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2729,Internal,404,1096,57724,45,24.6,14.4,0,0,0,1096,15,5,42,6,28,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2730,Internal,14,40,57724,45,24.6,14.4,0,0,0,40,0,3,72,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2731,Internal,510,1354,57724,45,24.6,14.4,0,2,0,1356,85,53,136,14,48,13,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0
2732,Internal,189,345,57724,45,24.6,14.4,0,0,0,345,120,302,387,67,165,42,0,0,0,0,0,0,0,0,0,0,0,0,2641,0,0,0,0,0,0,0
2733,Internal,282,523,44400,44,27.4,17.7,0,0,0,523,134,405,288,81,185,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2734,Internal,848,2211,99076,51,26.2,12.9,0,0,0,2211,12,387,240,37,15,31,0,0,0,0,0,0,0,0,0,0,0,0,3885,0,0,0,0,0,0,0
2735,Internal,1185,3216,99076,51,26.2,12.9,0,0,0,3216,37,160,320,14,90,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2736,Internal,485,1515,99076,51,26.2,12.9,0,0,0,1515,0,65,99,0,4,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2737,Internal,40,124,57724,45,24.6,14.4,0,0,0,124,792,109,237,4,99,47,0,0,0,0,0,0,0,0,0,0,0,0,508,0,0,0,0,0,0,0
2738,Internal,269,726,57724,45,24.6,14.4,0,0,0,726,48,42,358,5,153,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2739,Internal,647,1589,99076,51,26.2,12.9,0,0,0,1589,12,289,437,29,140,45,0,0,0,0,0,0,0,0,0,0,0,0,1412,0,0,0,0,0,0,0
2740,Internal,353,1222,99076,51,26.2,12.9,0,0,0,1222,40,39,84,16,918,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2741,Internal,418,866,57724,45,24.6,14.4,0,0,0,866,36,108,364,152,173,26,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2742,Internal,448,811,57724,45,24.6,14.4,0,0,0,811,17,104,254,88,303,17,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
2743,Internal,414,1135,57724,45,24.6,14.4,0,0,0,1135,67,51,174,184,239,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2744,Internal,285,955,57724,45,24.6,14.4,0,5,0,960,0,33,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2745,Internal,464,1240,44400,44,27.4,17.7,0,7,138,1385,13,47,177,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2746,Internal,368,1070,57724,45,24.6,14.4,0,0,0,1070,50,79,79,18,181,10,0,0,0,0,0,0,0,0,0,0,0,0,592,0,0,0,0,0,0,0
2747,Internal,476,1397,99006,45,29.4,11,0,0,0,1397,69,167,52,20,57,28,0,0,0,0,0,0,0,0,0,0,0,0,1287,0,0,0,0,0,0,0
2748,Internal,333,1011,128824,49,33.9,10.3,0,0,0,1011,25,16,5,0,4,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2749,Internal,136,462,128824,49,33.9,10.3,0,0,0,462,0,16,9,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2750,Internal,401,1200,92222,49,27.9,5.9,0,0,0,1200,15,20,20,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2751,Internal,427,1234,92222,49,27.9,5.9,0,0,0,1234,0,14,7,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2752,Internal,1079,2727,92222,49,27.9,5.9,0,0,0,2727,22,61,14,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2753,Internal,60,160,92222,49,27.9,5.9,0,0,0,160,25,6,5,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2754,Internal,74,182,90075,49,29.2,7.5,0,0,0,182,0,149,15,2,28,44,0,0,0,0,0,0,0,0,0,0,0,0,1401,0,0,0,0,0,0,0
2755,Internal,181,514,128824,49,33.9,10.3,0,0,0,514,6,26,6,0,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2756,Internal,523,1781,128824,49,33.9,10.3,0,0,0,1781,16,52,78,0,17,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2757,Internal,0,0,128824,49,33.9,10.3,0,0,0,0,0,150,0,0,167,28,0,0,0,0,0,0,0,0,0,0,0,0,1841,0,0,0,0,0,0,0
2758,Internal,3,10,128824,49,33.9,10.3,0,0,0,10,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2759,Internal,170,514,128824,49,33.9,10.3,0,0,0,514,38,40,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2760,Internal,227,541,99006,45,29.4,11,0,0,0,541,0,46,17,2,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2761,Internal,54,131,99006,45,29.4,11,0,0,0,131,0,8,0,0,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2762,Internal,231,537,99006,45,29.4,11,0,0,0,537,23,12,188,9,96,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2763,Internal,368,1030,93859,47,25,11.5,0,0,0,1030,34,21,47,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2764,Internal,352,1006,93859,47,25,11.5,0,0,0,1006,22,32,59,0,8,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2765,Internal,64,192,93859,47,25,11.5,0,0,0,192,0,13,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2766,Internal,172,433,93859,47,25,11.5,0,0,0,433,53,26,22,0,4,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2767,Internal,1034,3074,106661,47,36.8,6.7,0,0,0,3074,3,67,29,7,9,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2768,Internal,1209,3297,106661,47,36.8,6.7,0,0,0,3297,10,146,143,52,64,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2769,Internal,538,1607,106661,47,36.8,6.7,0,0,0,1607,12,159,40,0,14,41,0,0,0,0,0,0,0,0,0,0,0,0,811,0,0,0,0,0,0,0
2770,Internal,655,1861,106661,47,36.8,6.7,0,0,0,1861,27,155,28,22,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2771,Internal,754,2086,99006,45,29.4,11,0,0,0,2086,31,125,43,11,174,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2772,Internal,51,110,106661,47,36.8,6.7,0,0,0,110,71,86,22,0,6,35,0,0,0,0,0,0,0,0,0,0,0,0,729,0,0,0,0,0,0,0
2773,Internal,14,27,93859,47,25,11.5,0,0,0,27,0,9,3,0,7,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2774,Internal,187,511,71339,45,22.5,13.7,0,2,0,513,2,7,3,0,4,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2775,Internal,223,592,71339,45,22.5,13.7,0,0,0,592,3,54,18,2,3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2776,Internal,190,490,71339,45,22.5,13.7,0,0,0,490,78,340,44,0,4,49,0,0,0,0,0,0,0,0,0,0,0,0,1771,0,0,0,0,0,0,0
2777,Internal,107,285,71339,45,22.5,13.7,0,0,0,285,2,6,3,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2778,Internal,76,240,71339,45,22.5,13.7,0,2,0,242,4,8,8,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2779,Internal,830,2453,82781,45,35,10.5,0,0,0,2453,54,234,49,0,192,24,0,0,0,0,0,0,0,0,0,0,0,0,757,0,0,0,0,0,0,0
2780,Internal,148,395,82781,45,35,10.5,0,0,0,395,1,22,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2781,Internal,660,1772,92222,49,27.9,5.9,0,7,0,1779,36,68,35,52,238,15,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0
2782,Internal,52,147,82781,45,35,10.5,0,0,0,147,0,1,0,0,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2783,Internal,160,452,82781,45,35,10.5,0,0,0,452,8,28,27,0,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2784,Internal,282,780,82781,45,35,10.5,0,0,0,780,3,16,16,7,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2785,Internal,230,603,74766,46,13.5,20.5,0,0,0,603,29,18,3,1,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2786,Internal,130,365,74766,46,13.5,20.5,0,0,0,365,0,57,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2787,Internal,110,311,74766,46,13.5,20.5,0,0,0,311,0,28,0,0,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2788,Internal,106,255,74766,46,13.5,20.5,0,0,0,255,22,7,11,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2789,Internal,165,395,48839,46,27.6,5.4,0,0,0,395,17,39,5,0,5,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2790,Internal,67,164,48839,46,27.6,5.4,0,0,0,164,1,27,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2791,Internal,73,188,48839,46,27.6,5.4,0,0,0,188,95,8,1,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2792,Internal,126,366,48839,46,27.6,5.4,0,0,0,366,0,9,2,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2793,Internal,276,750,81953,46,30.5,14.7,0,0,0,750,80,19,33,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2794,Internal,157,403,81953,46,30.5,14.7,0,0,0,403,92,41,64,15,30,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2795,Internal,208,498,81953,46,30.5,14.7,0,5,0,503,8,13,41,8,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2796,Internal,196,538,81953,46,30.5,14.7,0,0,0,538,33,101,18,0,13,25,0,0,0,0,0,0,0,0,0,0,0,0,519,0,0,0,0,0,0,0
2797,Internal,85,226,87059,46,26.1,18.2,0,4,0,230,2,17,11,0,2,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2798,Internal,77,211,87059,46,26.1,18.2,0,0,0,211,5,5,20,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2799,Internal,196,477,87059,46,26.1,18.2,0,0,0,477,20,3,14,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2800,Internal,211,574,87059,46,26.1,18.2,0,0,0,574,8,27,3,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2801,Internal,18,58,87059,46,26.1,18.2,0,0,0,58,9,77,155,16,69,31,0,0,0,0,0,0,0,0,0,0,0,0,525,0,0,0,0,0,0,0
2802,Internal,74,199,87059,46,26.1,18.2,0,0,0,199,0,0,3,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2803,Internal,164,367,69435,41,31.8,18.3,0,0,0,367,0,12,62,12,62,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2804,Internal,409,1185,69435,41,31.8,18.3,0,3,0,1188,0,12,19,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2805,Internal,323,918,40964,41,34,10,0,7,0,925,65,54,4,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2806,Internal,115,245,40964,41,34,10,0,0,59,304,15,22,160,9,68,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2807,Internal,213,576,69435,41,31.8,18.3,0,7,0,583,15,698,138,2,166,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2808,Internal,95,242,74918,41,22.8,23.2,0,6,0,248,6,35,50,0,2,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2809,Internal,12,34,74918,41,22.8,23.2,0,0,0,34,40,10,59,12,434,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2810,Internal,236,631,74918,41,22.8,23.2,0,3,0,634,2,21,9,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2811,Internal,107,305,74918,41,22.8,23.2,0,0,0,305,71,219,290,20,473,35,0,0,0,0,0,0,0,0,0,0,0,0,1685,0,0,0,0,0,0,0
2812,Internal,27,72,52888,41,35.3,4,0,0,0,72,0,4,5,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2813,Internal,159,484,52888,41,35.3,4,0,4,0,488,316,24,657,35,22,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2814,Internal,95,231,52888,41,35.3,4,0,0,0,231,169,96,42,36,25,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2815,Internal,112,367,25543,41,22.7,12.6,0,6,0,373,6,22,9,0,2,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2816,Internal,135,357,25543,41,22.7,12.6,0,0,0,357,0,13,10,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2817,Internal,107,289,25543,41,22.7,12.6,0,5,0,294,38,14,121,10,29,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2818,Internal,175,494,25543,41,22.7,12.6,0,0,0,494,22,37,11,0,2,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2819,Internal,23,58,25543,41,22.7,12.6,0,0,0,58,0,114,17,0,25,19,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0
2820,Internal,332,1114,66111,48,19.4,10.5,0,0,0,1114,2,38,25,0,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2821,Internal,3,12,47521,42,12.6,13.5,0,0,0,12,118,0,15,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2822,Internal,124,314,85288,48,19.2,17.2,0,0,0,314,10,93,73,14,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2823,Internal,402,1114,85288,48,19.2,17.2,0,7,0,1121,15,52,13,0,6,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2824,Internal,52,121,66111,48,19.4,10.5,0,0,0,121,10,7,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2825,Internal,29,81,47521,42,12.6,13.5,101,0,0,182,2,0,17,30,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2826,Internal,115,347,47521,42,12.6,13.5,0,0,0,347,150,205,212,14,28,38,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
2827,Internal,61,180,66111,48,19.4,10.5,0,0,0,180,1,3,13,20,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2828,Internal,12,31,66111,48,19.4,10.5,0,0,0,31,108,128,14,0,2,47,0,0,0,0,0,0,0,0,0,0,0,0,1361,0,0,0,0,0,0,0
2829,Internal,311,952,50625,48,27.1,12.2,0,0,0,952,0,14,3,0,9,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2830,Internal,198,593,58281,42,37.6,9.9,0,3,3,599,9,15,19,14,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2831,Internal,142,506,58281,42,37.6,9.9,0,0,0,506,428,44,26,0,1,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2832,Internal,105,276,58281,42,37.6,9.9,0,0,0,276,0,0,2,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2833,Internal,72,180,50625,48,27.1,12.2,0,0,0,180,0,2,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2834,Internal,194,510,47521,42,12.6,13.5,0,0,0,510,40,96,57,3,17,32,0,0,0,0,0,0,0,0,0,0,0,0,928,0,0,0,0,0,0,0
2835,Internal,72,175,47521,42,12.6,13.5,0,0,0,175,74,66,25,20,60,35,0,0,0,0,0,0,0,0,0,0,0,0,443,0,0,0,0,0,0,0
2836,Internal,166,412,47521,42,12.6,13.5,0,0,0,412,20,14,51,10,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2837,Internal,193,289,47521,42,12.6,13.5,0,0,0,289,0,26,85,44,171,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2838,Internal,33,79,54234,42,34.2,12.5,0,0,0,79,0,36,153,14,22,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2839,Internal,69,138,54234,42,34.2,12.5,0,0,0,138,57,10,23,0,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2840,Internal,206,514,54234,42,34.2,12.5,0,0,0,514,88,11,72,33,18,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2841,Internal,291,788,54234,42,34.2,12.5,0,0,0,788,18,9,26,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2842,Internal,97,281,54234,42,34.2,12.5,0,0,0,281,20,9,21,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2843,Internal,49,160,54234,42,34.2,12.5,0,0,0,160,10,31,20,0,4,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2844,Internal,305,789,54234,42,34.2,12.5,0,0,0,789,3,41,24,11,6,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2845,Internal,1,1,54234,42,34.2,12.5,0,0,0,1,0,67,2,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,490,0,0,0,0,0,0,0
2846,Internal,97,262,60875,50,36.8,15.3,0,0,0,262,1,25,0,0,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2847,Internal,261,712,60875,50,36.8,15.3,0,0,0,712,90,77,36,10,33,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2848,Internal,124,336,60875,50,36.8,15.3,0,0,0,336,0,5,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2849,Internal,165,513,54321,50,28.1,14,0,0,0,513,2,36,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2850,Internal,243,628,54321,50,28.1,14,0,0,0,628,1,9,17,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2851,Internal,43,112,54321,50,28.1,14,0,0,0,112,0,7,8,0,7,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2852,Internal,55,125,54321,50,28.1,14,0,0,0,125,0,0,10,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2853,Internal,265,691,54321,50,28.1,14,0,0,0,691,0,15,3,0,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2854,Internal,132,304,54321,50,28.1,14,0,0,0,304,32,43,116,3,89,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
