taz,airport_productions,lat,lng,Type,HH,HH_POP,Median_Inc,Pct_Worker,Pct_Child,Pct_Senior,Stud_GQ,Other_NonInst_GQ,Inst_GQ,Total_POP,Industry,Office,Service_RateLow,Service_RateHigh,Retail,PctHighEarn,StudGQ_NCSU,StudGQ_UNC,StudGQ_DUKE,StudGQ_NCCU,StudOff_NCSU,StudOff_UNC,StudOff_DUKE,StudOff_NCCU,BuildingS_NCSU,BuildingS_UNC,BuildingS_DUKE,BuildingS_NCCU,K12,CollegeOn,CollegeOff,TraumaLevel,ParkCostW,ParkCostO,ParkCostU,ADT,PCTCV,PCTAUTOEE,PCTCVEE,employment,workers,high_earners,observed_productions,estimated_productions
1456,3,35.77477983966905,-78.61746955889193,Internal,431,1177,48646,43,15.5,18.4,0,0,1,1178,13,184,82,11,28,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,506.11,50.611000000000004,4.997038791827065,15.765819861762129
1457,1,35.7738484031028,-78.62374153468447,Internal,93,256,34329,43,40.4,5.7,0,0,0,256,0,85,20,0,0,50,0,0,0,0,4,0,0,0,0,0,0,0,670,0,0,0,0,0,0,0,0,0,0,105,110.08,55.04,1.6656795972756884,11.385729751837172
1458,3,35.77720424439213,-78.62325379246131,Internal,187,444,34329,43,40.4,5.7,0,0,0,444,10,883,41,3,18,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,955,190.92,68.73119999999999,4.997038791827065,31.28874849771845
1459,1,35.77493495347089,-78.62913343205072,Internal,314,756,28658,43,16.8,16.5,0,0,0,756,10,29,46,0,42,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,325.08,19.5048,1.6656795972756884,9.127491588712477
1460,0,35.77892414952565,-78.62632406573256,Internal,77,189,28658,43,16.8,16.5,0,0,0,189,0,16,12,18,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,81.27,52.0128,0,9.84373545561851
1461,4,35.77838940407119,-78.63072494366091,Internal,112,172,28658,43,16.8,16.5,0,0,0,172,0,49,20,0,1,36,0,0,0,0,12,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,70,73.96,26.625599999999995,6.6627183891027535,8.414027873269578
1462,1,35.763120245547206,-78.61993054645723,Internal,6,12,27885,37,26.2,7.4,0,0,1764,1776,21,7,753,15,4,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,4.4399999999999995,1.5983999999999998,1.6656795972756884,22.664597690366186
1463,1,35.76951829926615,-78.62076370754222,Internal,118,385,27885,37,26.2,7.4,0,0,0,385,55,2,28,8,11,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,142.45,8.546999999999999,1.6656795972756884,7.770800464912618
1464,4,35.76255414316744,-78.62750709436216,Internal,446,1393,30072,37,35,8,0,5,0,1398,13,136,49,0,1,42,0,0,0,0,4,0,0,0,0,0,0,0,1092,0,0,0,0,0,0,0,0,0,0,199,515.41,216.4722,6.6627183891027535,25.94448334732889
1466,12,35.77049582677021,-78.6260183526535,Internal,405,893,25398,37,25,11.3,0,0,0,893,0,140,29,44,0,33,0,0,0,0,4,0,0,0,0,0,0,0,1067,0,0,0,0,0,0,0,0,0,0,213,330.40999999999997,109.03529999999999,19.98815516730826,17.95265765111626
1467,9,35.77090041149515,-78.64034967644285,Internal,2,3,50078,40,38.1,6.5,0,0,0,3,90,300,103,265,42,52,0,0,0,0,0,0,0,0,0,0,0,0,0,302,494,0,434,150,0,0,0,0,0,800,1.2000000000000002,0.6240000000000001,14.991116375481194,22.5893006769611
1468,2,35.771576059242754,-78.64550798498462,Internal,124,354,50078,40,38.1,6.5,0,0,0,354,3,9,35,0,2,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434,150,0,0,0,0,0,49,141.6,52.391999999999996,3.3313591945513767,9.939550096723615
1469,1,35.768819598928516,-78.64662208912027,Internal,84,210,41875,55,26.1,5.8,0,0,0,210,0,3,5,0,4,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,115.50000000000001,55.440000000000005,1.6656795972756884,9.354772118692933
1470,2,35.77102587170723,-78.63479895504412,Internal,101,265,50078,40,38.1,6.5,910,0,0,1175,0,14,22,304,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,300,494,0,434,150,0,0,0,0,0,350,106,23.32,3.3313591945513767,14.366360605944063
1471,2,35.76728666610391,-78.63838116063953,Internal,49,134,35150,40,27.2,7.3,0,1,0,135,31,13,11,0,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,53.6,22.512,3.3313591945513767,7.830100913518354
1472,1,35.76745002965295,-78.63446884205212,Internal,176,482,24688,40,21.5,12.8,0,0,0,482,0,15,16,1,5,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,192.8,80.976,1.6656795972756884,11.882338680398295
1473,0,35.76685991738175,-78.62991864316194,Internal,40,105,24688,40,21.5,12.8,0,0,0,105,0,6,0,0,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,42,17.64,0,6.367255425833814
1475,13,35.76508106221573,-78.64176943833851,Internal,564,1423,35150,40,27.2,7.3,0,200,0,1623,0,103,16,40,3,71,0,0,0,0,4,0,0,0,0,0,0,0,551,0,0,0,0,0,0,0,0,0,0,162,569.2,404.132,21.653834764583948,39.62563022494004
1476,2,35.76459426320066,-78.63438106994798,Internal,98,290,35150,40,27.2,7.3,0,1,0,291,22,28,10,0,23,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,116,30.16,3.3313591945513767,8.975367623222269
1477,26,35.782735110856414,-78.65827305521204,Internal,465,800,53661,72,2.8,2.8,29,0,0,829,16,46,146,134,106,13,0,0,0,0,728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,576,74.88,43.307669529167896,20.523393856094703
1478,9,35.77991042954147,-78.65193917620252,Internal,464,601,53661,72,2.8,2.8,0,0,1,602,86,164,506,38,73,47,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,434,150,0,0,0,0,0,867,432.71999999999997,203.37839999999997,14.991116375481194,39.74263126141143
1479,4,35.77608729336564,-78.64729967858506,Internal,1,2,44500,72,11.1,8,0,0,0,2,3,38,9,60,8,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434,150,0,0,0,0,0,118,1.44,0.8784,6.6627183891027535,7.4885960972127386
1480,4,35.77291937063451,-78.65075528175217,Internal,297,643,44500,72,11.1,8,0,56,0,699,63,113,110,0,21,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434,150,0,0,0,0,0,307,462.96,162.03599999999997,6.6627183891027535,24.132338885120113
1481,2,35.77569562214618,-78.65127451453787,Internal,138,259,44500,72,11.1,8,0,0,0,259,20,7,54,99,0,42,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,434,150,0,0,0,0,0,180,186.48,78.32159999999999,3.3313591945513767,14.847618008746075
1482,2,35.78058104717179,-78.66401658099994,Internal,4,15,22361,82,2.5,3.2,0,0,0,15,0,272,230,32,9,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,12.299999999999999,3.444,3.3313591945513767,17.109367357085056
1483,2,35.78365922511781,-78.66228055575762,Internal,58,96,22361,82,2.5,3.2,0,0,0,96,0,22,49,2,4,28,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,78.72,22.041600000000003,3.3313591945513767,8.214992426950637
1486,4,35.78281679259821,-78.67476828988868,Internal,0,0,22361,82,25,11,0,0,0,0,17,467,91,8,15,28,0,0,0,0,0,0,0,0,675,0,0,0,0,0,0,0,117,200,95,0,0,0,0,598,0,0,6.6627183891027535,18.06261550706691
1487,3,35.780774668890096,-78.67042110777506,Internal,0,0,22361,82,25,11,470,0,0,470,22,166,13,0,0,28,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,200,95,0,0,0,0,201,0,0,4.997038791827065,9.260879037645209
1489,0,35.788068827380805,-78.69040796921897,Internal,1,4,34563,40,23,7,288,0,0,292,3,2,0,0,0,17,288,0,0,0,4,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.6,0.272,0,4.9364562257458555
1492,6,35.79404175296784,-78.65696774072897,Internal,297,474,82727,66,3.9,11.3,0,0,0,474,0,15,17,0,0,34,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,312.84000000000003,106.36560000000001,9.99407758365413,13.733473519137151
1493,9,35.79614668222867,-78.65950389936035,Internal,427,577,82727,66,3.9,11.3,0,0,0,577,68,593,709,62,113,61,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1545,380.82,232.3002,14.991116375481194,57.00925180048181
1494,34,35.78965546572572,-78.65895916296901,Internal,429,768,50694,66,21.1,5.1,0,0,0,768,48,104,355,107,1113,17,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1727,506.88,86.1696,56.6331063073734,49.752024673384
1495,6,35.79043862568305,-78.65377815247756,Internal,339,470,50694,66,21.1,5.1,0,0,0,470,8,197,61,0,2,45,0,0,0,0,84,0,0,0,0,0,0,0,2065,0,0,0,0,0,0,0,0,0,0,268,310.2,139.59,9.99407758365413,21.53316418539159
1496,4,35.78425189529463,-78.65322437768035,Internal,148,335,50694,66,21.1,5.1,0,27,0,362,0,141,54,0,0,50,0,0,0,0,12,0,0,0,0,0,0,0,769,0,0,0,0,0,0,0,0,0,0,195,221.10000000000002,110.55000000000001,6.6627183891027535,17.670635312597227
1497,2,35.786497152234155,-78.65822293870069,Internal,149,350,68750,66,7.6,14.1,0,0,0,350,3,60,134,69,17,59,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,231,136.29,3.3313591945513767,21.610715139631367
1498,29,35.789632571618604,-78.66621372487054,Internal,658,1277,68750,66,7.6,14.1,242,0,0,1519,27,600,255,123,303,18,242,0,0,0,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1308,842.82,151.7076,48.30470832099496,45.52700053969596
1499,6,35.80168655113243,-78.67049024553089,Internal,121,274,97235,53,13,10.6,0,0,0,274,0,3,12,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,145.22,52.279199999999996,9.99407758365413,9.177032339176106
1500,11,35.79884384551644,-78.67172635384955,Internal,270,573,97235,53,13,10.6,0,0,0,573,4,24,8,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,303.69,109.3284,18.322475570032573,14.05110714297001
1501,16,35.79323692849711,-78.67293935983598,Internal,418,938,44973,53,6.8,6.9,0,0,0,938,6,77,96,19,75,29,0,0,0,0,76,0,0,0,3,0,0,0,344,0,0,0,0,0,0,0,0,0,0,273,497.14000000000004,144.1706,26.650873556411014,21.99798434578365
1502,10,35.79197745217749,-78.67929760848739,Internal,157,323,52750,53,2.5,14.4,11,0,0,334,12,50,78,36,142,20,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,171.19,34.238,16.656795972756882,14.500592028755658
1503,3,35.7882141637217,-78.67575870363974,Internal,0,0,52750,53,2.5,14.4,928,0,0,928,10,11,78,0,88,16,928,0,0,0,1337,0,0,0,0,0,0,0,0,0,0,0,117,200,95,0,0,0,0,187,0,0,4.997038791827065,8.950490346028323
1504,11,35.79094851183783,-78.6822719880854,Internal,61,112,52750,53,2.5,14.4,1750,0,0,1862,46,49,176,0,149,28,1750,0,0,0,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,59.36,16.620800000000003,18.322475570032573,15.400621641816503
1505,23,35.79718815485827,-78.67986775923501,Internal,513,1037,82969,53,22.8,6.3,0,0,0,1037,43,37,121,0,4,12,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,549.61,65.9532,38.31063073734083,14.446112202931108
1506,4,35.79480671427066,-78.66520946458061,Internal,328,725,77097,53,28.9,9.2,0,0,0,725,52,28,138,16,14,70,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,384.25,268.97499999999997,6.6627183891027535,31.088011292007536
1507,1,35.80147797489796,-78.66263569939001,Internal,228,355,77097,53,28.9,9.2,0,0,0,355,0,0,7,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,188.15,67.734,1.6656795972756884,10.193941061754789
1508,4,35.79871556748351,-78.6637807374786,Internal,101,244,77097,53,28.9,9.2,0,0,0,244,24,35,76,35,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,129.32,68.5396,6.6627183891027535,13.87000520651504
1509,21,35.82793987406039,-78.6727440704514,Internal,709,1444,91771,51,14.5,25.6,0,0,0,1444,41,453,704,13,21,71,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1232,736.44,522.8724,34.979271542789455,72.5238898027502
1510,68,35.83443858988054,-78.67500444553015,Internal,3,8,91771,51,14.5,25.6,0,0,0,8,0,312,125,266,80,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,783,4.08,0.7752,113.2662126147468,22.22408414217636
1511,5,35.81853340754348,-78.67196837382038,Internal,470,1263,157371,51,28.4,22.4,0,0,0,1263,1,232,63,0,16,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,644.13,264.0933,8.328397986378441,32.129696388065256
1512,4,35.820455083311664,-78.68311087941034,Internal,250,611,157371,51,28.4,22.4,0,0,0,611,11,37,31,18,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,311.61,174.50160000000002,6.6627183891027535,20.43979099270433
1513,8,35.81111140783048,-78.67759651920248,Internal,358,789,106172,55,22.3,14,0,0,0,789,8,185,58,0,25,38,0,0,0,0,4,0,0,0,0,0,0,0,740,0,0,0,0,0,0,0,0,0,0,276,433.95000000000005,164.901,13.325436778205507,23.666443259476626
1514,34,35.804532774770216,-78.6816939814907,Internal,367,860,106172,55,22.3,14,0,0,0,860,17,52,95,25,337,18,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526,473.00000000000006,85.14,56.6331063073734,23.04554644906058
1515,19,35.807875580536034,-78.68977632016443,Internal,117,278,72303,55,17.7,24.7,0,0,0,278,0,43,59,0,5,34,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,152.9,51.986000000000004,31.64791234823808,11.194072349265262
1516,1,35.81361973095166,-78.6866970611209,Internal,258,768,72303,55,17.7,24.7,0,0,0,768,10,132,28,20,3,45,0,0,0,0,44,0,0,0,0,0,0,0,1029,0,0,0,0,0,0,0,0,0,0,193,422.40000000000003,190.08,1.6656795972756884,23.77199550372363
1517,10,35.81080400791278,-78.65334951879719,Internal,502,1034,92656,54,13.3,17.4,0,0,0,1034,23,242,81,9,185,31,0,0,0,0,12,0,0,0,0,0,0,0,1122,0,0,0,0,0,0,0,0,0,0,540,558.36,173.0916,16.656795972756882,30.1524179036074
1518,13,35.801580877878614,-78.6502126487385,Internal,276,708,176111,54,27.4,26.2,0,4,142,854,234,87,281,108,42,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,752,382.32000000000005,179.6904,21.653834764583948,35.36251350562194
1519,7,35.80717714743992,-78.65819714235921,Internal,139,326,115833,54,21.5,16.7,0,0,0,326,2,37,86,0,6,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,176.04000000000002,98.58240000000002,11.65975718092982,15.326916177165183
1520,5,35.80076168488458,-78.65585360936578,Internal,186,477,115833,54,21.5,16.7,0,0,0,477,8,1424,160,7,152,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1751,257.58000000000004,133.94160000000002,8.328397986378441,53.97571329701363
1521,4,35.80444152691889,-78.66301595088075,Internal,151,321,115833,54,21.5,16.7,0,0,0,321,3,21,5,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,173.34,81.46979999999999,6.6627183891027535,11.743132237179031
1522,10,35.80624864453515,-78.66837254608296,Internal,296,746,208375,54,33.1,10.2,0,0,0,746,0,26,2,0,8,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,402.84000000000003,189.3348,16.656795972756882,20.23362250964983
1523,10,35.81208832056323,-78.66565063336448,Internal,429,972,150515,54,19.2,14.8,0,0,0,972,29,107,139,50,191,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516,524.88,183.708,16.656795972756882,30.440708074622307
1524,2,35.814672011812526,-78.63974103983902,Internal,200,560,160795,48,29.7,21.5,0,0,0,560,17,67,8,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,520,0,0,0,0,0,0,0,0,0,0,92,268.8,115.584,3.3313591945513767,15.776065026285734
1525,1,35.82067702642984,-78.64198873885069,Internal,215,587,160795,48,29.7,21.5,0,0,0,587,6,146,48,0,5,53,0,0,0,0,0,0,0,0,0,0,0,0,611,0,0,0,0,0,0,0,0,0,0,205,281.76,149.3328,1.6656795972756884,20.889292476854404
1526,2,35.81770616981227,-78.64870162579751,Internal,241,649,191944,48,24,14.6,0,0,0,649,16,23,51,0,3,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,311.52,127.72319999999999,3.3313591945513767,16.73629548406855
1527,5,35.81013572386565,-78.64673263940843,Internal,260,617,191944,48,24,14.6,0,0,0,617,0,11,18,0,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,296.15999999999997,74.03999999999999,8.328397986378441,11.32418685577368
1528,17,35.8302153349606,-78.66267936531051,Internal,222,594,183750,48,23.9,22.4,0,0,0,594,146,534,1002,78,67,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1827,285.12,122.6016,28.3165531536867,54.78437903096579
1529,3,35.82269427229246,-78.65661308937058,Internal,152,357,183750,48,23.9,22.4,0,0,0,357,25,229,296,6,4,43,0,0,0,0,20,0,0,0,0,0,0,0,512,0,0,0,0,0,0,0,0,0,0,560,171.35999999999999,73.6848,4.997038791827065,22.914143998202864
1530,38,35.837407019684406,-78.66826336800038,Internal,0,0,183750,48,23.9,22.4,0,0,0,0,0,6,0,65,20,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,63.29582469647616,6.822110746369675
1531,10,35.80229997178377,-78.63944741050464,Internal,528,1038,95735,56,17.5,9.8,0,0,0,1038,50,53,36,0,17,31,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,581.2800000000001,180.19680000000002,16.656795972756882,22.187955682770255
1532,6,35.81036967128024,-78.61725667914044,Internal,0,0,95735,56,17.5,9.8,0,0,0,0,587,117,192,5,79,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,980,0,0,9.99407758365413,26.53179266404194
1533,27,35.805287639095134,-78.62981810871389,Internal,234,404,95735,56,17.5,9.8,0,0,0,404,269,116,169,0,102,37,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,656,226.24,83.7088,44.97334912644359,25.817130804729942
1534,7,35.81006850412001,-78.63862439080737,Internal,515,1147,136161,56,26.9,5.8,0,0,0,1147,0,40,30,19,7,60,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,642.32,385.392,11.65975718092982,36.714230876599856
1535,10,35.80271202203778,-78.64338636471558,Internal,198,455,136161,56,26.9,5.8,0,0,0,455,4,108,127,0,92,49,0,0,0,0,8,0,0,0,0,0,0,0,516,0,0,0,0,0,0,0,0,0,0,331,254.8,124.852,16.656795972756882,21.79103051486361
1536,14,35.812335099073636,-78.6306071405485,Internal,793,1593,62312,56,11.4,22.4,0,0,134,1727,63,152,609,67,108,31,0,0,0,0,8,0,0,0,0,0,0,0,695,0,0,0,0,0,0,0,0,0,0,999,892.08,276.5448,23.31951436185964,48.32310579879307
1537,4,35.81200374028899,-78.62362746961567,Internal,149,254,62312,56,11.4,22.4,0,0,0,254,78,27,87,16,70,17,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,142.24,24.180800000000005,6.6627183891027535,12.836594450062044
1538,2,35.79653675886186,-78.60792788605387,Internal,506,1319,37950,40,23.4,13.2,0,7,0,1326,11,9,62,3,93,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,527.6,26.380000000000003,3.3313591945513767,10.78947611901416
1539,2,35.7959376728393,-78.59957508961753,Internal,400,965,37734,40,20.9,24.2,0,0,0,965,32,84,30,6,8,42,0,0,0,0,0,0,0,0,0,0,0,0,396,0,0,0,0,0,0,0,0,0,0,160,386,162.12,3.3313591945513767,20.87974874498808
1540,4,35.787613358331924,-78.58973367806081,Internal,16,40,61125,40,21.7,12,0,0,0,40,4,12,193,8,35,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,16,6.56,6.6627183891027535,10.89850640597513
1541,2,35.78366218763369,-78.60275834170996,Internal,28,71,61125,40,21.7,12,0,6,0,77,0,211,1,18,0,37,0,0,0,0,0,0,0,0,0,0,0,0,2425,0,0,0,0,0,0,0,0,0,0,230,28.400000000000002,10.508000000000001,3.3313591945513767,10.715835474447534
1542,3,35.78424698883447,-78.60850263629365,Internal,299,745,61125,40,21.7,12,0,0,3,748,7,97,16,30,16,29,0,0,0,0,0,0,0,0,0,0,0,0,582,0,0,0,0,0,0,0,0,0,0,166,298,86.41999999999999,4.997038791827065,15.1630352832209
1543,2,35.784625822066985,-78.59753811503444,Internal,251,625,61125,40,21.7,12,0,0,0,625,4,15,15,1,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,250,80,3.3313591945513767,11.806918026577108
1544,4,35.7907334516281,-78.60818045936787,Internal,374,954,37950,40,23.4,13.2,0,0,0,954,19,11,5,10,20,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,381.6,122.11200000000001,6.6627183891027535,15.681911161570998
1545,1,35.78946809519487,-78.60001421607514,Internal,68,143,37734,40,20.9,24.2,0,0,0,143,0,3,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,57.2,18.304000000000002,1.6656795972756884,6.285542473536776
1546,3,35.77687165966532,-78.60028380476885,Internal,234,611,24007,42,35.3,7.8,0,0,0,611,39,138,260,13,108,58,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558,256.62,148.8396,4.997038791827065,28.67740947150297
1547,8,35.78381577348676,-78.58774450338456,Internal,7,15,24007,42,35.3,7.8,0,0,127,142,5,1318,5549,279,25,58,0,0,0,0,0,0,0,0,0,0,0,0,295,0,2192,1,0,0,0,0,0,0,0,7176,6.3,3.6539999999999995,13.325436778205507,164.1833231256129
1548,6,35.78513223306564,-78.58147269929167,Internal,940,2505,33435,42,35,2.5,0,0,196,2701,57,78,496,17,25,34,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,673,1052.1,357.714,9.99407758365413,47.367854447366305
1549,3,35.77690506096356,-78.58748619756156,Internal,284,752,24007,42,35.3,7.8,0,0,14,766,59,583,216,41,9,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,908,315.84,82.1184,4.997038791827065,31.281228680230186
1550,2,35.778487409163894,-78.58189362261223,Internal,42,69,33435,42,35,2.5,0,0,0,69,0,6,17,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28.98,16.5186,3.3313591945513767,6.590987640816396
1551,2,35.77329260155872,-78.60887118555281,Internal,277,794,25284,32,39.9,11.6,0,3,0,797,10,73,32,13,7,40,0,0,0,0,0,0,0,0,0,0,0,0,334,0,0,0,0,0,0,0,0,0,0,135,254.08,101.632,3.3313591945513767,15.65125729357148
1552,2,35.76627105796955,-78.60587372253447,Internal,450,1352,32000,32,29.8,12,0,3,0,1355,24,90,25,4,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,432.64,164.4032,3.3313591945513767,20.679283064657
1553,2,35.76642492682848,-78.61310907196953,Internal,164,322,48646,43,15.5,18.4,0,0,0,322,0,5,43,10,49,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,138.46,53.9994,3.3313591945513767,11.349658357875487
1554,5,35.75891545461456,-78.60323344997249,Internal,54,215,46442,37,32.2,6,0,0,0,215,509,29,114,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,652,79.55,38.184,8.328397986378441,22.210507562108756
1555,2,35.761282051883676,-78.59059877380083,Internal,186,525,40903,32,32.1,15.2,0,0,0,525,1,95,7,0,3,44,0,0,0,0,0,0,0,0,0,0,0,0,535,0,0,0,0,0,0,0,0,0,0,106,168,73.92,3.3313591945513767,12.866857282650587
1557,7,35.76802324070417,-78.58977018549685,Internal,499,1313,44722,32,13.3,29,0,0,0,1313,0,38,17,12,9,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,420.16,159.66080000000002,11.65975718092982,18.827381275740592
1559,1,35.756819890164834,-78.58678377112598,Internal,394,1285,46442,37,32.2,6,0,0,0,1285,0,12,10,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,475.45,213.9525,1.6656795972756884,21.825572987678292
1560,5,35.75530334937561,-78.62698408488366,Internal,132,287,31864,43,19.5,19.6,0,0,0,287,0,86,10,0,5,46,0,0,0,0,0,0,0,0,0,0,0,0,570,0,0,0,0,0,0,0,0,0,0,101,123.41,56.7686,8.328397986378441,11.43062528306243
1561,7,35.75237882206823,-78.62081634831937,Internal,355,914,31864,43,19.5,19.6,0,0,0,914,16,47,74,24,162,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,393.02,19.651,11.65975718092982,13.484230914370048
1562,0,35.746149259495716,-78.6171787675525,Internal,467,1267,42969,43,2.5,27.3,0,2,0,1269,22,32,21,9,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,544.81,54.480999999999995,0,10.987802948185683
1563,12,35.733480401232065,-78.61470292562636,Internal,612,1787,54025,43,29,10,0,11,0,1798,0,99,5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,768.41,192.1025,19.98815516730826,21.955099463350223
