TAZ,MPO,COUNTY,D_Minority,C_Race,C_Hispanic,ZeroCar,LowIncome,Senior,LEP,AllZones
1023,CAMPO,Johnston,0,0,1,0,1,0,0,1
1024,CAMPO,Johnston,0,0,0,0,0,0,0,1
1025,CAMPO,Johnston,0,0,1,1,1,0,0,1
1026,CAMPO,Johnston,0,0,0,0,0,0,0,1
1027,CAMPO,Johnston,0,0,0,1,1,1,0,1
1028,CAMPO,Johnston,0,0,0,0,0,1,0,1
1029,CAMPO,Johnston,0,0,0,0,0,0,0,1
1030,CAMPO,Johnston,0,0,0,0,0,0,0,1
1031,CAMPO,Johnston,0,0,0,0,0,0,0,1
1032,CAMPO,Johnston,0,0,0,1,0,0,0,1
1033,CAMPO,Johnston,0,0,0,0,0,0,0,1
1034,CAMPO,Johnston,0,0,1,0,0,0,0,1
1035,CAMPO,Johnston,0,1,0,0,0,0,0,1
1036,CAMPO,Johnston,0,1,0,0,0,0,0,1
1037,CAMPO,Johnston,0,0,0,1,0,0,0,1
1038,CAMPO,Johnston,0,0,0,0,0,0,0,1
1039,CAMPO,Johnston,0,1,0,0,0,0,0,1
1040,CAMPO,Johnston,0,0,0,1,0,0,1,1
1041,CAMPO,Johnston,0,0,1,0,0,0,0,1
1042,CAMPO,Johnston,0,0,0,0,0,0,0,1
1043,CAMPO,Johnston,0,0,1,0,0,0,0,1
1044,CAMPO,Johnston,0,0,0,1,1,1,0,1
1045,CAMPO,Johnston,0,0,1,1,0,1,0,1
1046,CAMPO,Johnston,0,0,0,1,1,1,0,1
1047,CAMPO,Johnston,0,0,0,0,0,0,0,1
1048,CAMPO,Johnston,0,0,0,0,0,0,0,1
1049,CAMPO,Johnston,0,0,1,1,0,1,0,1
1050,CAMPO,Johnston,0,0,0,0,0,0,0,1
1051,CAMPO,Johnston,0,0,0,0,0,0,0,1
1052,CAMPO,Johnston,0,0,0,1,1,1,0,1
1053,None,Johnston,0,0,0,0,0,0,0,1
1054,None,Johnston,0,0,0,0,0,0,0,1
1055,None,Johnston,0,0,0,0,0,0,0,1
1056,None,Johnston,0,0,0,0,0,0,0,1
1057,None,Johnston,0,0,0,0,0,0,0,1
1058,None,Johnston,0,0,0,0,0,0,0,1
1059,None,Johnston,0,0,0,0,0,0,0,1
1060,None,Johnston,0,0,0,0,0,0,0,1
1061,None,Johnston,0,0,0,0,0,0,0,1
1062,None,Johnston,0,0,0,0,0,0,0,1
1063,None,Johnston,0,0,0,0,0,0,0,1
1064,None,Johnston,0,0,0,0,0,0,0,1
1065,None,Johnston,0,0,0,0,0,0,0,1
1066,None,Johnston,0,0,0,0,0,0,0,1
1067,None,Johnston,0,0,0,0,0,0,0,1
1068,None,Johnston,0,0,0,0,0,0,0,1
1069,None,Johnston,0,0,0,0,0,0,0,1
1070,None,Johnston,0,0,0,0,0,0,0,1
1071,None,Johnston,0,0,0,0,0,0,0,1
1072,None,Johnston,0,0,0,0,0,0,0,1
1073,None,Johnston,0,0,0,0,0,0,0,1
1074,None,Johnston,0,0,0,0,0,0,0,1
1075,None,Johnston,0,0,0,0,0,0,0,1
1076,None,Johnston,0,0,0,0,0,0,0,1
1077,None,Johnston,0,0,0,0,0,0,0,1
1078,None,Johnston,0,0,0,0,0,0,0,1
1079,CAMPO,Johnston,0,0,0,0,0,0,1,1
1080,CAMPO,Johnston,0,0,0,0,0,0,0,1
1081,CAMPO,Johnston,0,0,0,1,0,0,0,1
1082,CAMPO,Johnston,0,0,0,0,1,1,0,1
1083,CAMPO,Johnston,0,0,0,0,1,1,0,1
1084,CAMPO,Johnston,0,0,1,0,0,0,0,1
1085,CAMPO,Johnston,0,0,1,0,0,0,0,1
1086,CAMPO,Johnston,0,0,1,0,0,0,0,1
1087,CAMPO,Johnston,0,0,1,0,1,0,0,1
1088,CAMPO,Johnston,0,0,0,0,0,1,0,1
1089,CAMPO,Johnston,0,0,0,0,0,0,0,1
1090,CAMPO,Johnston,0,0,0,0,1,0,0,1
1091,CAMPO,Johnston,0,0,1,0,0,0,1,1
1092,CAMPO,Johnston,0,0,0,0,0,0,0,1
1093,CAMPO,Johnston,0,0,0,0,0,1,0,1
1094,CAMPO,Johnston,0,0,1,0,0,0,1,1
1095,CAMPO,Johnston,0,0,0,0,1,0,0,1
1096,CAMPO,Johnston,0,0,0,1,0,0,0,1
1097,CAMPO,Johnston,0,0,0,0,1,0,0,1
1098,CAMPO,Johnston,0,0,0,1,1,1,0,1
1099,CAMPO,Johnston,0,0,1,1,0,0,0,1
1100,CAMPO,Johnston,0,0,1,0,1,0,1,1
1101,CAMPO,Johnston,0,0,0,0,1,0,0,1
1102,CAMPO,Johnston,0,0,1,0,1,0,1,1
1103,CAMPO,Johnston,0,1,1,1,0,0,1,1
1104,None,Nash,0,0,0,0,0,0,0,1
1105,None,Nash,0,0,0,0,0,0,0,1
1106,None,Nash,0,0,0,0,0,0,0,1
1107,None,Nash,0,0,0,0,0,0,0,1
1108,None,Nash,0,0,0,0,0,0,0,1
1109,None,Nash,0,0,0,0,0,0,0,1
1110,DCHC,Orange,0,0,0,0,0,1,1,1
1111,DCHC,Orange,0,0,0,0,0,1,1,1
1112,DCHC,Orange,0,0,0,0,0,1,1,1
1113,DCHC,Orange,0,0,0,0,0,0,0,1
1114,DCHC,Orange,0,0,0,0,0,0,0,1
1115,DCHC,Orange,0,0,0,0,0,0,0,1
1116,DCHC,Orange,0,0,0,0,0,0,0,1
1117,DCHC,Orange,0,0,0,0,0,0,0,1
1118,DCHC,Orange,0,0,0,0,0,0,0,1
1119,DCHC,Orange,0,0,0,0,0,1,0,1
1120,DCHC,Orange,0,0,0,0,0,0,0,1
1121,DCHC,Orange,0,0,0,0,0,0,0,1
1122,DCHC,Orange,0,0,0,1,1,0,0,1
1123,DCHC,Orange,0,0,0,1,1,0,0,1
1124,DCHC,Orange,0,0,0,1,1,0,0,1
1125,DCHC,Orange,0,0,0,1,1,0,0,1
1126,DCHC,Orange,0,0,0,1,1,0,0,1
1127,DCHC,Orange,0,0,0,0,0,0,0,1
1128,DCHC,Orange,0,0,0,0,0,0,0,1
1129,DCHC,Orange,0,0,0,0,0,0,0,1
1130,DCHC,Orange,0,0,0,0,0,0,0,1
1131,DCHC,Orange,0,0,0,0,0,0,0,1
1132,DCHC,Orange,0,0,0,0,0,0,0,1
1133,DCHC,Orange,0,0,0,1,1,0,0,1
1134,DCHC,Orange,0,0,0,1,1,0,0,1
1135,DCHC,Orange,0,0,0,1,0,0,1,1
1136,DCHC,Orange,0,0,0,1,0,0,1,1
1137,DCHC,Orange,0,0,0,1,0,0,1,1
1138,DCHC,Orange,0,0,0,1,0,0,0,1
1139,DCHC,Orange,0,0,0,0,0,0,0,1
1140,DCHC,Orange,0,0,0,0,0,0,0,1
1141,DCHC,Orange,0,0,0,0,0,0,0,1
1142,DCHC,Orange,0,0,0,0,0,1,0,1
1143,DCHC,Orange,0,0,0,0,0,1,0,1
1144,DCHC,Orange,0,0,0,0,0,0,0,1
1145,DCHC,Orange,0,0,0,0,0,1,0,1
1146,DCHC,Orange,0,0,0,0,0,0,0,1
1147,DCHC,Orange,0,0,0,0,0,0,0,1
1148,CAMPO,Wake,0,0,1,0,0,0,1,1
1149,None,Orange,0,0,0,0,0,0,0,1
1150,None,Orange,0,0,0,0,0,0,0,1
1151,None,Orange,0,0,0,0,0,0,0,1
1152,None,Orange,0,0,0,0,0,0,0,1
1153,None,Orange,0,0,0,0,0,0,0,1
1154,None,Orange,0,0,0,0,0,0,0,1
1155,None,Orange,0,0,0,0,0,0,0,1
1156,None,Orange,0,0,0,0,0,0,0,1
1157,None,Orange,0,0,0,0,0,0,0,1
1158,None,Orange,0,0,0,0,0,0,0,1
1159,DCHC,Orange,0,0,0,0,0,0,0,1
1160,None,Orange,0,0,0,0,0,0,0,1
1161,None,Orange,0,0,0,0,0,0,0,1
1162,None,Orange,0,0,0,0,0,0,0,1
1163,None,Orange,0,0,0,0,0,0,0,1
1164,DCHC,Orange,0,0,0,0,0,1,0,1
1165,None,Orange,0,0,0,0,0,0,0,1
1166,DCHC,Orange,0,0,0,0,0,0,1,1
1167,DCHC,Orange,0,0,0,0,1,0,0,1
1168,DCHC,Orange,0,0,0,0,0,1,1,1
1169,DCHC,Orange,0,0,0,0,0,1,1,1
1170,DCHC,Orange,0,0,0,0,0,1,1,1
1171,DCHC,Orange,0,0,0,0,0,0,1,1
1172,DCHC,Orange,0,0,0,0,0,1,0,1
1173,DCHC,Orange,0,0,0,0,0,0,1,1
1174,DCHC,Orange,0,0,0,0,0,0,0,1
1175,DCHC,Orange,0,0,0,0,0,1,0,1
1176,DCHC,Orange,0,0,0,0,0,0,0,1
1177,DCHC,Orange,0,0,0,0,0,0,0,1
1178,DCHC,Orange,0,0,0,0,0,1,0,1
1179,DCHC,Orange,0,0,0,0,0,1,0,1
1180,DCHC,Orange,1,0,0,0,0,0,1,1
1181,DCHC,Orange,0,0,0,0,0,1,0,1
1182,DCHC,Orange,0,0,0,0,0,0,0,1
1183,DCHC,Orange,0,0,0,0,0,0,0,1
1184,DCHC,Orange,0,0,0,0,0,0,0,1
1185,DCHC,Orange,0,0,0,0,1,0,1,1
1186,DCHC,Orange,0,0,0,0,0,0,0,1
1187,DCHC,Orange,0,0,0,0,0,1,0,1
1188,DCHC,Orange,0,0,0,0,0,1,0,1
1189,DCHC,Orange,0,0,0,0,0,0,0,1
1190,DCHC,Orange,0,0,0,1,0,0,0,1
1191,DCHC,Orange,0,0,0,1,0,0,0,1
1192,DCHC,Orange,0,0,0,1,0,0,0,1
1193,DCHC,Orange,0,0,0,0,0,0,0,1
1194,DCHC,Orange,0,0,0,1,0,0,0,1
1195,DCHC,Orange,0,0,0,0,0,1,0,1
1196,DCHC,Orange,0,0,0,0,0,0,0,1
1197,DCHC,Orange,0,0,0,0,0,0,0,1
1198,DCHC,Orange,0,0,0,0,0,0,0,1
1199,DCHC,Orange,0,0,0,0,0,0,0,1
1200,DCHC,Orange,1,0,0,0,1,1,1,1
1201,DCHC,Orange,0,0,0,0,0,0,0,1
1202,DCHC,Orange,1,0,0,0,1,1,1,1
1203,DCHC,Orange,0,0,0,0,0,0,0,1
1204,DCHC,Orange,0,0,0,0,0,0,1,1
1205,DCHC,Orange,0,0,0,0,0,0,0,1
1206,None,Orange,0,0,0,0,0,0,0,1
1207,DCHC,Orange,0,0,0,1,0,0,0,1
1208,DCHC,Orange,0,0,0,0,0,1,0,1
1209,None,Orange,0,0,0,0,0,0,0,1
1210,None,Orange,0,0,0,0,0,0,0,1
1211,None,Orange,0,0,0,0,0,0,0,1
1212,DCHC,Orange,0,0,0,0,0,0,1,1
1213,DCHC,Orange,0,0,0,0,0,1,0,1
1214,DCHC,Orange,0,0,0,1,1,1,0,1
1215,DCHC,Orange,0,0,0,0,0,1,0,1
1216,DCHC,Orange,0,0,0,0,0,1,0,1
1217,DCHC,Orange,0,0,0,0,0,1,0,1
1218,DCHC,Orange,0,0,0,0,0,1,0,1
1219,DCHC,Orange,0,0,0,0,0,1,0,1
1220,DCHC,Orange,0,0,0,0,0,1,0,1
1221,DCHC,Orange,0,0,0,0,0,1,0,1
1222,DCHC,Orange,0,0,0,0,0,1,0,1
1223,DCHC,Orange,0,0,0,0,0,1,0,1
1224,DCHC,Orange,0,0,0,0,0,1,0,1
1225,DCHC,Orange,0,0,0,0,0,1,0,1
1226,DCHC,Orange,0,0,0,0,0,1,0,1
1227,DCHC,Orange,0,0,0,0,0,0,1,1
1228,DCHC,Orange,0,0,0,0,0,0,1,1
1229,DCHC,Orange,0,0,0,1,0,1,0,1
1230,DCHC,Orange,0,0,0,1,0,1,0,1
1231,DCHC,Orange,0,0,0,1,0,1,0,1
1232,DCHC,Orange,0,0,0,0,0,0,1,1
1233,DCHC,Orange,0,0,0,0,0,0,0,1
1234,DCHC,Orange,0,0,0,0,0,0,0,1
1235,DCHC,Orange,0,0,0,0,0,0,0,1
1236,DCHC,Orange,0,0,0,0,0,1,0,1
1237,DCHC,Orange,0,0,0,0,1,0,0,1
1238,DCHC,Orange,0,0,0,0,0,0,1,1
1239,CAMPO,Wake,0,0,1,0,0,0,1,1
1240,DCHC,Orange,0,0,0,0,0,0,0,1
1241,DCHC,Orange,0,0,0,0,0,0,0,1
1242,DCHC,Orange,0,0,0,0,0,0,1,1
1243,DCHC,Orange,1,0,0,0,1,0,0,1
1244,DCHC,Orange,0,0,0,0,0,1,0,1
1245,DCHC,Orange,0,0,0,0,0,1,0,1
1246,DCHC,Orange,0,0,0,0,0,1,0,1
1247,DCHC,Orange,0,0,0,0,0,1,0,1
1248,DCHC,Orange,0,0,0,0,0,0,0,1
1249,DCHC,Orange,0,0,0,0,0,0,0,1
1250,DCHC,Orange,0,0,0,0,0,0,0,1
1251,DCHC,Orange,0,0,0,0,0,0,0,1
1252,None,Orange,0,0,0,0,0,0,0,1
1253,DCHC,Orange,0,0,0,0,0,0,0,1
1254,DCHC,Orange,0,0,0,0,0,0,0,1
1255,None,Orange,0,0,0,0,0,0,0,1
1256,None,Orange,0,0,0,0,0,0,0,1
1257,DCHC,Orange,0,0,0,0,0,0,0,1
1258,None,Orange,0,0,0,0,0,0,0,1
1259,None,Orange,0,0,0,0,0,0,0,1
1260,None,Orange,0,0,0,0,0,0,0,1
1261,None,Orange,0,0,0,0,0,0,0,1
1262,None,Orange,0,0,0,0,0,0,0,1
1263,None,Orange,0,0,0,0,0,0,0,1
1264,None,Orange,0,0,0,0,0,0,0,1
1265,None,Orange,0,0,0,0,0,0,0,1
1266,None,Orange,0,0,0,0,0,0,0,1
1267,None,Orange,0,0,0,0,0,0,0,1
1268,DCHC,Orange,0,0,0,0,0,1,0,1
1269,None,Orange,0,0,0,0,0,0,0,1
1270,DCHC,Orange,0,0,0,0,1,0,0,1
1271,DCHC,Orange,0,0,0,0,1,0,0,1
1272,DCHC,Orange,0,0,0,1,1,0,0,1
1273,DCHC,Orange,0,0,0,1,1,0,0,1
1274,DCHC,Orange,0,0,0,0,1,0,0,1
1275,DCHC,Orange,0,0,0,0,1,0,0,1
1276,DCHC,Orange,0,0,0,0,1,0,0,1
1277,DCHC,Orange,0,0,0,0,0,0,0,1
1278,DCHC,Orange,0,0,0,0,0,0,0,1
1279,DCHC,Orange,0,0,0,0,0,0,0,1
1280,DCHC,Orange,0,0,0,1,1,0,0,1
1281,DCHC,Orange,0,0,0,1,1,0,0,1
1282,DCHC,Orange,0,0,0,1,1,0,0,1
1283,DCHC,Orange,0,0,0,0,0,0,0,1
1284,DCHC,Orange,0,0,0,0,0,0,0,1
1285,DCHC,Orange,0,0,0,0,0,0,0,1
1286,DCHC,Orange,0,0,0,0,0,0,0,1
1287,DCHC,Orange,0,0,0,0,0,0,0,1
1288,DCHC,Orange,0,0,0,0,0,0,0,1
1289,DCHC,Orange,0,0,0,0,0,0,0,1
1290,DCHC,Orange,0,0,0,1,1,0,0,1
1291,DCHC,Orange,0,0,0,1,1,0,0,1
1292,DCHC,Orange,0,0,0,1,1,0,0,1
1293,DCHC,Orange,0,0,0,1,1,0,0,1
1294,DCHC,Orange,0,0,0,1,1,0,0,1
1295,DCHC,Orange,0,0,0,1,1,0,0,1
1296,DCHC,Orange,0,0,0,1,1,0,0,1
1297,DCHC,Orange,0,0,0,1,1,0,0,1
1298,DCHC,Orange,0,0,0,1,1,0,0,1
1299,DCHC,Orange,0,0,0,1,1,0,0,1
1300,None,Orange,0,0,0,0,0,0,0,1
1301,DCHC,Orange,0,0,0,1,1,0,0,1
1302,DCHC,Orange,0,0,0,0,1,0,0,1
1303,DCHC,Orange,0,0,0,0,1,0,0,1
1304,DCHC,Orange,0,0,0,0,1,0,0,1
1305,DCHC,Orange,0,0,0,0,1,0,0,1
1306,DCHC,Orange,0,0,0,0,1,0,0,1
1307,DCHC,Orange,0,0,0,0,1,0,0,1
1308,DCHC,Orange,0,0,0,0,1,0,0,1
1309,DCHC,Orange,0,0,0,1,1,0,0,1
1310,DCHC,Orange,0,0,0,0,1,0,0,1
1311,DCHC,Orange,0,0,0,0,1,0,0,1
1312,DCHC,Orange,0,0,0,0,1,0,0,1
1313,DCHC,Orange,0,0,0,0,0,1,0,1
1314,DCHC,Orange,0,0,0,0,0,1,0,1
1315,DCHC,Orange,0,0,0,0,1,0,0,1
1316,DCHC,Orange,0,0,0,1,1,0,1,1
1317,DCHC,Orange,0,0,0,0,1,0,0,1
1318,DCHC,Orange,0,0,0,1,1,0,1,1
1319,DCHC,Orange,0,0,0,1,1,0,1,1
1320,DCHC,Orange,0,0,0,0,0,1,0,1
1321,DCHC,Orange,0,0,0,0,0,1,0,1
1322,DCHC,Orange,0,0,0,0,0,0,1,1
1323,DCHC,Orange,0,0,0,0,0,0,0,1
1324,DCHC,Orange,0,0,0,0,0,0,0,1
1325,DCHC,Orange,0,0,0,0,0,0,0,1
1326,DCHC,Orange,0,0,0,0,0,0,0,1
1327,DCHC,Orange,0,0,0,0,0,0,0,1
1328,DCHC,Orange,0,0,0,0,0,1,0,1
1329,DCHC,Orange,0,0,0,1,1,0,0,1
1330,DCHC,Orange,0,0,0,0,0,0,0,1
1331,DCHC,Orange,0,0,0,0,0,1,0,1
1332,DCHC,Orange,0,0,0,0,0,0,0,1
1333,DCHC,Orange,0,0,0,1,0,0,1,1
1334,DCHC,Orange,0,0,0,1,0,0,1,1
1335,DCHC,Orange,0,0,0,0,0,1,0,1
1336,DCHC,Orange,0,0,0,0,0,1,0,1
1337,DCHC,Orange,1,0,0,1,0,0,1,1
1338,DCHC,Orange,1,0,0,1,0,0,1,1
1339,DCHC,Orange,1,0,0,1,0,0,1,1
1340,DCHC,Orange,1,0,0,1,0,0,1,1
1341,DCHC,Orange,1,0,0,1,0,0,1,1
1342,DCHC,Orange,1,0,0,1,0,0,1,1
1343,DCHC,Orange,1,0,0,1,0,0,1,1
1344,DCHC,Orange,1,0,0,1,0,0,1,1
1345,DCHC,Orange,1,0,0,1,0,0,1,1
1346,DCHC,Orange,1,0,0,1,0,0,1,1
1347,DCHC,Orange,0,0,0,0,0,0,0,1
1348,DCHC,Orange,0,0,0,0,0,1,1,1
1349,DCHC,Orange,0,0,0,0,0,1,1,1
1350,DCHC,Orange,0,0,0,0,0,0,0,1
1351,DCHC,Orange,1,0,0,1,0,0,1,1
1352,DCHC,Orange,0,0,0,0,0,0,1,1
1353,DCHC,Orange,0,0,0,0,0,1,0,1
1354,DCHC,Orange,0,0,0,0,0,0,1,1
1355,DCHC,Orange,0,0,0,0,0,0,0,1
1356,DCHC,Orange,0,0,0,0,0,0,0,1
1357,DCHC,Orange,0,0,0,0,0,0,0,1
1358,DCHC,Orange,0,0,0,0,0,0,0,1
1359,DCHC,Orange,0,0,0,0,0,0,0,1
1360,DCHC,Orange,0,0,0,0,0,0,0,1
1361,DCHC,Orange,0,0,0,0,0,0,0,1
1362,DCHC,Orange,0,0,0,0,0,1,0,1
1363,DCHC,Orange,0,0,0,0,0,1,0,1
1364,DCHC,Orange,0,0,0,0,0,1,0,1
1365,DCHC,Orange,0,0,0,0,0,0,0,1
1366,DCHC,Orange,0,0,0,0,0,0,0,1
1367,DCHC,Orange,0,0,0,0,0,0,0,1
1368,DCHC,Orange,0,0,0,0,0,1,0,1
1369,DCHC,Orange,0,0,0,0,0,0,0,1
1370,DCHC,Orange,0,0,0,0,0,0,0,1
1371,DCHC,Orange,0,0,0,0,0,0,0,1
1372,DCHC,Orange,0,0,0,0,0,0,0,1
1373,DCHC,Orange,0,0,0,0,0,0,0,1
1374,DCHC,Orange,0,0,0,0,0,1,0,1
1375,None,Orange,0,0,0,0,0,0,0,1
1376,None,Orange,0,0,0,0,0,0,0,1
1377,DCHC,Orange,0,0,0,0,0,1,0,1
1378,None,Orange,0,0,0,0,0,0,0,1
1379,None,Orange,0,0,0,0,0,0,0,1
1380,None,Orange,0,0,0,0,0,0,0,1
1381,None,Orange,0,0,0,0,0,0,0,1
1382,None,Orange,0,0,0,0,0,0,0,1
1383,None,Orange,0,0,0,0,0,0,0,1
1384,None,Orange,0,0,0,0,0,0,0,1
1385,None,Orange,0,0,0,0,0,0,0,1
1386,None,Orange,0,0,0,0,0,0,0,1
1387,None,Orange,0,0,0,0,0,0,0,1
1388,None,Orange,0,0,0,0,0,0,0,1
1389,DCHC,Orange,0,0,0,0,0,0,0,1
1390,DCHC,Orange,0,0,0,0,0,1,0,1
1391,DCHC,Orange,0,0,0,0,0,0,0,1
1392,DCHC,Orange,1,0,0,0,1,1,1,1
1393,None,Orange,0,0,0,0,0,0,0,1
1394,DCHC,Orange,0,0,0,0,0,0,0,1
1395,DCHC,Orange,0,0,0,1,0,1,0,1
1396,DCHC,Orange,0,0,0,0,0,0,1,1
1397,DCHC,Orange,0,0,0,0,1,0,0,1
1398,DCHC,Orange,0,0,0,1,1,0,0,1
1399,DCHC,Orange,0,0,0,0,0,0,0,1
1400,CAMPO,Wake,0,1,1,0,1,0,0,1
1401,CAMPO,Wake,0,1,1,0,1,0,0,1
1402,CAMPO,Wake,0,1,1,0,1,0,0,1
1403,CAMPO,Wake,0,1,1,0,1,0,0,1
1404,CAMPO,Wake,0,1,1,0,1,0,0,1
1405,CAMPO,Wake,0,0,1,0,1,0,1,1
1406,CAMPO,Wake,0,1,1,0,1,1,1,1
1407,CAMPO,Wake,0,0,0,0,0,1,0,1
1408,CAMPO,Wake,0,0,0,0,0,0,0,1
1409,CAMPO,Wake,0,0,1,1,0,1,0,1
1410,CAMPO,Wake,0,0,1,1,0,1,0,1
1411,CAMPO,Wake,0,0,0,0,0,0,0,1
1412,CAMPO,Wake,0,0,0,0,0,0,0,1
1413,CAMPO,Wake,0,0,0,0,0,0,0,1
1414,CAMPO,Wake,0,0,0,0,0,0,0,1
1415,CAMPO,Wake,0,0,1,1,1,0,0,1
1416,CAMPO,Wake,0,0,0,0,0,0,0,1
1417,CAMPO,Wake,0,0,0,0,0,0,0,1
1418,CAMPO,Wake,0,0,0,0,0,0,0,1
1419,CAMPO,Wake,0,1,0,0,0,0,0,1
1420,CAMPO,Wake,0,0,0,0,0,0,0,1
1421,CAMPO,Wake,0,0,0,0,0,0,0,1
1422,CAMPO,Wake,0,0,0,0,0,0,0,1
1423,CAMPO,Wake,0,0,0,0,0,0,0,1
1424,CAMPO,Wake,0,1,0,0,0,0,0,1
1425,CAMPO,Wake,0,0,0,0,0,0,0,1
1426,CAMPO,Wake,0,0,0,0,0,0,0,1
1427,CAMPO,Wake,0,0,0,1,0,0,0,1
1428,CAMPO,Wake,0,0,0,1,0,0,0,1
1429,CAMPO,Wake,0,0,0,1,0,0,0,1
1430,CAMPO,Wake,0,1,0,0,0,0,0,1
1431,CAMPO,Wake,0,0,0,1,0,0,0,1
1432,CAMPO,Wake,0,1,0,0,0,0,0,1
1433,CAMPO,Wake,0,1,0,0,0,0,0,1
1434,CAMPO,Wake,0,1,0,0,0,0,0,1
1435,CAMPO,Wake,0,1,0,0,0,0,0,1
1436,CAMPO,Wake,0,0,0,1,0,0,0,1
1437,CAMPO,Wake,0,0,0,0,0,0,0,1
1438,CAMPO,Wake,0,0,0,0,0,0,0,1
1439,CAMPO,Wake,0,0,0,1,0,0,0,1
1440,CAMPO,Wake,0,0,0,1,0,0,0,1
1441,CAMPO,Wake,0,0,0,1,0,0,0,1
1442,CAMPO,Wake,0,0,0,1,1,0,0,1
1443,CAMPO,Wake,0,0,0,0,0,0,0,1
1444,CAMPO,Wake,0,0,0,0,0,0,0,1
1445,CAMPO,Wake,0,0,0,0,0,0,0,1
1446,CAMPO,Wake,0,0,1,1,1,0,1,1
1447,CAMPO,Wake,0,0,1,1,1,0,1,1
1448,CAMPO,Wake,0,0,0,0,1,1,0,1
1449,CAMPO,Wake,0,0,0,0,1,1,0,1
1450,CAMPO,Wake,0,0,0,0,0,0,0,1
1451,CAMPO,Wake,0,0,0,0,0,0,0,1
1452,CAMPO,Wake,0,1,0,1,0,0,0,1
1453,CAMPO,Wake,0,1,1,1,1,1,1,1
1454,CAMPO,Wake,0,0,0,0,0,0,0,1
1455,CAMPO,Wake,0,0,0,0,0,0,0,1
1456,CAMPO,Wake,0,1,0,1,1,1,0,1
1457,CAMPO,Wake,0,0,0,1,0,0,0,1
1458,CAMPO,Wake,0,0,0,1,0,0,0,1
1459,CAMPO,Wake,0,1,0,1,1,0,0,1
1460,CAMPO,Wake,0,1,0,1,1,0,0,1
1461,CAMPO,Wake,0,1,0,1,1,0,0,1
1462,CAMPO,Wake,0,1,0,1,1,0,0,1
1463,CAMPO,Wake,0,1,0,1,1,0,0,1
1464,CAMPO,Wake,0,1,0,1,1,0,0,1
1465,CAMPO,Wake,0,1,0,1,1,0,0,1
1466,CAMPO,Wake,0,1,1,1,1,0,1,1
1467,CAMPO,Wake,0,1,0,1,1,0,0,1
1468,CAMPO,Wake,0,1,0,1,1,0,0,1
1469,CAMPO,Wake,0,1,1,1,1,0,1,1
1470,CAMPO,Wake,0,1,0,1,1,0,0,1
1471,CAMPO,Wake,0,1,0,1,1,0,0,1
1472,CAMPO,Wake,0,1,0,1,1,0,0,1
1473,CAMPO,Wake,0,1,0,1,1,0,0,1
1474,CAMPO,Wake,0,1,0,1,1,0,0,1
1475,CAMPO,Wake,0,1,0,1,1,0,0,1
1476,CAMPO,Wake,0,1,0,1,1,0,0,1
1477,CAMPO,Wake,0,0,0,1,1,0,0,1
1478,CAMPO,Wake,0,0,0,1,1,0,0,1
1479,CAMPO,Wake,0,0,0,1,0,0,0,1
1480,CAMPO,Wake,0,0,0,1,0,0,0,1
1481,CAMPO,Wake,0,0,0,1,0,0,0,1
1482,CAMPO,Wake,0,1,0,1,1,0,0,1
1483,CAMPO,Wake,0,1,0,1,1,0,0,1
1484,CAMPO,Wake,0,1,0,1,1,0,0,1
1485,CAMPO,Wake,0,0,0,0,0,0,0,1
1486,CAMPO,Wake,0,0,0,0,0,0,0,1
1487,CAMPO,Wake,0,0,0,0,0,0,0,1
1488,CAMPO,Wake,0,0,0,0,0,0,0,1
1489,CAMPO,Wake,0,1,0,1,1,0,1,1
1490,CAMPO,Wake,0,0,0,0,0,0,0,1
1491,CAMPO,Wake,0,0,0,0,0,0,0,1
1492,CAMPO,Wake,0,0,0,1,1,0,0,1
1493,CAMPO,Wake,0,0,0,1,1,0,0,1
1494,CAMPO,Wake,0,0,0,0,1,0,0,1
1495,CAMPO,Wake,0,0,0,0,1,0,0,1
1496,CAMPO,Wake,0,0,0,0,1,0,0,1
1497,CAMPO,Wake,0,0,0,1,1,0,0,1
1498,CAMPO,Wake,0,0,0,1,1,0,0,1
1499,CAMPO,Wake,0,0,0,0,0,0,0,1
1500,CAMPO,Wake,0,0,0,0,0,0,0,1
1501,CAMPO,Wake,0,0,0,0,1,0,0,1
1502,CAMPO,Wake,0,0,1,0,1,0,0,1
1503,CAMPO,Wake,0,0,1,0,1,0,0,1
1504,CAMPO,Wake,0,0,1,0,1,0,0,1
1505,CAMPO,Wake,0,0,0,0,0,0,0,1
1506,CAMPO,Wake,0,0,0,1,0,0,0,1
1507,CAMPO,Wake,0,0,0,1,0,0,0,1
1508,CAMPO,Wake,0,0,0,1,0,0,0,1
1509,CAMPO,Wake,0,0,0,0,0,1,0,1
1510,CAMPO,Wake,0,0,0,0,0,1,0,1
1511,CAMPO,Wake,0,0,0,0,0,0,0,1
1512,CAMPO,Wake,0,0,0,0,0,0,0,1
1513,CAMPO,Wake,0,0,0,0,0,0,0,1
1514,CAMPO,Wake,0,0,0,0,0,0,0,1
1515,CAMPO,Wake,0,0,0,1,0,1,0,1
1516,CAMPO,Wake,0,0,0,1,0,1,0,1
1517,CAMPO,Wake,0,0,0,0,0,0,0,1
1518,CAMPO,Wake,0,0,0,0,0,1,0,1
1519,CAMPO,Wake,0,0,0,0,0,1,0,1
