route,access,mode,tod,On,Off,DriveAccessOn,WalkAccessOn,DirectTransferOn,WalkTransferOn,DirectTransferOff,WalkTransferOff,EgressOff,rts_name
37,pnr,lb,MD,0,0,0,0,0,0,0,0,0,CHT T OB:ECHHS-UNC Hosp
37,pnr,lb,NT,0,0,0,0,0,0,0,0,0,CHT T OB:ECHHS-UNC Hosp
37,pnr,lb,PM,0,0,,0,0,0,0,0,0,CHT T OB:ECHHS-UNC Hosp
37,w,eb,AM,0.337082,0.337082,,0.337082,0,0,0.337082,0,0,CHT T OB:ECHHS-UNC Hosp
37,w,eb,MD,0,0,,0,0,0,0,0,0,CHT T OB:ECHHS-UNC Hosp
37,w,eb,NT,0,0,,0,0,0,0,0,0,CHT T OB:ECHHS-UNC Hosp
37,w,eb,PM,0,0,,0,0,0,0,0,0,CHT T OB:ECHHS-UNC Hosp
37,w,lb,AM,74.4157,74.4156,,68.4308,5.98492,0,34.3337,0,40.082,CHT T OB:ECHHS-UNC Hosp
37,w,lb,MD,116.088,116.088,,105.429,10.6588,0,46.0695,2.62224,67.3964,CHT T OB:ECHHS-UNC Hosp
37,w,lb,NT,5.38747,5.38747,,5.38747,0,0,0,0,5.38747,CHT T OB:ECHHS-UNC Hosp
37,w,lb,PM,57.0993,57.0993,,52.3796,4.71966,0,22.8063,0.139409,34.1536,CHT T OB:ECHHS-UNC Hosp
38,knr,eb,AM,0,0,0,0,0,0,0,0,0,CHT T IB:UNCHosp-ECHHghSch
38,knr,eb,MD,0,0,0,0,0,0,0,0,0,CHT T IB:UNCHosp-ECHHghSch
38,knr,eb,PM,0,0,,0,0,0,0,0,0,CHT T IB:UNCHosp-ECHHghSch
38,knr,lb,AM,0.35143,0.35143,0.35143,0,0,0,0,0,0.35143,CHT T IB:UNCHosp-ECHHghSch
38,knr,lb,MD,0,0,0,0,0,0,0,0,0,CHT T IB:UNCHosp-ECHHghSch
38,knr,lb,NT,0,0,0,0,0,0,0,0,0,CHT T IB:UNCHosp-ECHHghSch
38,knr,lb,PM,0,0,,0,0,0,0,0,0,CHT T IB:UNCHosp-ECHHghSch
38,pnr,eb,AM,0,0,0,0,0,0,0,0,0,CHT T IB:UNCHosp-ECHHghSch
38,pnr,eb,MD,0,0,0,0,0,0,0,0,0,CHT T IB:UNCHosp-ECHHghSch
38,pnr,eb,NT,0,0,0,0,0,0,0,0,0,CHT T IB:UNCHosp-ECHHghSch
38,pnr,eb,PM,0,0,,0,0,0,0,0,0,CHT T IB:UNCHosp-ECHHghSch
38,pnr,lb,AM,0,0,0,0,0,0,0,0,0,CHT T IB:UNCHosp-ECHHghSch
38,pnr,lb,MD,0,0,0,0,0,0,0,0,0,CHT T IB:UNCHosp-ECHHghSch
38,pnr,lb,NT,0,0,0,0,0,0,0,0,0,CHT T IB:UNCHosp-ECHHghSch
38,pnr,lb,PM,0,0,,0,0,0,0,0,0,CHT T IB:UNCHosp-ECHHghSch
38,w,eb,AM,0,0,,0,0,0,0,0,0,CHT T IB:UNCHosp-ECHHghSch
38,w,eb,MD,4.56997,4.56997,,0.471309,4.09866,0,0.471309,0,4.09866,CHT T IB:UNCHosp-ECHHghSch
38,w,eb,NT,6.65795,6.65794,,0,5.52302,1.13493,4.67182,0,1.98612,CHT T IB:UNCHosp-ECHHghSch
38,w,eb,PM,3.88711,3.88711,,2.07866,1.80845,0,3.88711,0,0,CHT T IB:UNCHosp-ECHHghSch
38,w,lb,AM,49.084,49.084,,12.3878,36.6963,0,4.46322,0,44.6208,CHT T IB:UNCHosp-ECHHghSch
38,w,lb,MD,118.772,118.772,,19.6639,98.9693,0.138724,14.3191,0,104.453,CHT T IB:UNCHosp-ECHHghSch
38,w,lb,NT,44.3864,44.3864,,2.91628,36.8105,4.65955,3.94155,0,40.4448,CHT T IB:UNCHosp-ECHHghSch
38,w,lb,PM,27.9763,27.9763,,13.3469,13.3194,1.31001,13.3469,0,14.6294,CHT T IB:UNCHosp-ECHHghSch
39,knr,eb,AM,0,0,0,0,0,0,0,0,0,CHT U
39,knr,eb,MD,0,0,0,0,0,0,0,0,0,CHT U
39,knr,eb,PM,0,0,,0,0,0,0,0,0,CHT U
39,knr,lb,AM,10.768,10.768,10.768,0,0,0,0,0,10.768,CHT U
39,knr,lb,MD,12.786,12.786,12.786,0,0,0,0,0,12.786,CHT U
39,knr,lb,NT,0,0,0,0,0,0,0,0,0,CHT U
39,knr,lb,PM,0.808685,0.808685,,0.808685,0,0,0,0,0.808685,CHT U
39,pnr,eb,AM,0,0,0,0,0,0,0,0,0,CHT U
39,pnr,eb,MD,0,0,0,0,0,0,0,0,0,CHT U
39,pnr,eb,NT,0,0,0,0,0,0,0,0,0,CHT U
39,pnr,eb,PM,6.51254,6.51254,,6.51254,0,0,6.51254,0,0,CHT U
39,pnr,lb,AM,0,0,0,0,0,0,0,0,0,CHT U
39,pnr,lb,MD,7.22283,7.22283,0,0,7.22283,0,0,0,7.22283,CHT U
39,pnr,lb,NT,0,0,0,0,0,0,0,0,0,CHT U
39,pnr,lb,PM,0,0,,0,0,0,0,0,0,CHT U
39,w,eb,AM,18.9371,18.9371,,18.9371,0,0,9.7647,9.17235,0,CHT U
39,w,eb,MD,54.0955,54.0956,,53.4817,0.613818,0,50.8759,3.21967,0,CHT U
39,w,eb,NT,17.1897,17.1897,,17.1897,0,0,17.1897,0,0,CHT U
39,w,eb,PM,65.2992,65.2992,,65.2992,0,0,61.7658,3.53333,0,CHT U
39,w,lb,AM,41.1991,41.199,,40.4079,0.791157,0,12.076,0,29.123,CHT U
39,w,lb,MD,846.542,846.544,,766.821,79.7219,0,439.941,19.3023,387.3,CHT U
39,w,lb,NT,149.349,149.349,,142.077,7.27223,0,99.1261,3.91111,46.312,CHT U
39,w,lb,PM,333.09,333.09,,321.935,11.1542,0,222.199,2.68438,108.207,CHT U
40,knr,eb,AM,0,0,0,0,0,0,0,0,0,CHT V OB:SVillage-Meadowmont
40,knr,eb,MD,0,0,0,0,0,0,0,0,0,CHT V OB:SVillage-Meadowmont
40,knr,eb,PM,0,0,,0,0,0,0,0,0,CHT V OB:SVillage-Meadowmont
40,knr,lb,AM,0,0,0,0,0,0,0,0,0,CHT V OB:SVillage-Meadowmont
40,knr,lb,MD,0,0,0,0,0,0,0,0,0,CHT V OB:SVillage-Meadowmont
40,knr,lb,NT,0,0,0,0,0,0,0,0,0,CHT V OB:SVillage-Meadowmont
40,knr,lb,PM,0,0,,0,0,0,0,0,0,CHT V OB:SVillage-Meadowmont
40,pnr,eb,AM,0,0,0,0,0,0,0,0,0,CHT V OB:SVillage-Meadowmont
40,pnr,eb,MD,0,0,0,0,0,0,0,0,0,CHT V OB:SVillage-Meadowmont
40,pnr,eb,NT,0,0,0,0,0,0,0,0,0,CHT V OB:SVillage-Meadowmont
40,pnr,eb,PM,0,0,,0,0,0,0,0,0,CHT V OB:SVillage-Meadowmont
40,pnr,lb,AM,5.9346,5.9346,5.9346,0,0,0,0,0,5.9346,CHT V OB:SVillage-Meadowmont
40,pnr,lb,MD,0,0,0,0,0,0,0,0,0,CHT V OB:SVillage-Meadowmont
40,pnr,lb,NT,0,0,0,0,0,0,0,0,0,CHT V OB:SVillage-Meadowmont
40,pnr,lb,PM,0,0,,0,0,0,0,0,0,CHT V OB:SVillage-Meadowmont
40,w,eb,AM,0,0,,0,0,0,0,0,0,CHT V OB:SVillage-Meadowmont
40,w,eb,MD,0.754932,0.754932,,0.294568,0.460364,0,0.754932,0,0,CHT V OB:SVillage-Meadowmont
40,w,eb,NT,0,0,,0,0,0,0,0,0,CHT V OB:SVillage-Meadowmont
40,w,eb,PM,0.674696,0.674696,,0.674696,0,0,0.674696,0,0,CHT V OB:SVillage-Meadowmont
40,w,lb,AM,1.58299,1.58299,,1.58299,0,0,1.58299,0,0,CHT V OB:SVillage-Meadowmont
40,w,lb,MD,30.5806,30.5805,,2.28654,24.1478,4.14625,4.20572,0,26.3748,CHT V OB:SVillage-Meadowmont
40,w,lb,NT,6.38291,6.38291,,1.91007,4.47284,0,2.93534,0,3.44757,CHT V OB:SVillage-Meadowmont
40,w,lb,PM,18.6217,18.6217,,10.8984,3.49246,4.23091,8.71589,0,9.90585,CHT V OB:SVillage-Meadowmont
41,knr,eb,AM,0,0,0,0,0,0,0,0,0,CHT CCX OB:ChapelHill-Chatham
41,knr,eb,MD,0,0,0,0,0,0,0,0,0,CHT CCX OB:ChapelHill-Chatham
41,knr,eb,PM,0,0,,0,0,0,0,0,0,CHT CCX OB:ChapelHill-Chatham
41,knr,lb,AM,3.30767,3.30767,0,0,3.30767,0,0,0,3.30767,CHT CCX OB:ChapelHill-Chatham
41,knr,lb,MD,0,0,0,0,0,0,0,0,0,CHT CCX OB:ChapelHill-Chatham
41,knr,lb,NT,0,0,0,0,0,0,0,0,0,CHT CCX OB:ChapelHill-Chatham
41,knr,lb,PM,0,0,,0,0,0,0,0,0,CHT CCX OB:ChapelHill-Chatham
41,pnr,eb,AM,0,0,0,0,0,0,0,0,0,CHT CCX OB:ChapelHill-Chatham
41,pnr,eb,MD,0,0,0,0,0,0,0,0,0,CHT CCX OB:ChapelHill-Chatham
41,pnr,eb,NT,0,0,0,0,0,0,0,0,0,CHT CCX OB:ChapelHill-Chatham
41,pnr,eb,PM,0,0,,0,0,0,0,0,0,CHT CCX OB:ChapelHill-Chatham
41,pnr,lb,AM,0,0,0,0,0,0,0,0,0,CHT CCX OB:ChapelHill-Chatham
41,pnr,lb,MD,0,0,0,0,0,0,0,0,0,CHT CCX OB:ChapelHill-Chatham
41,pnr,lb,NT,0,0,0,0,0,0,0,0,0,CHT CCX OB:ChapelHill-Chatham
41,pnr,lb,PM,0,0,,0,0,0,0,0,0,CHT CCX OB:ChapelHill-Chatham
41,w,eb,AM,0,0,,0,0,0,0,0,0,CHT CCX OB:ChapelHill-Chatham
41,w,eb,MD,0,0,,0,0,0,0,0,0,CHT CCX OB:ChapelHill-Chatham
41,w,eb,NT,0,0,,0,0,0,0,0,0,CHT CCX OB:ChapelHill-Chatham
41,w,eb,PM,15.6773,15.6773,,0,15.6773,0,0,4.07034,11.607,CHT CCX OB:ChapelHill-Chatham
41,w,lb,AM,0,0,,0,0,0,0,0,0,CHT CCX OB:ChapelHill-Chatham
41,w,lb,MD,64.7687,64.7688,,1.27831,32.6108,30.8796,0,0,64.7688,CHT CCX OB:ChapelHill-Chatham
41,w,lb,NT,4.21924,4.21923,,0,1.72404,2.4952,0,0,4.21923,CHT CCX OB:ChapelHill-Chatham
41,w,lb,PM,12.8444,12.8444,,0,12.8444,0,0,0,12.8444,CHT CCX OB:ChapelHill-Chatham
42,knr,eb,AM,0,0,0,0,0,0,0,0,0,CHT DX OB:UNC-ProvRdEastowne
42,knr,eb,PM,0,0,,0,0,0,0,0,0,CHT DX OB:UNC-ProvRdEastowne
42,knr,lb,AM,0,0,0,0,0,0,0,0,0,CHT DX OB:UNC-ProvRdEastowne
42,knr,lb,PM,0,0,,0,0,0,0,0,0,CHT DX OB:UNC-ProvRdEastowne
42,pnr,eb,AM,0,0,0,0,0,0,0,0,0,CHT DX OB:UNC-ProvRdEastowne
42,pnr,eb,PM,0,0,,0,0,0,0,0,0,CHT DX OB:UNC-ProvRdEastowne
42,pnr,lb,AM,0,0,0,0,0,0,0,0,0,CHT DX OB:UNC-ProvRdEastowne
42,pnr,lb,PM,0,0,,0,0,0,0,0,0,CHT DX OB:UNC-ProvRdEastowne
42,w,eb,AM,4.25942,4.25942,,0,4.25942,0,0,0,4.25942,CHT DX OB:UNC-ProvRdEastowne
42,w,eb,PM,37.4012,37.4013,,0,37.4012,0,30.5917,0,6.80957,CHT DX OB:UNC-ProvRdEastowne
42,w,lb,AM,0,0,,0,0,0,0,0,0,CHT DX OB:UNC-ProvRdEastowne
42,w,lb,PM,0,0,,0,0,0,0,0,0,CHT DX OB:UNC-ProvRdEastowne
43,knr,eb,AM,0,0,0,0,0,0,0,0,0,CHT DX IB:Providence-UNC
43,knr,eb,PM,0,0,,0,0,0,0,0,0,CHT DX IB:Providence-UNC
43,knr,lb,AM,0,0,0,0,0,0,0,0,0,CHT DX IB:Providence-UNC
43,knr,lb,PM,0,0,,0,0,0,0,0,0,CHT DX IB:Providence-UNC
43,pnr,eb,AM,0,0,0,0,0,0,0,0,0,CHT DX IB:Providence-UNC
43,pnr,eb,PM,0,0,,0,0,0,0,0,0,CHT DX IB:Providence-UNC
43,pnr,lb,AM,0,0,0,0,0,0,0,0,0,CHT DX IB:Providence-UNC
43,pnr,lb,PM,0,0,,0,0,0,0,0,0,CHT DX IB:Providence-UNC
43,w,eb,AM,46.4576,46.4576,,7.03286,39.4247,0,0,0,46.4576,CHT DX IB:Providence-UNC
43,w,eb,PM,82.0819,82.0819,,31.2037,50.8782,0,24.1708,0,57.9111,CHT DX IB:Providence-UNC
43,w,lb,AM,0,0,,0,0,0,0,0,0,CHT DX IB:Providence-UNC
43,w,lb,PM,0,0,,0,0,0,0,0,0,CHT DX IB:Providence-UNC
44,knr,eb,AM,26.7843,26.7843,18.9883,0,7.79603,0,0,0,26.7843,CAT 40X SB:MooreSq-WakeTech
44,knr,eb,MD,37.9766,37.9766,37.9766,0,0,0,0,0,37.9766,CAT 40X SB:MooreSq-WakeTech
44,knr,eb,PM,0,0,,0,0,0,0,0,0,CAT 40X SB:MooreSq-WakeTech
44,knr,lb,AM,0,0,0,0,0,0,0,0,0,CAT 40X SB:MooreSq-WakeTech
44,knr,lb,MD,0,0,0,0,0,0,0,0,0,CAT 40X SB:MooreSq-WakeTech
44,knr,lb,NT,0,0,0,0,0,0,0,0,0,CAT 40X SB:MooreSq-WakeTech
44,knr,lb,PM,0,0,,0,0,0,0,0,0,CAT 40X SB:MooreSq-WakeTech
44,pnr,eb,AM,9.49416,9.49416,0,0,9.49416,0,0,0,9.49416,CAT 40X SB:MooreSq-WakeTech
44,pnr,eb,MD,0,0,0,0,0,0,0,0,0,CAT 40X SB:MooreSq-WakeTech
44,pnr,eb,NT,0,0,0,0,0,0,0,0,0,CAT 40X SB:MooreSq-WakeTech
44,pnr,eb,PM,0,0,,0,0,0,0,0,0,CAT 40X SB:MooreSq-WakeTech
44,pnr,lb,AM,0,0,0,0,0,0,0,0,0,CAT 40X SB:MooreSq-WakeTech
44,pnr,lb,MD,0,0,0,0,0,0,0,0,0,CAT 40X SB:MooreSq-WakeTech
44,pnr,lb,NT,0,0,0,0,0,0,0,0,0,CAT 40X SB:MooreSq-WakeTech
44,pnr,lb,PM,0,0,,0,0,0,0,0,0,CAT 40X SB:MooreSq-WakeTech
44,w,eb,AM,156.58,156.581,,0,147.086,9.49416,0,0,156.581,CAT 40X SB:MooreSq-WakeTech
44,w,eb,MD,149.279,149.28,,18.9883,120.797,9.49416,0,0,149.28,CAT 40X SB:MooreSq-WakeTech
44,w,eb,NT,0,0,,0,0,0,0,0,0,CAT 40X SB:MooreSq-WakeTech
44,w,eb,PM,18.3682,18.3682,,0,18.3682,0,0,0,18.3682,CAT 40X SB:MooreSq-WakeTech
44,w,lb,AM,0,0,,0,0,0,0,0,0,CAT 40X SB:MooreSq-WakeTech
44,w,lb,MD,0,0,,0,0,0,0,0,0,CAT 40X SB:MooreSq-WakeTech
44,w,lb,NT,0,0,,0,0,0,0,0,0,CAT 40X SB:MooreSq-WakeTech
44,w,lb,PM,0,0,,0,0,0,0,0,0,CAT 40X SB:MooreSq-WakeTech
45,knr,eb,AM,0,0,0,0,0,0,0,0,0,CAT 40X NB: Wake Tech-MooreSq
45,knr,eb,MD,9.49416,9.49416,9.49416,0,0,0,9.49416,0,0,CAT 40X NB: Wake Tech-MooreSq
45,knr,eb,PM,0,0,,0,0,0,0,0,0,CAT 40X NB: Wake Tech-MooreSq
45,knr,lb,AM,0,0,0,0,0,0,0,0,0,CAT 40X NB: Wake Tech-MooreSq
45,knr,lb,MD,0,0,0,0,0,0,0,0,0,CAT 40X NB: Wake Tech-MooreSq
45,knr,lb,NT,0,0,0,0,0,0,0,0,0,CAT 40X NB: Wake Tech-MooreSq
45,knr,lb,PM,0,0,,0,0,0,0,0,0,CAT 40X NB: Wake Tech-MooreSq
45,pnr,eb,AM,0,0,0,0,0,0,0,0,0,CAT 40X NB: Wake Tech-MooreSq
45,pnr,eb,MD,0,0,0,0,0,0,0,0,0,CAT 40X NB: Wake Tech-MooreSq
45,pnr,eb,NT,0,0,0,0,0,0,0,0,0,CAT 40X NB: Wake Tech-MooreSq
45,pnr,eb,PM,0,0,,0,0,0,0,0,0,CAT 40X NB: Wake Tech-MooreSq
45,pnr,lb,AM,0,0,0,0,0,0,0,0,0,CAT 40X NB: Wake Tech-MooreSq
45,pnr,lb,MD,0,0,0,0,0,0,0,0,0,CAT 40X NB: Wake Tech-MooreSq
45,pnr,lb,NT,0,0,0,0,0,0,0,0,0,CAT 40X NB: Wake Tech-MooreSq
45,pnr,lb,PM,0,0,,0,0,0,0,0,0,CAT 40X NB: Wake Tech-MooreSq
45,w,eb,AM,36.2284,36.2284,,36.2284,0,0,36.2284,0,0,CAT 40X NB: Wake Tech-MooreSq
45,w,eb,MD,94.9416,94.9416,,94.9416,0,0,85.4474,0,9.49416,CAT 40X NB: Wake Tech-MooreSq
45,w,eb,NT,0,0,,0,0,0,0,0,0,CAT 40X NB: Wake Tech-MooreSq
45,w,eb,PM,55.8224,55.8224,,55.8224,0,0,55.8224,0,0,CAT 40X NB: Wake Tech-MooreSq
45,w,lb,AM,0,0,,0,0,0,0,0,0,CAT 40X NB: Wake Tech-MooreSq
45,w,lb,MD,0,0,,0,0,0,0,0,0,CAT 40X NB: Wake Tech-MooreSq
45,w,lb,NT,0,0,,0,0,0,0,0,0,CAT 40X NB: Wake Tech-MooreSq
45,w,lb,PM,0,0,,0,0,0,0,0,0,CAT 40X NB: Wake Tech-MooreSq
46,knr,eb,AM,0,0,0,0,0,0,0,0,0,CAT 11-5:Trailwd Hills-Sanderford
46,knr,eb,MD,0,0,0,0,0,0,0,0,0,CAT 11-5:Trailwd Hills-Sanderford
46,knr,eb,PM,0,0,,0,0,0,0,0,0,CAT 11-5:Trailwd Hills-Sanderford
46,knr,lb,AM,6.0158,6.0158,6.0158,0,0,0,0,0,6.0158,CAT 11-5:Trailwd Hills-Sanderford
46,knr,lb,MD,24.0854,24.0854,2.91435,0,11.6574,9.5137,0,0,24.0854,CAT 11-5:Trailwd Hills-Sanderford
46,knr,lb,NT,6.9656,6.96559,1.39312,0,5.57248,0,0,0,6.96559,CAT 11-5:Trailwd Hills-Sanderford
46,knr,lb,PM,2.57351,2.57351,,2.57351,0,0,0,0,2.57351,CAT 11-5:Trailwd Hills-Sanderford
46,pnr,eb,AM,0,0,0,0,0,0,0,0,0,CAT 11-5:Trailwd Hills-Sanderford
46,pnr,eb,MD,0,0,0,0,0,0,0,0,0,CAT 11-5:Trailwd Hills-Sanderford
46,pnr,eb,NT,0,0,0,0,0,0,0,0,0,CAT 11-5:Trailwd Hills-Sanderford
46,pnr,eb,PM,0,0,,0,0,0,0,0,0,CAT 11-5:Trailwd Hills-Sanderford
46,pnr,lb,AM,0,0,0,0,0,0,0,0,0,CAT 11-5:Trailwd Hills-Sanderford
46,pnr,lb,MD,0,0,0,0,0,0,0,0,0,CAT 11-5:Trailwd Hills-Sanderford
46,pnr,lb,NT,0,0,0,0,0,0,0,0,0,CAT 11-5:Trailwd Hills-Sanderford
46,pnr,lb,PM,16.2816,16.2816,,16.2816,0,0,16.2816,0,0,CAT 11-5:Trailwd Hills-Sanderford
46,w,eb,AM,2.47821,2.47821,,0,2.47821,0,0,0,2.47821,CAT 11-5:Trailwd Hills-Sanderford
46,w,eb,MD,13.7813,13.7813,,0,13.7813,0,13.7813,0,0,CAT 11-5:Trailwd Hills-Sanderford
46,w,eb,NT,0,0,,0,0,0,0,0,0,CAT 11-5:Trailwd Hills-Sanderford
46,w,eb,PM,18.113,18.1129,,4.54986,13.5631,0,3.55809,0.99177,13.5631,CAT 11-5:Trailwd Hills-Sanderford
46,w,lb,AM,282.768,282.768,,134.416,148.352,0,170.32,22.7844,89.6639,CAT 11-5:Trailwd Hills-Sanderford
46,w,lb,MD,557.976,557.976,,151.531,353.761,52.6846,216.254,26.0384,315.684,CAT 11-5:Trailwd Hills-Sanderford
46,w,lb,NT,172.5,172.5,,22.0014,135.725,14.7743,30.1392,10.4154,131.946,CAT 11-5:Trailwd Hills-Sanderford
46,w,lb,PM,231.1,231.1,,38.672,185.462,6.96559,21.6709,6.79305,202.636,CAT 11-5:Trailwd Hills-Sanderford
47,knr,eb,AM,0,0,0,0,0,0,0,0,0,CAT 7L WB:SouthgateSC-RaleighOSC
47,knr,eb,MD,0,0,0,0,0,0,0,0,0,CAT 7L WB:SouthgateSC-RaleighOSC
47,knr,eb,PM,0,0,,0,0,0,0,0,0,CAT 7L WB:SouthgateSC-RaleighOSC
47,knr,lb,AM,0,0,0,0,0,0,0,0,0,CAT 7L WB:SouthgateSC-RaleighOSC
47,knr,lb,MD,7.45238,7.45238,2.48413,0,4.96825,0,0,0,7.45238,CAT 7L WB:SouthgateSC-RaleighOSC
47,knr,lb,NT,0,0,0,0,0,0,0,0,0,CAT 7L WB:SouthgateSC-RaleighOSC
47,knr,lb,PM,0,0,,0,0,0,0,0,0,CAT 7L WB:SouthgateSC-RaleighOSC
47,pnr,eb,AM,0,0,0,0,0,0,0,0,0,CAT 7L WB:SouthgateSC-RaleighOSC
47,pnr,eb,MD,0,0,0,0,0,0,0,0,0,CAT 7L WB:SouthgateSC-RaleighOSC
47,pnr,eb,NT,0,0,0,0,0,0,0,0,0,CAT 7L WB:SouthgateSC-RaleighOSC
47,pnr,eb,PM,0,0,,0,0,0,0,0,0,CAT 7L WB:SouthgateSC-RaleighOSC
47,pnr,lb,AM,0,0,0,0,0,0,0,0,0,CAT 7L WB:SouthgateSC-RaleighOSC
47,pnr,lb,MD,0,0,0,0,0,0,0,0,0,CAT 7L WB:SouthgateSC-RaleighOSC
47,pnr,lb,NT,0,0,0,0,0,0,0,0,0,CAT 7L WB:SouthgateSC-RaleighOSC
47,pnr,lb,PM,0,0,,0,0,0,0,0,0,CAT 7L WB:SouthgateSC-RaleighOSC
47,w,eb,AM,0,0,,0,0,0,0,0,0,CAT 7L WB:SouthgateSC-RaleighOSC
47,w,eb,MD,9.49416,9.49416,,9.49416,0,0,0,9.49416,0,CAT 7L WB:SouthgateSC-RaleighOSC
47,w,eb,NT,0,0,,0,0,0,0,0,0,CAT 7L WB:SouthgateSC-RaleighOSC
47,w,eb,PM,0,0,,0,0,0,0,0,0,CAT 7L WB:SouthgateSC-RaleighOSC
47,w,lb,AM,152.275,152.275,,140.102,12.1733,0,117.71,0,34.5654,CAT 7L WB:SouthgateSC-RaleighOSC
47,w,lb,MD,203.902,203.902,,128.404,70.8252,4.67264,115.899,0,88.0034,CAT 7L WB:SouthgateSC-RaleighOSC
47,w,lb,NT,59.1815,59.1815,,12.8426,46.3389,0,8.05332,0,51.1282,CAT 7L WB:SouthgateSC-RaleighOSC
47,w,lb,PM,128.859,128.859,,61.7347,67.1245,0,24.7227,0,104.136,CAT 7L WB:SouthgateSC-RaleighOSC
48,knr,eb,AM,4.59377,4.59377,4.59377,0,0,0,0,4.59377,0,CAT 18 IB:WalnutCreekSC-Dwntwn
48,knr,eb,MD,0,0,0,0,0,0,0,0,0,CAT 18 IB:WalnutCreekSC-Dwntwn
48,knr,eb,PM,1.68247,1.68247,,0,1.68247,0,1.68247,0,0,CAT 18 IB:WalnutCreekSC-Dwntwn
48,knr,lb,AM,5.1846,5.1846,5.1846,0,0,0,0,0,5.1846,CAT 18 IB:WalnutCreekSC-Dwntwn
48,knr,lb,MD,0,0,0,0,0,0,0,0,0,CAT 18 IB:WalnutCreekSC-Dwntwn
48,knr,lb,NT,0,0,0,0,0,0,0,0,0,CAT 18 IB:WalnutCreekSC-Dwntwn
48,knr,lb,PM,0,0,,0,0,0,0,0,0,CAT 18 IB:WalnutCreekSC-Dwntwn
48,pnr,eb,AM,0,0,0,0,0,0,0,0,0,CAT 18 IB:WalnutCreekSC-Dwntwn
48,pnr,eb,MD,0,0,0,0,0,0,0,0,0,CAT 18 IB:WalnutCreekSC-Dwntwn
48,pnr,eb,NT,0,0,0,0,0,0,0,0,0,CAT 18 IB:WalnutCreekSC-Dwntwn
48,pnr,eb,PM,0,0,,0,0,0,0,0,0,CAT 18 IB:WalnutCreekSC-Dwntwn
48,pnr,lb,AM,0,0,0,0,0,0,0,0,0,CAT 18 IB:WalnutCreekSC-Dwntwn
48,pnr,lb,MD,0,0,0,0,0,0,0,0,0,CAT 18 IB:WalnutCreekSC-Dwntwn
48,pnr,lb,NT,0,0,0,0,0,0,0,0,0,CAT 18 IB:WalnutCreekSC-Dwntwn
48,pnr,lb,PM,0,0,,0,0,0,0,0,0,CAT 18 IB:WalnutCreekSC-Dwntwn
48,w,eb,AM,18.9883,18.9883,,18.9883,0,0,18.9883,0,0,CAT 18 IB:WalnutCreekSC-Dwntwn
48,w,eb,MD,14.0879,14.0879,,14.0879,0,0,9.49416,4.59377,0,CAT 18 IB:WalnutCreekSC-Dwntwn
48,w,eb,NT,0,0,,0,0,0,0,0,0,CAT 18 IB:WalnutCreekSC-Dwntwn
48,w,eb,PM,0,0,,0,0,0,0,0,0,CAT 18 IB:WalnutCreekSC-Dwntwn
48,w,lb,AM,216.499,216.498,,178.088,38.4101,0,174.751,11.8478,29.8996,CAT 18 IB:WalnutCreekSC-Dwntwn
48,w,lb,MD,140.814,140.814,,140.814,0,0,101.589,0,39.2253,CAT 18 IB:WalnutCreekSC-Dwntwn
48,w,lb,NT,46.2792,46.2792,,46.2792,0,0,32.4154,0,13.8639,CAT 18 IB:WalnutCreekSC-Dwntwn
48,w,lb,PM,50.7915,50.7915,,50.7915,0,0,24.0207,0,26.7708,CAT 18 IB:WalnutCreekSC-Dwntwn
49,knr,eb,AM,0,0,0,0,0,0,0,0,0,CAT 21-13:LakeWheeler-Holmes
49,knr,eb,MD,0,0,0,0,0,0,0,0,0,CAT 21-13:LakeWheeler-Holmes
49,knr,eb,PM,0,0,,0,0,0,0,0,0,CAT 21-13:LakeWheeler-Holmes
49,knr,lb,AM,6.0158,6.0158,6.0158,0,0,0,0,0,6.0158,CAT 21-13:LakeWheeler-Holmes
49,knr,lb,MD,7.0516,7.0516,4.81589,0,2.23571,0,4.81589,0,2.23571,CAT 21-13:LakeWheeler-Holmes
49,knr,lb,NT,1.39312,1.39312,1.39312,0,0,0,1.39312,0,0,CAT 21-13:LakeWheeler-Holmes
49,knr,lb,PM,0,0,,0,0,0,0,0,0,CAT 21-13:LakeWheeler-Holmes
49,pnr,eb,AM,0,0,0,0,0,0,0,0,0,CAT 21-13:LakeWheeler-Holmes
49,pnr,eb,MD,0,0,0,0,0,0,0,0,0,CAT 21-13:LakeWheeler-Holmes
49,pnr,eb,NT,0,0,0,0,0,0,0,0,0,CAT 21-13:LakeWheeler-Holmes
49,pnr,eb,PM,0,0,,0,0,0,0,0,0,CAT 21-13:LakeWheeler-Holmes
49,pnr,lb,AM,0,0,0,0,0,0,0,0,0,CAT 21-13:LakeWheeler-Holmes
49,pnr,lb,MD,0,0,0,0,0,0,0,0,0,CAT 21-13:LakeWheeler-Holmes
49,pnr,lb,NT,0,0,0,0,0,0,0,0,0,CAT 21-13:LakeWheeler-Holmes
49,pnr,lb,PM,0,0,,0,0,0,0,0,0,CAT 21-13:LakeWheeler-Holmes
49,w,eb,AM,0,0,,0,0,0,0,0,0,CAT 21-13:LakeWheeler-Holmes
49,w,eb,MD,16.1548,16.1548,,0,16.1548,0,13.7813,0,2.37354,CAT 21-13:LakeWheeler-Holmes
