route,access,mode,tod,On,Off,DriveAccessOn,WalkAccessOn,DirectTransferOn,WalkTransferOn,DirectTransferOff,WalkTransferOff,EgressOff,rts_name
125,w,lb,AM,110.748,110.748,,81.3313,29.4166,0,47.5662,3.69864,59.483,TT 805 EB:CH-Woodcroft-RTC
125,w,lb,PM,347.839,347.839,,107.306,234.293,6.23995,237.084,0,110.755,TT 805 EB:CH-Woodcroft-RTC
126,knr,eb,MD,2.33271,2.33271,0.777569,0,1.55514,0,0,0,2.33271,TT 800md EB
126,knr,lb,MD,0,0,0,0,0,0,0,0,0,TT 800md EB
126,knr,lb,NT,0,0,0,0,0,0,0,0,0,TT 800md EB
126,pnr,eb,MD,8.73585,8.73585,0,0,0,8.73585,0,0,8.73585,TT 800md EB
126,pnr,eb,NT,0,0,0,0,0,0,0,0,0,TT 800md EB
126,pnr,lb,MD,0,0,0,0,0,0,0,0,0,TT 800md EB
126,pnr,lb,NT,0,0,0,0,0,0,0,0,0,TT 800md EB
126,w,eb,MD,198.017,198.017,,4.69149,165.025,28.3013,74.8573,0,123.16,TT 800md EB
126,w,eb,NT,101.161,101.161,,7.11617,94.0445,0,79.5821,0,21.5786,TT 800md EB
126,w,lb,MD,0,0,,0,0,0,0,0,0,TT 800md EB
126,w,lb,NT,0,0,,0,0,0,0,0,0,TT 800md EB
127,knr,eb,MD,15.3648,15.3648,15.3648,0,0,0,5.37134,0,9.99349,TT 800md WB
127,knr,lb,MD,0,0,0,0,0,0,0,0,0,TT 800md WB
127,knr,lb,NT,0,0,0,0,0,0,0,0,0,TT 800md WB
127,pnr,eb,MD,69.4645,69.4645,44.1896,0,25.2749,0,0,0,69.4645,TT 800md WB
127,pnr,eb,NT,0.801677,0.801677,0.801677,0,0,0,0,0,0.801677,TT 800md WB
127,pnr,lb,MD,0,0,0,0,0,0,0,0,0,TT 800md WB
127,pnr,lb,NT,0,0,0,0,0,0,0,0,0,TT 800md WB
127,w,eb,MD,99.4971,99.4971,,47.7741,43.2392,8.48377,0.654254,11.7435,87.0994,TT 800md WB
127,w,eb,NT,29.7761,29.7762,,11.5892,17.3336,0.853333,14.8213,0.200419,14.7545,TT 800md WB
127,w,lb,MD,0,0,,0,0,0,0,0,0,TT 800md WB
127,w,lb,NT,0,0,,0,0,0,0,0,0,TT 800md WB
128,knr,eb,AM,0,0,0,0,0,0,0,0,0,TT 800 EB
128,knr,eb,PM,0,0,,0,0,0,0,0,0,TT 800 EB
128,knr,lb,AM,0,0,0,0,0,0,0,0,0,TT 800 EB
128,knr,lb,PM,0,0,,0,0,0,0,0,0,TT 800 EB
128,pnr,eb,AM,49.3837,49.3837,49.3837,0,0,0,47.051,0,2.33271,TT 800 EB
128,pnr,eb,PM,0,0,,0,0,0,0,0,0,TT 800 EB
128,pnr,lb,AM,0,0,0,0,0,0,0,0,0,TT 800 EB
128,pnr,lb,PM,0,0,,0,0,0,0,0,0,TT 800 EB
128,w,eb,AM,102.602,102.602,,16.4598,84.8741,1.26806,30.8272,0,71.7748,TT 800 EB
128,w,eb,PM,260.908,260.908,,43.9236,213.28,3.70399,179.439,2.90174,78.5665,TT 800 EB
128,w,lb,AM,0,0,,0,0,0,0,0,0,TT 800 EB
128,w,lb,PM,0,0,,0,0,0,0,0,0,TT 800 EB
129,knr,eb,AM,0,0,0,0,0,0,0,0,0,TT 49 SH: RTP
129,knr,eb,PM,0,0,,0,0,0,0,0,0,TT 49 SH: RTP
129,knr,lb,AM,0,0,0,0,0,0,0,0,0,TT 49 SH: RTP
129,knr,lb,PM,3.36794,3.36794,,3.36794,0,0,0,0,3.36794,TT 49 SH: RTP
129,pnr,eb,AM,0,0,0,0,0,0,0,0,0,TT 49 SH: RTP
129,pnr,eb,PM,0,0,,0,0,0,0,0,0,TT 49 SH: RTP
129,pnr,lb,AM,0,0,0,0,0,0,0,0,0,TT 49 SH: RTP
129,pnr,lb,PM,0,0,,0,0,0,0,0,0,TT 49 SH: RTP
129,w,eb,AM,18.9629,18.9629,,0,18.9629,0,0,0,18.9629,TT 49 SH: RTP
129,w,eb,PM,17.8936,17.8936,,7.04957,10.844,0,7.04957,0,10.844,TT 49 SH: RTP
129,w,lb,AM,47.5619,47.5619,,6.3561,41.2058,0,0,0,47.5619,TT 49 SH: RTP
129,w,lb,PM,44.4241,44.4241,,27.0602,17.3639,0,14.348,0,30.0761,TT 49 SH: RTP
130,knr,eb,AM,0,0,0,0,0,0,0,0,0,TT 42 SH:Trans Ctr-IBM
130,knr,eb,PM,0,0,,0,0,0,0,0,0,TT 42 SH:Trans Ctr-IBM
130,knr,lb,AM,0,0,0,0,0,0,0,0,0,TT 42 SH:Trans Ctr-IBM
130,knr,lb,PM,0,0,,0,0,0,0,0,0,TT 42 SH:Trans Ctr-IBM
130,pnr,eb,AM,0,0,0,0,0,0,0,0,0,TT 42 SH:Trans Ctr-IBM
130,pnr,eb,PM,0,0,,0,0,0,0,0,0,TT 42 SH:Trans Ctr-IBM
130,pnr,lb,AM,4.11672,4.11672,0,0,4.11672,0,0,0,4.11672,TT 42 SH:Trans Ctr-IBM
130,pnr,lb,PM,0,0,,0,0,0,0,0,0,TT 42 SH:Trans Ctr-IBM
130,w,eb,AM,0,0,,0,0,0,0,0,0,TT 42 SH:Trans Ctr-IBM
130,w,eb,PM,2.42449,2.42449,,2.42449,0,0,2.42449,0,0,TT 42 SH:Trans Ctr-IBM
130,w,lb,AM,4.11672,4.11672,,0,4.11672,0,0,0,4.11672,TT 42 SH:Trans Ctr-IBM
130,w,lb,PM,0,0,,0,0,0,0,0,0,TT 42 SH:Trans Ctr-IBM
131,knr,eb,AM,0,0,0,0,0,0,0,0,0,TT 105 WB:Moore Sq-RTP
131,knr,eb,PM,9.18997,9.18997,,0,9.18997,0,0,0,9.18997,TT 105 WB:Moore Sq-RTP
131,knr,lb,AM,0,0,0,0,0,0,0,0,0,TT 105 WB:Moore Sq-RTP
131,knr,lb,PM,0,0,,0,0,0,0,0,0,TT 105 WB:Moore Sq-RTP
131,pnr,eb,AM,45.2008,45.2008,45.2008,0,0,0,39.2774,0,5.92335,TT 105 WB:Moore Sq-RTP
131,pnr,eb,PM,22.3431,22.3432,,0,22.3431,0,0,0,22.3432,TT 105 WB:Moore Sq-RTP
131,pnr,lb,AM,0,0,0,0,0,0,0,0,0,TT 105 WB:Moore Sq-RTP
131,pnr,lb,PM,0,0,,0,0,0,0,0,0,TT 105 WB:Moore Sq-RTP
131,w,eb,AM,40.8267,40.8268,,0,40.8267,0,15.903,0,24.9237,TT 105 WB:Moore Sq-RTP
131,w,eb,PM,50.4427,50.4427,,7.11617,43.3265,0,43.3265,0,7.11617,TT 105 WB:Moore Sq-RTP
131,w,lb,AM,0,0,,0,0,0,0,0,0,TT 105 WB:Moore Sq-RTP
131,w,lb,PM,0,0,,0,0,0,0,0,0,TT 105 WB:Moore Sq-RTP
132,knr,eb,AM,11.116,11.116,11.116,0,0,0,2.97531,0,8.14068,TT 105 EB:RTP-Moore Sq
132,knr,eb,PM,0,0,,0,0,0,0,0,0,TT 105 EB:RTP-Moore Sq
132,knr,lb,AM,0,0,0,0,0,0,0,0,0,TT 105 EB:RTP-Moore Sq
132,knr,lb,PM,0,0,,0,0,0,0,0,0,TT 105 EB:RTP-Moore Sq
132,pnr,eb,AM,47.4888,47.4889,0,0,47.4888,0,8.14068,0,39.3482,TT 105 EB:RTP-Moore Sq
132,pnr,eb,PM,0,0,,0,0,0,0,0,0,TT 105 EB:RTP-Moore Sq
132,pnr,lb,AM,0,0,0,0,0,0,0,0,0,TT 105 EB:RTP-Moore Sq
132,pnr,lb,PM,0,0,,0,0,0,0,0,0,TT 105 EB:RTP-Moore Sq
132,w,eb,AM,43.6145,43.6145,,0,43.6145,0,38.3857,0,5.22875,TT 105 EB:RTP-Moore Sq
132,w,eb,PM,146.413,146.414,,0,146.413,0,113.701,0,32.7121,TT 105 EB:RTP-Moore Sq
132,w,lb,AM,0,0,,0,0,0,0,0,0,TT 105 EB:RTP-Moore Sq
132,w,lb,PM,0,0,,0,0,0,0,0,0,TT 105 EB:RTP-Moore Sq
133,knr,eb,AM,0,0,0,0,0,0,0,0,0,TT 100 WB:Moore Sq-RTC
133,knr,eb,MD,0,0,0,0,0,0,0,0,0,TT 100 WB:Moore Sq-RTC
133,knr,eb,PM,0,0,,0,0,0,0,0,0,TT 100 WB:Moore Sq-RTC
133,knr,lb,AM,5.6833,5.6833,5.6833,0,0,0,0,0,5.6833,TT 100 WB:Moore Sq-RTC
133,knr,lb,MD,3.72619,3.72619,3.72619,0,0,0,0,0,3.72619,TT 100 WB:Moore Sq-RTC
133,knr,lb,NT,0,0,0,0,0,0,0,0,0,TT 100 WB:Moore Sq-RTC
133,knr,lb,PM,36.8844,36.8843,,0,36.8844,0,36.8843,0,0,TT 100 WB:Moore Sq-RTC
133,pnr,eb,AM,4.07034,4.07034,0,0,4.07034,0,4.07034,0,0,TT 100 WB:Moore Sq-RTC
133,pnr,eb,MD,50.5499,50.5499,0,0,50.5499,0,50.5499,0,0,TT 100 WB:Moore Sq-RTC
133,pnr,eb,NT,0,0,0,0,0,0,0,0,0,TT 100 WB:Moore Sq-RTC
133,pnr,eb,PM,0,0,,0,0,0,0,0,0,TT 100 WB:Moore Sq-RTC
133,pnr,lb,AM,80.9448,80.9448,77.0405,0,3.90434,0,77.0405,0,3.90434,TT 100 WB:Moore Sq-RTC
133,pnr,lb,MD,72.1108,72.1108,0,0,72.1108,0,72.1108,0,0,TT 100 WB:Moore Sq-RTC
133,pnr,lb,NT,0,0,0,0,0,0,0,0,0,TT 100 WB:Moore Sq-RTC
133,pnr,lb,PM,3.32937,3.32937,,0,3.32937,0,3.32937,0,0,TT 100 WB:Moore Sq-RTC
133,w,eb,AM,26.8544,26.8544,,9.59836,8.06854,9.18753,16.5765,0,10.278,TT 100 WB:Moore Sq-RTC
133,w,eb,MD,18.8174,18.8174,,1.94392,16.8735,0,14.0703,0,4.74708,TT 100 WB:Moore Sq-RTC
133,w,eb,NT,21.048,21.0481,,0,21.048,0,21.0481,0,0,TT 100 WB:Moore Sq-RTC
133,w,eb,PM,5.85879,5.85879,,5.85879,0,0,5.85879,0,0,TT 100 WB:Moore Sq-RTC
133,w,lb,AM,311.79,311.79,,40.1745,259.604,12.0114,172.113,0,139.677,TT 100 WB:Moore Sq-RTC
133,w,lb,MD,469.474,469.473,,35.8255,408.599,25.0489,315.964,0,153.509,TT 100 WB:Moore Sq-RTC
133,w,lb,NT,133.974,133.974,,0,125.55,8.42328,94.564,0,39.4097,TT 100 WB:Moore Sq-RTC
133,w,lb,PM,210.543,210.543,,55.7387,148.798,6.00572,123.541,0,87.0021,TT 100 WB:Moore Sq-RTC
134,knr,eb,AM,0,0,0,0,0,0,0,0,0,TT 100 EB:RTC-Moore Sq
134,knr,eb,MD,0,0,0,0,0,0,0,0,0,TT 100 EB:RTC-Moore Sq
134,knr,eb,PM,0,0,,0,0,0,0,0,0,TT 100 EB:RTC-Moore Sq
134,knr,lb,AM,3.92752,3.92752,3.92752,0,0,0,0,0,3.92752,TT 100 EB:RTC-Moore Sq
134,knr,lb,MD,6.72905,6.72905,3.72619,0,3.00286,0,3.00286,0,3.72619,TT 100 EB:RTC-Moore Sq
134,knr,lb,NT,0,0,0,0,0,0,0,0,0,TT 100 EB:RTC-Moore Sq
134,knr,lb,PM,0,0,,0,0,0,0,0,0,TT 100 EB:RTC-Moore Sq
134,pnr,eb,AM,0,0,0,0,0,0,0,0,0,TT 100 EB:RTC-Moore Sq
134,pnr,eb,MD,0,0,0,0,0,0,0,0,0,TT 100 EB:RTC-Moore Sq
134,pnr,eb,NT,0,0,0,0,0,0,0,0,0,TT 100 EB:RTC-Moore Sq
134,pnr,eb,PM,0,0,,0,0,0,0,0,0,TT 100 EB:RTC-Moore Sq
134,pnr,lb,AM,12.0164,12.0163,0,0,12.0164,0,12.0163,0,0,TT 100 EB:RTC-Moore Sq
134,pnr,lb,MD,29.4615,29.4616,0,0,26.5578,2.90375,6.00572,0,23.4558,TT 100 EB:RTC-Moore Sq
134,pnr,lb,NT,1.95373,1.95373,0,0,0,1.95373,1.95373,0,0,TT 100 EB:RTC-Moore Sq
134,pnr,lb,PM,4.86882,4.86882,,0,4.86882,0,0,0,4.86882,TT 100 EB:RTC-Moore Sq
134,w,eb,AM,8.33214,8.33214,,0,8.33214,0,4.74708,0,3.58506,TT 100 EB:RTC-Moore Sq
134,w,eb,MD,71.4944,71.4944,,3.16472,63.5826,4.74708,54.3338,0,17.1606,TT 100 EB:RTC-Moore Sq
134,w,eb,NT,79.8887,79.8887,,0,79.8887,0,59.6112,7.11617,13.1613,TT 100 EB:RTC-Moore Sq
134,w,eb,PM,23.4251,23.4251,,6.50761,16.9175,0,10.1688,0,13.2563,TT 100 EB:RTC-Moore Sq
134,w,lb,AM,233.414,233.414,,55.5554,177.859,0,184.244,0,49.1698,TT 100 EB:RTC-Moore Sq
134,w,lb,MD,526.664,526.664,,100.111,416.124,10.4288,444.176,0,82.4875,TT 100 EB:RTC-Moore Sq
134,w,lb,NT,173.357,173.357,,40.1787,133.179,0,158.632,0,14.725,TT 100 EB:RTC-Moore Sq
134,w,lb,PM,322.244,322.244,,79.5453,242.699,0,259.71,0,62.5339,TT 100 EB:RTC-Moore Sq
135,knr,eb,AM,0,0,0,0,0,0,0,0,0,CTRAN 1 Maynard Loop One CLK
135,knr,eb,MD,0,0,0,0,0,0,0,0,0,CTRAN 1 Maynard Loop One CLK
135,knr,eb,PM,0,0,,0,0,0,0,0,0,CTRAN 1 Maynard Loop One CLK
135,knr,lb,AM,0,0,0,0,0,0,0,0,0,CTRAN 1 Maynard Loop One CLK
135,knr,lb,MD,1.76938,1.76938,1.76938,0,0,0,1.76938,0,0,CTRAN 1 Maynard Loop One CLK
135,knr,lb,NT,0,0,0,0,0,0,0,0,0,CTRAN 1 Maynard Loop One CLK
135,knr,lb,PM,0,0,,0,0,0,0,0,0,CTRAN 1 Maynard Loop One CLK
135,pnr,eb,AM,0,0,0,0,0,0,0,0,0,CTRAN 1 Maynard Loop One CLK
135,pnr,eb,MD,0,0,0,0,0,0,0,0,0,CTRAN 1 Maynard Loop One CLK
135,pnr,eb,NT,0,0,0,0,0,0,0,0,0,CTRAN 1 Maynard Loop One CLK
135,pnr,eb,PM,0,0,,0,0,0,0,0,0,CTRAN 1 Maynard Loop One CLK
135,pnr,lb,AM,0,0,0,0,0,0,0,0,0,CTRAN 1 Maynard Loop One CLK
135,pnr,lb,MD,0,0,0,0,0,0,0,0,0,CTRAN 1 Maynard Loop One CLK
135,pnr,lb,NT,0,0,0,0,0,0,0,0,0,CTRAN 1 Maynard Loop One CLK
135,pnr,lb,PM,0,0,,0,0,0,0,0,0,CTRAN 1 Maynard Loop One CLK
135,w,eb,AM,0,0,,0,0,0,0,0,0,CTRAN 1 Maynard Loop One CLK
135,w,eb,MD,7.65628,7.65628,,3.06251,4.59377,0,3.06251,0,4.59377,CTRAN 1 Maynard Loop One CLK
135,w,eb,NT,0,0,,0,0,0,0,0,0,CTRAN 1 Maynard Loop One CLK
135,w,eb,PM,4.59377,4.59377,,4.59377,0,0,4.59377,0,0,CTRAN 1 Maynard Loop One CLK
135,w,lb,AM,37.4059,37.406,,10.6364,24.2502,2.51938,0,0,37.406,CTRAN 1 Maynard Loop One CLK
135,w,lb,MD,98.5676,98.5676,,76.0701,22.4975,0,23.3045,2.70242,72.5607,CTRAN 1 Maynard Loop One CLK
135,w,lb,NT,29.7523,29.7523,,21.1988,8.55349,0,8.67851,1.43532,19.6385,CTRAN 1 Maynard Loop One CLK
135,w,lb,PM,39.415,39.4151,,15.8205,23.5946,0,1.7141,0,37.701,CTRAN 1 Maynard Loop One CLK
136,knr,eb,AM,0,0,0,0,0,0,0,0,0,CTRAN 2 Maynard Loop Two CTR
136,knr,eb,MD,0,0,0,0,0,0,0,0,0,CTRAN 2 Maynard Loop Two CTR
136,knr,eb,PM,0,0,,0,0,0,0,0,0,CTRAN 2 Maynard Loop Two CTR
136,knr,lb,AM,0,0,0,0,0,0,0,0,0,CTRAN 2 Maynard Loop Two CTR
136,knr,lb,MD,0.951292,0.951292,0.951292,0,0,0,0.951292,0,0,CTRAN 2 Maynard Loop Two CTR
136,knr,lb,NT,0,0,0,0,0,0,0,0,0,CTRAN 2 Maynard Loop Two CTR
136,knr,lb,PM,0,0,,0,0,0,0,0,0,CTRAN 2 Maynard Loop Two CTR
136,pnr,eb,AM,0,0,0,0,0,0,0,0,0,CTRAN 2 Maynard Loop Two CTR
136,pnr,eb,MD,0,0,0,0,0,0,0,0,0,CTRAN 2 Maynard Loop Two CTR
136,pnr,eb,NT,0,0,0,0,0,0,0,0,0,CTRAN 2 Maynard Loop Two CTR
136,pnr,eb,PM,0,0,,0,0,0,0,0,0,CTRAN 2 Maynard Loop Two CTR
136,pnr,lb,AM,0,0,0,0,0,0,0,0,0,CTRAN 2 Maynard Loop Two CTR
136,pnr,lb,MD,0,0,0,0,0,0,0,0,0,CTRAN 2 Maynard Loop Two CTR
136,pnr,lb,NT,0,0,0,0,0,0,0,0,0,CTRAN 2 Maynard Loop Two CTR
136,pnr,lb,PM,0,0,,0,0,0,0,0,0,CTRAN 2 Maynard Loop Two CTR
136,w,eb,AM,0,0,,0,0,0,0,0,0,CTRAN 2 Maynard Loop Two CTR
136,w,eb,MD,10.9276,10.9276,,3.06251,7.86504,0,3.06251,0,7.86504,CTRAN 2 Maynard Loop Two CTR
136,w,eb,NT,0,0,,0,0,0,0,0,0,CTRAN 2 Maynard Loop Two CTR
136,w,eb,PM,18.3751,18.3751,,4.59377,13.7813,0,4.59377,0,13.7813,CTRAN 2 Maynard Loop Two CTR
136,w,lb,AM,16.7088,16.7088,,3.26029,13.4485,0,0,0,16.7088,CTRAN 2 Maynard Loop Two CTR
136,w,lb,MD,89.9817,89.9816,,58.8738,31.1078,0,25.3283,0,64.6533,CTRAN 2 Maynard Loop Two CTR
136,w,lb,NT,21.2503,21.2503,,18.3964,2.85388,0,7.17444,0,14.0759,CTRAN 2 Maynard Loop Two CTR
136,w,lb,PM,25.1514,25.1514,,5.92569,19.2257,0,0.622605,0,24.5288,CTRAN 2 Maynard Loop Two CTR
137,knr,eb,AM,0,0,0,0,0,0,0,0,0,CTRAN 6-4 WB:BuckJones-HighHouse
137,knr,eb,MD,0,0,0,0,0,0,0,0,0,CTRAN 6-4 WB:BuckJones-HighHouse
137,knr,eb,PM,0,0,,0,0,0,0,0,0,CTRAN 6-4 WB:BuckJones-HighHouse
137,knr,lb,AM,4.96954,4.96954,4.96954,0,0,0,0,0,4.96954,CTRAN 6-4 WB:BuckJones-HighHouse
137,knr,lb,MD,2.92993,2.92993,1.29374,0,1.63619,0,0.475646,0,2.45428,CTRAN 6-4 WB:BuckJones-HighHouse
137,knr,lb,NT,0,0,0,0,0,0,0,0,0,CTRAN 6-4 WB:BuckJones-HighHouse
137,knr,lb,PM,6.69138,6.69138,,6.69138,0,0,0,0,6.69138,CTRAN 6-4 WB:BuckJones-HighHouse
137,pnr,eb,AM,0,0,0,0,0,0,0,0,0,CTRAN 6-4 WB:BuckJones-HighHouse
137,pnr,eb,MD,0,0,0,0,0,0,0,0,0,CTRAN 6-4 WB:BuckJones-HighHouse
137,pnr,eb,NT,0,0,0,0,0,0,0,0,0,CTRAN 6-4 WB:BuckJones-HighHouse
137,pnr,eb,PM,0,0,,0,0,0,0,0,0,CTRAN 6-4 WB:BuckJones-HighHouse
137,pnr,lb,AM,0,0,0,0,0,0,0,0,0,CTRAN 6-4 WB:BuckJones-HighHouse
137,pnr,lb,MD,0,0,0,0,0,0,0,0,0,CTRAN 6-4 WB:BuckJones-HighHouse
137,pnr,lb,NT,0,0,0,0,0,0,0,0,0,CTRAN 6-4 WB:BuckJones-HighHouse
137,pnr,lb,PM,0,0,,0,0,0,0,0,0,CTRAN 6-4 WB:BuckJones-HighHouse
137,w,eb,AM,0,0,,0,0,0,0,0,0,CTRAN 6-4 WB:BuckJones-HighHouse
137,w,eb,MD,37.3333,37.3333,,9.77071,0,27.5626,18.9582,0,18.3751,CTRAN 6-4 WB:BuckJones-HighHouse
137,w,eb,NT,0,0,,0,0,0,0,0,0,CTRAN 6-4 WB:BuckJones-HighHouse
137,w,eb,PM,20.0316,20.0315,,0,20.0316,0,0,0,20.0315,CTRAN 6-4 WB:BuckJones-HighHouse
137,w,lb,AM,77.7213,77.7213,,55.0066,20.8672,1.84755,45.0104,0,32.7109,CTRAN 6-4 WB:BuckJones-HighHouse
137,w,lb,MD,292.785,292.785,,92.4474,200.337,0,79.3658,0,213.419,CTRAN 6-4 WB:BuckJones-HighHouse
137,w,lb,NT,24.3981,24.3981,,7.13673,17.2614,0,8.0907,0,16.3074,CTRAN 6-4 WB:BuckJones-HighHouse
137,w,lb,PM,64.8937,64.8938,,37.9282,26.9656,0,12.8947,0,51.9991,CTRAN 6-4 WB:BuckJones-HighHouse
138,knr,eb,AM,0,0,0,0,0,0,0,0,0,CTRAN 4-6 EB:HighHouse-BuckJones
138,knr,eb,MD,0,0,0,0,0,0,0,0,0,CTRAN 4-6 EB:HighHouse-BuckJones
138,knr,eb,PM,0,0,,0,0,0,0,0,0,CTRAN 4-6 EB:HighHouse-BuckJones
138,knr,lb,AM,0,0,0,0,0,0,0,0,0,CTRAN 4-6 EB:HighHouse-BuckJones
138,knr,lb,MD,3.67197,3.67197,1.29374,0,2.37823,0,0.818093,0,2.85388,CTRAN 4-6 EB:HighHouse-BuckJones
138,knr,lb,NT,0,0,0,0,0,0,0,0,0,CTRAN 4-6 EB:HighHouse-BuckJones
138,knr,lb,PM,6.69138,6.69138,,6.69138,0,0,0,0,6.69138,CTRAN 4-6 EB:HighHouse-BuckJones
138,pnr,eb,AM,0,0,0,0,0,0,0,0,0,CTRAN 4-6 EB:HighHouse-BuckJones
138,pnr,eb,MD,0,0,0,0,0,0,0,0,0,CTRAN 4-6 EB:HighHouse-BuckJones
138,pnr,eb,NT,0,0,0,0,0,0,0,0,0,CTRAN 4-6 EB:HighHouse-BuckJones
138,pnr,eb,PM,0,0,,0,0,0,0,0,0,CTRAN 4-6 EB:HighHouse-BuckJones
138,pnr,lb,AM,0,0,0,0,0,0,0,0,0,CTRAN 4-6 EB:HighHouse-BuckJones
138,pnr,lb,MD,0,0,0,0,0,0,0,0,0,CTRAN 4-6 EB:HighHouse-BuckJones
138,pnr,lb,NT,0,0,0,0,0,0,0,0,0,CTRAN 4-6 EB:HighHouse-BuckJones
138,pnr,lb,PM,0,0,,0,0,0,0,0,0,CTRAN 4-6 EB:HighHouse-BuckJones
138,w,eb,AM,0,0,,0,0,0,0,0,0,CTRAN 4-6 EB:HighHouse-BuckJones
138,w,eb,MD,27.5626,27.5626,,21.4376,6.12502,0,18.3751,9.18753,0,CTRAN 4-6 EB:HighHouse-BuckJones
138,w,eb,NT,0,0,,0,0,0,0,0,0,CTRAN 4-6 EB:HighHouse-BuckJones
138,w,eb,PM,0,0,,0,0,0,0,0,0,CTRAN 4-6 EB:HighHouse-BuckJones
138,w,lb,AM,55.1386,55.1386,,42.5342,1.84755,10.7568,28.99,1.22714,24.9215,CTRAN 4-6 EB:HighHouse-BuckJones
138,w,lb,MD,164.033,164.033,,107.501,53.8302,2.70242,104.1,0,59.9338,CTRAN 4-6 EB:HighHouse-BuckJones
138,w,lb,NT,36.3277,36.3278,,20.3271,14.5653,1.43532,21.3471,0,14.9807,CTRAN 4-6 EB:HighHouse-BuckJones
138,w,lb,PM,103.783,103.783,,47.6942,5.03364,51.0551,39.5149,2.85388,61.4143,CTRAN 4-6 EB:HighHouse-BuckJones
139,knr,eb,AM,0,0,0,0,0,0,0,0,0,CAT 22-4:Hadley to Towne North
139,knr,eb,MD,0,0,0,0,0,0,0,0,0,CAT 22-4:Hadley to Towne North
139,knr,eb,PM,0,0,,0,0,0,0,0,0,CAT 22-4:Hadley to Towne North
139,knr,lb,AM,25.5082,25.5082,25.5082,0,0,0,0,0,25.5082,CAT 22-4:Hadley to Towne North
139,knr,lb,MD,14.5601,14.5601,14.5601,0,0,0,1.49048,0,13.0696,CAT 22-4:Hadley to Towne North
139,knr,lb,NT,7.02311,7.02311,0,0,7.02311,0,0,0,7.02311,CAT 22-4:Hadley to Towne North
139,knr,lb,PM,8.50033,8.50033,,8.50033,0,0,0,0,8.50033,CAT 22-4:Hadley to Towne North
139,pnr,eb,AM,4.07034,4.07034,0,0,4.07034,0,4.07034,0,0,CAT 22-4:Hadley to Towne North
139,pnr,eb,MD,0,0,0,0,0,0,0,0,0,CAT 22-4:Hadley to Towne North
139,pnr,eb,NT,0,0,0,0,0,0,0,0,0,CAT 22-4:Hadley to Towne North
139,pnr,eb,PM,0,0,,0,0,0,0,0,0,CAT 22-4:Hadley to Towne North
139,pnr,lb,AM,3.90434,3.90434,0,0,3.90434,0,3.90434,0,0,CAT 22-4:Hadley to Towne North
139,pnr,lb,MD,0,0,0,0,0,0,0,0,0,CAT 22-4:Hadley to Towne North
139,pnr,lb,NT,0,0,0,0,0,0,0,0,0,CAT 22-4:Hadley to Towne North
139,pnr,lb,PM,0,0,,0,0,0,0,0,0,CAT 22-4:Hadley to Towne North
139,w,eb,AM,52.1597,52.1597,,38.2384,13.9213,0,46.3069,0,5.85281,CAT 22-4:Hadley to Towne North
139,w,eb,MD,0,0,,0,0,0,0,0,0,CAT 22-4:Hadley to Towne North
139,w,eb,NT,3.55809,3.55809,,0,0,3.55809,0,0,3.55809,CAT 22-4:Hadley to Towne North
139,w,eb,PM,59.6969,59.6969,,2.47821,55.6165,1.6022,20.0048,0,39.6921,CAT 22-4:Hadley to Towne North
139,w,lb,AM,361.717,361.717,,203.415,155.008,3.29415,160.313,1.36372,200.04,CAT 22-4:Hadley to Towne North
139,w,lb,MD,951.579,951.579,,333.612,588.687,29.2798,372.761,0,578.818,CAT 22-4:Hadley to Towne North
139,w,lb,NT,190.746,190.746,,72.504,109.356,8.88675,107.263,0,83.4833,CAT 22-4:Hadley to Towne North
139,w,lb,PM,311.332,311.332,,142.166,169.166,0,103.743,0,207.589,CAT 22-4:Hadley to Towne North
140,knr,eb,AM,0,0,0,0,0,0,0,0,0,CAT 4-22:Towne North to Hadley
140,knr,eb,MD,0,0,0,0,0,0,0,0,0,CAT 4-22:Towne North to Hadley
140,knr,eb,PM,0,0,,0,0,0,0,0,0,CAT 4-22:Towne North to Hadley
140,knr,lb,AM,10.3405,10.3405,10.3405,0,0,0,0,0,10.3405,CAT 4-22:Towne North to Hadley
140,knr,lb,MD,12.6266,12.6266,9.62373,0,3.00286,0,7.81875,0,4.80784,CAT 4-22:Towne North to Hadley
140,knr,lb,NT,1.39312,1.39312,1.39312,0,0,0,1.39312,0,0,CAT 4-22:Towne North to Hadley
140,knr,lb,PM,2.57351,2.57351,,2.57351,0,0,0,0,2.57351,CAT 4-22:Towne North to Hadley
140,pnr,eb,AM,107.826,107.826,83.1361,0,24.6898,0,104.485,0,3.34132,CAT 4-22:Towne North to Hadley
140,pnr,eb,MD,0,0,0,0,0,0,0,0,0,CAT 4-22:Towne North to Hadley
140,pnr,eb,NT,0,0,0,0,0,0,0,0,0,CAT 4-22:Towne North to Hadley
140,pnr,eb,PM,0.801677,0.801677,,0.801677,0,0,0.801677,0,0,CAT 4-22:Towne North to Hadley
140,pnr,lb,AM,200.629,200.628,200.629,0,0,0,15.5643,0,185.064,CAT 4-22:Towne North to Hadley
140,pnr,lb,MD,9.66511,9.66511,0,0,0,9.66511,6.76136,0,2.90375,CAT 4-22:Towne North to Hadley
140,pnr,lb,NT,0,0,0,0,0,0,0,0,0,CAT 4-22:Towne North to Hadley
