"TAZ","Type","HH","HH_POP","Median_Inc","Pct_Worker","Pct_Child","Pct_Senior","Industry","Office","Service_RateLow","Service_RateHigh","Retail","PctHighEarn","StudGQ_NCSU","StudGQ_UNC","StudGQ_DUKE","StudGQ_NCCU","StudOff_NCSU","StudOff_UNC","StudOff_DUKE","StudOff_NCCU","BuildingS_NCSU","BuildingS_UNC","BuildingS_DUKE","BuildingS_NCCU","K12","CollegeOn","CollegeOff","Hospital","TraumaLevel","ParkDistrict","ParkCostW","ParkCostU","ParkCostO","EmpSpaces","StudSpaces","OtherSpaces","AWDT","PCTCV","PCTAUTOEE","PCTCVEE","TotalEmp","Density","AreaType","ATSmoothed","walkability_attr","gs_home_attr","gs_work_attr","gs_other_attr","gs_total_attr","GSIndex","ApproachDensity","walk_attr_dens","IndEmpDensity","ApproachDensity_z","IndEmpDensity_z","walk_attr_dens_z","GSIndex_z","Walkability","wHH","wK12","wStudGQ_NCSU","wStudGQ_UNC","wStudGQ_DUKE","wStudGQ_NCCU","wCollegeOn","wRetail","wTotalEmp","PctNearBusStop","access_general_sov_attr","access_nearby_sov_attr","access_walk_attr","access_employment_sov_attr","access_hospital_sov_attr","access_general_sov","access_nearby_sov","access_walk","access_employment_sov","access_hospital_sov","access_transit_attr","access_transit"
771,"Internal",502,1343,55926,47,17.0000,16.2000,40,29,25,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,1,228.738,"Rural",,1356.90,3263.00,145.5,1286.80,4695.30,0.440974,4.05231,704.696,6.00342,-0.247325,-0.244091,-0.351973,-0.472696,0.104693,52.5561,0.00,0.00,0.00,0.00,0.00,0.00,0.31408,0.104693,0.00,1356.90,327.8,1.97539,97,0.00,10.4495,6.28247,0.00,10.573,0.00,327.8,0.00
772,"Internal",75,197,41332,47,21.9000,14.8000,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0,252.608,"Rural",,154.5,487.5,6,158.9,652.4,0.382224,3.70635,806.009,0.00,-0.25029,-0.252509,-0.350625,-1.09807,0.0975236,7.31427,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,154.5,39.5,0.2746,4,0.00,10.2874,6.18671,0.00,10.4587,0.00,39.5,0.00
773,"Internal",259,626,55926,47,17.0000,16.2000,27,3,6,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0,225.693,"Rural",,615.7,1683.50,54,569.5,2307.00,0.406,2.27909,751.124,8.79079,-0.26252,-0.240182,-0.351355,-0.84499,0.100171,25.9443,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,615.7,151.7,0.974026,36,0.00,10.3852,6.36061,0.00,10.514,0.00,151.7,0.00
774,"Internal",175,551,41332,47,21.9000,14.8000,20,7,10,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0,179.487,"Rural",,469.5,1137.50,55.5,432.2,1625.20,0.438232,0.00,470.443,5.78936,-0.282051,-0.244391,-0.355089,-0.501884,0.103758,18.1576,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,469.5,113,0.681692,37,0.00,10.2393,6.09881,0.00,10.4604,0.00,113,0.00
775,"Internal",352,889,41332,47,21.9000,14.8000,27,0,7,0,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0,202.122,"Rural",,957.3,2288.00,64.5,892.8,3245.30,0.426869,0.00,676.751,5.63038,-0.282051,-0.244614,-0.352344,-0.622838,0.102409,36.0479,0.00,0.00,0.00,0.00,0.00,0.00,0.92168,0.00,0.00,957.3,234.8,1.36004,43,0.00,10.4771,6.44624,0.00,10.5991,0.00,234.8,0.00
776,"Internal",239,555,41332,47,21.9000,14.8000,50,16,1,0,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,1,225.285,"Rural",,826,1553.50,114,753.6,2421.10,0.489183,0.969866,782.714,16.1644,-0.27374,-0.229843,-0.350935,0.0404655,0.11051,26.412,0.00,0.00,0.00,0.00,0.00,0.00,0.994594,0.11051,0.00,826,190.6,0.998809,76,0.00,10.485,6.44194,0.00,10.6092,0.00,190.6,0.00
777,"Internal",110,294,41332,47,21.9000,14.8000,0,8,11,16,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,1,153.937,"Rural",,533.8,715,64.5,490.1,1269.60,0.531242,1.64525,522.202,0.00,-0.267952,-0.252509,-0.3544,0.488175,0.116188,12.7807,0.00,0.00,0.00,0.00,0.00,0.00,0.929507,0.116188,0.00,533.8,124.2,0.486578,43,0.00,10.2488,6.1578,0.00,10.4505,0.00,124.2,0.00
778,"Internal",210,539,43094,35,13.9000,31.5000,22,13,9,10,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,1,63.6353,"Rural",,928.3,1365.00,106.5,855.6,2327.10,0.518665,0.568578,220.523,2.08479,-0.277179,-0.249585,-0.358413,0.354296,0.114222,23.9867,0.00,0.00,0.00,0.00,0.00,0.00,1.94178,0.114222,0.00,928.3,215,0.914634,71,0.00,9.25134,5.03083,0.00,9.88075,0.00,215,0.00
779,"Internal",520,1375,70441,50,26.6000,11.9000,3,1,9,0,5,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0,1027.47,"Suburban",1,1143.90,3380.00,27,1119.50,4526.50,0.381215,5.10601,3301.76,2.18829,-0.238296,-0.24944,-0.317427,-1.10881,0.0982604,51.0954,0.00,0.00,0.00,0.00,0.00,0.00,0.491302,0.00,0.00,1143.90,293.3,1.92184,18,0.00,10.2233,6.22763,0.00,10.5426,0.00,293.3,0.00
780,"Internal",355,962,67768,49,21.7000,10.7000,49,69,2,0,14,36,0,0,0,0,0,0,0,0,0,0,0,0,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,2,211.852,"Rural",,2017.00,2307.50,916.5,1279.90,4503.90,0.61535,0.00,787.189,8.56419,-0.282051,-0.2405,-0.350875,1.38347,0.128113,45.4803,61.1101,0.00,0.00,0.00,0.00,0.00,1.79359,0.256227,0.00,2017.00,296.3,2.03417,134,0.00,10.0278,5.82699,0.00,10.3677,0.00,296.3,0.00
781,"Internal",109,272,67768,49,21.7000,10.7000,0,2,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0,78.463,"Rural",,213.1,708.5,3,215.3,926.8,0.361627,2.56106,263.732,0.00,-0.260104,-0.252509,-0.357838,-1.31731,0.0948392,10.3375,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,213.1,55.5,0.3881,2,0.00,9.99903,5.77191,0.00,10.3735,0.00,55.5,0.00
782,"Internal",201,510,67768,49,21.7000,10.7000,14,17,2,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0,63.7342,"Rural",,486.1,1306.50,49.5,480.8,1836.80,0.42482,0.00,204.808,1.56104,-0.282051,-0.25032,-0.358622,-0.644649,0.102022,20.5065,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,486.1,118.4,0.769874,33,0.00,9.97916,5.69282,0.00,10.335,0.00,118.4,0.00
783,"Internal",232,625,70441,50,26.6000,11.9000,18,93,2,0,2,50,0,0,0,0,0,0,0,0,0,0,0,0,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,2,116.625,"Rural",,1381.90,1508.00,732,891.7,3131.70,0.632424,1.25008,434.985,2.50016,-0.271338,-0.249003,-0.35556,1.56522,0.130764,30.3373,48.7751,0.00,0.00,0.00,0.00,0.00,0.261529,0.261529,0.00,1381.90,182.1,1.39122,115,0.00,10.3,6.10091,0.00,10.5898,0.00,182.1,0.00
784,"Internal",655,1816,67768,49,21.7000,10.7000,61,20,6,0,3,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,1,354.889,"Rural",,1577.20,4257.50,135,1494.20,5886.70,0.411969,1.60989,1053.00,10.9115,-0.268255,-0.237209,-0.34734,-0.781443,0.100896,66.0866,0.00,0.00,0.00,0.00,0.00,0.00,0.302687,0.100896,0.00,1577.20,387.5,2.48329,90,0.00,10.3207,6.15782,0.00,10.5506,0.00,387.5,0.00
785,"Internal",16,53,67768,49,21.7000,10.7000,0,30,1,0,3,56,0,0,0,0,0,0,0,0,0,0,0,0,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0,584.427,"Rural",,621.6,104,490.5,209.1,803.6,0.542983,20.0729,4032.65,0.00,-0.110038,-0.252509,-0.307705,0.613155,0.121656,1.9465,35.6452,0.00,0.00,0.00,0.00,0.00,0.364968,0.00,0.00,621.6,36.5,0.258695,34,0.00,10.2113,6.14093,0.00,10.4841,0.00,36.5,0.00
786,"Internal",30,80,67768,49,21.7000,10.7000,0,5,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0,41.955,"Rural",,72,195,7.5,77.5,280,0.437659,1.40895,131.502,0.00,-0.269977,-0.252509,-0.359597,-0.507981,0.10377,3.1131,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72,17.5,0.116875,5,0.00,10.0925,5.91238,0.00,10.43,0.00,17.5,0.00
787,"Internal",213,537,72969,49,17.3000,13.4000,56,18,5,1,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,1,67.1482,"Rural",,716.4,1384.50,124.5,638.7,2147.70,0.492635,1.35865,208.427,5.4346,-0.270408,-0.244888,-0.358574,0.0772182,0.110843,23.6096,0.00,0.00,0.00,0.00,0.00,0.00,0.33253,0.110843,0.00,716.4,163,0.888792,83,0.00,10.0233,5.74586,0.00,10.4284,0.00,163,0.00
788,"Internal",138,419,72969,49,17.3000,13.4000,13,1,7,9,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0,1045.80,"Suburban",1,393.8,897,45,351.4,1293.40,0.444004,0.00,2847.68,28.6222,-0.282051,-0.212375,-0.323467,-0.440441,0.105173,14.5139,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,393.8,95.2,0.544894,30,0.00,10.3507,6.54069,0.00,10.6031,0.00,95.2,0.00
789,"Internal",198,572,72969,49,17.3000,13.4000,12,16,10,0,4,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0,98.0088,"Rural",,591,1287.00,63,569.6,1919.60,0.461369,0.904151,289.268,1.8083,-0.274303,-0.249973,-0.357499,-0.255601,0.106743,21.1352,0.00,0.00,0.00,0.00,0.00,0.00,0.426974,0.00,0.00,591,141.4,0.79658,42,0.00,9.99932,5.73718,0.00,10.4282,0.00,141.4,0.00
790,"Internal",74,183,72969,49,17.3000,13.4000,8,18,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0,66.8896,"Rural",,218.6,481,39,226.4,746.4,0.48998,0.00,215.638,2.31123,-0.282051,-0.249268,-0.358478,0.0489495,0.11031,8.16296,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,218.6,50,0.306462,26,0.00,10.2835,6.15814,0.00,10.5847,0.00,50,0.00
791,"Internal",15,39,72969,49,17.3000,13.4000,0,11,3,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0,84.378,"Rural",,78.3,97.5,21,85.9,204.4,0.585296,0.00,264.803,0.00,-0.282051,-0.252509,-0.357824,1.06356,0.123505,1.85257,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,78.3,16.6,0.069551,14,0.00,10.3747,6.28807,0.00,10.6526,0.00,16.6,0.00
792,"Internal",148,389,76009,54,22.3000,17.0000,2,9,120,37,177,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,4,423.427,"Rural",,4503.30,962,517.5,4009.20,5488.70,0.426839,1.22978,2249.96,0.81985,-0.271512,-0.251359,-0.331418,-0.623155,0.103013,15.2459,0.00,0.00,0.00,0.00,0.00,0.00,18.2333,0.412051,0.00,4503.30,993.6,0.704805,345,0.00,10.6693,6.71234,0.00,10.8393,0.00,993.6,0.00
793,"Internal",151,377,76009,54,22.3000,17.0000,37,183,20,4,173,16,0,0,0,0,0,0,0,0,0,0,0,0,1291,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,7,1033.38,"Suburban",1,6252.90,981.5,2562.00,4166.70,7710.20,0.581333,6.26117,6896.41,33.0947,-0.228397,-0.206104,-0.269611,1.02137,0.126123,19.0446,162.825,0.00,0.00,0.00,0.00,0.00,21.8193,0.882864,0.00,6252.90,923.6,1.70925,417,0.00,10.6425,7.25631,0.0169057,10.7646,0.00,923.6,0.00
794,"Internal",35,86,72969,49,17.3000,13.4000,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0,54.9681,"Rural",,66.5,227.5,0.00,66.5,294,0.350057,1.91749,187.914,0.00,-0.265619,-0.252509,-0.358847,-1.44048,0.0934205,3.26972,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.5,17.5,0.122755,0.00,0.00,10.3897,6.25608,0.00,10.6728,0.00,17.5,0.00
795,"Internal",42,104,72969,49,17.3000,13.4000,10,0,4,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0,43.7577,"Rural",,132.2,273,21,111.2,405.2,0.468073,1.00878,136.252,3.36259,-0.273406,-0.247794,-0.359534,-0.184234,0.107572,4.51801,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,132.2,30.8,0.16962,14,0.00,10.3234,6.18207,0.00,10.6242,0.00,30.8,0.00
796,"Internal",44,83,76009,54,22.3000,17.0000,0,0,1,2,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0,44.4169,"Rural",,100.4,286,4.5,95.9,386.4,0.390422,0.00,193.711,0.00,-0.282051,-0.252509,-0.35877,-1.01081,0.0978717,4.30635,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.4,25.6,0.161673,3,0.00,10.4713,6.45035,0.00,10.7122,0.00,25.6,0.00
797,"Internal",83,209,76009,54,22.3000,17.0000,3,4,6,0,3,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0,1240.25,"Suburban",1,268.4,539.5,24,254.8,818.3,0.467516,0.00,4248.84,15.5768,-0.282051,-0.230667,-0.304829,-0.190169,0.108597,9.01354,0.00,0.00,0.00,0.00,0.00,0.00,0.325791,0.00,0.00,268.4,64.5,0.340762,16,0.00,10.7418,7.02456,0.00,10.8619,0.00,64.5,0.00
798,"Internal",115,284,65865,54,28.4000,8.5,18,5,12,14,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,1,114.181,"Rural",,433.1,747.5,73.5,372.6,1193.60,0.506564,2.43289,362.987,5.474,-0.261203,-0.244833,-0.356518,0.225481,0.112894,12.9828,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.112894,0.00,433.1,100.2,0.487414,49,0.00,11.0327,7.05721,0.00,11.1069,0.00,100.2,0.00
799,"Internal",925,2319,65865,54,28.4000,8.5,903,121,222,99,341,70,0,0,0,0,0,0,0,0,0,0,0,0,755,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,28,1197.15,"Suburban",1,14136.30,6012.50,3661.50,10789.40,20463.40,0.603659,5.91359,4481.93,197.777,-0.231375,0.0248088,-0.301728,1.25903,0.128562,118.92,97.0641,0.00,0.00,0.00,0.00,0.00,43.8396,3.59973,0.00,14136.30,2757.80,5.28124,1686.00,0.00,10.7955,6.95879,0.00,10.9176,0.00,2757.80,0.00
800,"Internal",345,885,65865,54,28.4000,8.5,83,5,231,26,45,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,6,2743.06,"Suburban",1,3200.20,2242.50,585,2628.20,5455.70,0.587482,11.9047,9278.35,141.156,-0.180035,-0.0545837,-0.237927,1.08683,0.128733,44.4127,0.00,0.00,0.00,0.00,0.00,0.00,5.79297,0.772395,0.00,3200.20,709.4,1.70946,390,0.00,10.7958,7.02351,0.00,10.9122,0.00,709.4,0.00
801,"Internal",236,609,65865,54,28.4000,8.5,78,10,4,0,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,1,345.91,"Rural",,753.5,1534.00,139.5,640,2313.50,0.480181,0.00,1022.59,34.4768,-0.282051,-0.204166,-0.347744,-0.05535,0.109272,25.7881,0.00,0.00,0.00,0.00,0.00,0.00,0.109272,0.109272,0.00,753.5,170.9,0.968957,93,0.00,11.0276,7.09319,0.00,11.0894,0.00,170.9,0.00
802,"Internal",246,617,65472,54,8.1,21.4000,35,157,102,10,75,12,0,0,0,0,0,0,0,0,0,0,0,0,606,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,7,975.509,"Rural",,3982.10,1599.00,1477.50,2912.80,5989.30,0.631347,6.6291,4411.52,25.7799,-0.225243,-0.216361,-0.302665,1.55376,0.132867,32.6852,80.5171,0.00,0.00,0.00,0.00,0.00,9.96499,0.930066,0.00,3982.10,660.9,1.71277,379,0.00,10.8252,7.50018,0.340099,10.8826,0.00,660.9,0.00
803,"Internal",150,354,65472,54,8.1,21.4000,0,18,11,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0,110.502,"Rural",,400.6,975,43.5,403.9,1422.40,0.448576,0.00,385.12,0.00,-0.282051,-0.252509,-0.356224,-0.391775,0.105029,15.7544,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,400.6,97.2,0.591468,29,0.00,10.716,6.62932,0.00,10.9156,0.00,97.2,0.00
804,"Internal",381,969,70441,50,26.6000,11.9000,5,33,8,3,7,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,1,108.784,"Rural",,1030.40,2476.50,84,1032.20,3592.70,0.441755,0.304002,364.063,0.50667,-0.279446,-0.251798,-0.356504,-0.464386,0.104206,39.7026,0.00,0.00,0.00,0.00,0.00,0.00,0.729444,0.104206,0.00,1030.40,251.4,1.49585,56,0.00,10.4109,6.15589,0.00,10.6961,0.00,251.4,0.00
805,"Internal",373,1036,90230,50,20.3000,13.1000,18,13,6,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0,211.082,"Rural",,835.3,2424.50,55.5,813.6,3293.60,0.396815,0.764057,629.124,3.43826,-0.275503,-0.247688,-0.352978,-0.94275,0.0988457,36.8694,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,835.3,209.2,1.38419,37,0.00,10.5999,6.47038,0.00,10.7882,0.00,209.2,0.00
806,"Internal",305,830,70441,50,26.6000,11.9000,16,16,2,0,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0,459.425,"Rural",,724.1,1982.50,54,711.7,2748.20,0.412158,0.00,1407.27,8.1931,-0.282051,-0.24102,-0.342627,-0.779437,0.100816,30.7489,0.00,0.00,0.00,0.00,0.00,0.00,0.201632,0.00,0.00,724.1,179.1,1.15587,36,0.00,10.684,6.55942,0.00,10.8557,0.00,179.1,0.00
807,"Internal",380,1029,90230,50,20.3000,13.1000,18,12,18,0,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,1,516.399,"Rural",,950.2,2470.00,75,906.4,3451.40,0.418402,0.00,1588.04,8.28208,-0.282051,-0.240896,-0.340222,-0.712966,0.101629,38.6189,0.00,0.00,0.00,0.00,0.00,0.00,0.203257,0.101629,0.00,950.2,234.8,1.45134,50,0.00,10.7982,6.82825,0.00,10.8108,0.00,234.8,0.00
808,"Internal",447,1157,90230,50,20.3000,13.1000,23,31,4,4,5,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,1,216.149,"Rural",,1149.60,2905.50,100.5,1129.70,4135.70,0.43123,0.505788,697.263,3.87771,-0.277717,-0.247071,-0.352072,-0.576421,0.103018,46.0491,0.00,0.00,0.00,0.00,0.00,0.00,0.51509,0.103018,0.00,1149.60,280.6,1.73256,67,0.00,10.3433,6.10378,0.00,10.6303,0.00,280.6,0.00
809,"Internal",380,1007,90230,50,20.3000,13.1000,16,19,0,0,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0,290.299,"Rural",,883.1,2470.00,57,875.5,3402.50,0.406526,0.807937,916.335,4.309,-0.275127,-0.246467,-0.349157,-0.839383,0.100097,38.0369,0.00,0.00,0.00,0.00,0.00,0.00,0.300291,0.00,0.00,883.1,219.8,1.4302,38,0.00,10.5932,6.56401,0.00,10.7034,0.00,219.8,0.00
810,"Internal",133,364,65865,54,28.4000,8.5,5,5,1,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0,98.485,"Rural",,288.3,864.5,16.5,284.8,1165.80,0.390222,0.00,298.581,1.28058,-0.282051,-0.250713,-0.357375,-1.01294,0.0978768,13.0176,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,288.3,72.7,0.48872,11,0.00,10.9545,6.88154,0.00,11.0708,0.00,72.7,0.00
811,"Internal",174,430,72031,46,14.5000,25.2000,14,6,4,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0,32.0416,"Rural",,413,1131.00,36,392.6,1559.60,0.410204,0.944791,105.25,0.944791,-0.273955,-0.251184,-0.359946,-0.800235,0.100331,17.4577,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,413,101.8,0.655413,24,0.00,9.47626,5.19892,0.00,10.0546,0.00,101.8,0.00
812,"Internal",139,336,72031,46,14.5000,25.2000,0,0,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0,35.3492,"Rural",,269.7,903.5,1.5,268.2,1173.20,0.354659,1.2555,122.746,0.00,-0.271292,-0.252509,-0.359714,-1.39149,0.093849,13.045,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,269.7,70.7,0.489749,1,0.00,9.25182,5.04054,0.00,9.85768,0.00,70.7,0.00
813,"Internal",105,261,72031,46,14.5000,25.2000,4,17,2,0,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0,62.4922,"Rural",,311.1,682.5,37.5,317.8,1037.80,0.472429,0.609358,210.797,0.812478,-0.276829,-0.251369,-0.358542,-0.137872,0.108102,11.3507,0.00,0.00,0.00,0.00,0.00,0.00,0.216205,0.00,0.00,311.1,73.6,0.427711,25,0.00,9.55707,5.28306,0.00,10.1236,0.00,73.6,0.00
814,"Internal",0,0,55628,45,23.0000,14.0000,0,0,153,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,1,109.636,"Rural",,931.6,0.00,235.5,696.1,931.6,0.377775,1.12241,348.545,0.00,-0.272433,-0.252509,-0.35671,-1.14543,0.0965626,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.386251,0.0965626,0.00,931.6,200,0.00280534,157,0.00,10.6914,7.49306,0.00,10.7276,0.00,200,0.00
815,"Internal",429,1073,58100,46,23.7000,12.4000,32,27,2,4,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,1,264.905,"Rural",,1194.00,2788.50,111,1153.20,4052.70,0.444854,3.28091,886.437,6.99928,-0.253935,-0.242694,-0.349555,-0.431395,0.105134,45.1027,0.00,0.00,0.00,0.00,0.00,0.00,0.94621,0.105134,0.00,1194.00,288.1,1.70016,74,0.00,10.2483,6.15202,0.00,10.5713,0.00,288.1,0.00
816,"Internal",104,259,103194,46,21.2000,7.4,3,6,7,9,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0,42.1975,"Rural",,314.2,676,37.5,292.3,1005.80,0.462432,1.65663,138.854,0.414158,-0.267855,-0.251928,-0.359499,-0.244282,0.106934,11.1212,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,314.2,75.7,0.417522,25,0.00,10.3115,6.34231,0.00,10.5894,0.00,75.7,0.00
817,"Internal",58,166,103194,46,21.2000,7.4,25,5,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0,32.4029,"Rural",,200.2,377,45,168.2,590.2,0.504946,0.00,86.147,3.64906,-0.282051,-0.247392,-0.3602,0.208259,0.112254,6.51076,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200.2,44,0.244433,30,0.00,9.92408,5.67399,0.00,10.3648,0.00,44,0.00
818,"Internal",364,963,58100,46,23.7000,12.4000,10,32,21,0,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,1,110.604,"Rural",,1122.20,2366.00,109.5,1095.90,3571.40,0.466014,1.30803,359.346,1.00618,-0.270842,-0.251098,-0.356566,-0.206161,0.107413,39.0983,0.00,0.00,0.00,0.00,0.00,0.00,1.07413,0.107413,0.00,1122.20,269.2,1.47567,73,0.00,9.96054,5.79145,0.00,10.3768,0.00,269.2,0.00
819,"Internal",439,1242,58100,46,23.7000,12.4000,9,75,1,0,4,38,0,0,0,0,0,0,0,0,0,0,0,0,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,1,200.974,"Rural",,2020.00,2853.50,987,1228.00,5068.50,0.586425,0.856351,723.403,1.28453,-0.274712,-0.250707,-0.351724,1.07558,0.123952,54.4149,70.5286,0.00,0.00,0.00,0.00,0.00,0.495807,0.123952,0.00,2020.00,279.1,2.40852,89,0.00,9.99114,5.88569,0.00,10.3978,0.00,279.1,0.00
